state,managing_agency,rights_type,state_enabling_act,OBJECTID,county,lease_status,lessee,township,range,section,trs-copy,aliquot,acres,trust_name
AZ,State Land Department,Subsurface,325 Stat. 557-579 (1910),133957,Mohave,N,,18N,13W,26,18N - 13W - 26,LOT 1 S2NE NW E2SE,340,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,326 Stat. 557-579 (1910),127542,Coconino,N,,40N,2W,32,40N - 2W - 32,W2 SE,480,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,327 Stat. 557-579 (1910),133154,Mohave,N,,40N,5W,36,40N - 5W - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,328 Stat. 557-579 (1910),133251,Mohave,N,,40N,3W,32,40N - 3W - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,329 Stat. 557-579 (1910),133252,Mohave,N,,40N,4W,32,40N - 4W - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,330 Stat. 557-579 (1910),133253,Mohave,N,,40N,4W,36,40N - 4W - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,331 Stat. 557-579 (1910),133690,Mohave,N,,40N,4W,34,40N - 4W - 34,W2NW,80,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,332 Stat. 557-579 (1910),133701,Mohave,N,,41N,2W,19,41N - 2W - 19,LOT 1 W2NWNENE NENWNE W2NWNE W2SENWNE NENW,119.48,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,333 Stat. 557-579 (1910),133704,Mohave,N,,41N,2W,19,41N - 2W - 19,LOTS 3 4,79.22,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,334 Stat. 557-579 (1910),133824,Mohave,N,,41N,2W,7,41N - 2W - 7,LOTS 3 4 E2SW SE EX PAT 6327,313.42,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,335 Stat. 557-579 (1910),133825,Mohave,N,,41N,2W,7,41N - 2W - 7,LOT 1 N2NE NENW,159.08,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,336 Stat. 557-579 (1910),133861,Mohave,N,,41N,2W,18,41N - 2W - 18,LOTS 2 3 4 SENW E2SW SE,398.16,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,337 Stat. 557-579 (1910),133862,Mohave,N,,41N,2W,6,41N - 2W - 6,LOT 7 E2SW W2SE PT NESE,274.04,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,338 Stat. 557-579 (1910),133902,Mohave,N,,40N,4W,35,40N - 4W - 35,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,339 Stat. 557-579 (1910),133903,Mohave,N,,40N,4W,34,40N - 4W - 34,E2,320,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,340 Stat. 557-579 (1910),137209,Pinal,Y,Kennecott Exploration Company,5S,4E,22,5S - 4E - 22,SE,160,MINERS HSPTL-DISABLED MINERS
AZ,State Land Department,Subsurface,341 Stat. 557-579 (1910),137210,Pinal,Y,Kennecott Exploration Company,5S,4E,27,5S - 4E - 27,LOTS 1 2,49.14,MINERS HSPTL-DISABLED MINERS
AZ,State Land Department,Subsurface,342 Stat. 557-579 (1910),137590,Pinal,N,,5S,3E,16,5S - 3E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,343 Stat. 557-579 (1910),138774,Pinal,Y,Kennecott Exploration Company,5S,4E,28,5S - 4E - 28,LOT 1 SE S2SW NESW,302.1,SCHOOL OF MINES
AZ,State Land Department,Subsurface,344 Stat. 557-579 (1910),139055,Pinal,N,,4S,2E,26,4S - 2E - 26,NE,160,COUNTY BOND
AZ,State Land Department,Subsurface,345 Stat. 557-579 (1910),136096,Pima,N,,15S,12E,13,15S - 12E - 13,LOT 4 W2SE,121.92,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,346 Stat. 557-579 (1910),136138,Pima,N,,15S,12E,14,15S - 12E - 14,NESE E2NWSE N2SESE SESESE SWNWSE,100,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,347 Stat. 557-579 (1910),136139,Pima,N,,15S,12E,24,15S - 12E - 24,N2NENW SWNENW NWNW,70,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,348 Stat. 557-579 (1910),136356,Pima,N,,15S,13E,19,15S - 13E - 19,LOTS 2 45 THRU 76,201.85,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,349 Stat. 557-579 (1910),132641,Maricopa,N,,2N,6E,23,2N - 6E - 23,LOTS 18 23 24 SENE N2SE M&B IN LOTS 25 26 29 SESW S2SE,251.78,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,350 Stat. 557-579 (1910),132642,Maricopa,N,,2N,6E,23,2N - 6E - 23,M&B IN LOTS 25 26 29 SESW S2SE,121.73,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,351 Stat. 557-579 (1910),133053,Maricopa,N,,2N,6E,24,2N - 6E - 24,LOTS 7 9 11 13 14 15 17 18 20 22 24,342.74,02-90-0021 FED PATENT
AZ,State Land Department,Subsurface,352 Stat. 557-579 (1910),129222,Gila,N,,1N,16E,19,1N - 16E - 19,LOTS 2 3 4 LOT 1 EXC W 660FT,118.49,PENITENTIARY LAND FUND
AZ,State Land Department,Subsurface,353 Stat. 557-579 (1910),129254,Gila,N,,1N,16E,31,1N - 16E - 31,LOTS 1 THRU 4 W2W2,272.76,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,354 Stat. 557-579 (1910),129255,Gila,N,,1N,16E,7,1N - 16E - 7,LOTS 1 2 NE E2W2,391.79,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,355 Stat. 557-579 (1910),129257,Gila,N,,1N,16E,8,1N - 16E - 8,LOT 1,15.89,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,356 Stat. 557-579 (1910),129273,Gila,Y,"Pioneer Howard Silver Mines, L.L.L.P.",4S,16E,15,4S - 16E - 15,N2 EX SENE SESESENENE LY ELY OF PINAL COUNTY LINE FOR SCIR,294.29,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,357 Stat. 557-579 (1910),129454,Graham,N,,3S,25E,32,3S - 25E - 32,L3,25.98,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,358 Stat. 557-579 (1910),129524,Graham,N,,6S,22E,36,6S - 22E - 36,ALL EX .02AC IN SCIR,639.98,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,359 Stat. 557-579 (1910),129539,Graham,N,,4S,26E,32,4S - 26E - 32,LOTS 1 THRU 4 SWSE SW,321.89,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,360 Stat. 557-579 (1910),130015,Graham,N,,4S,25E,22,4S - 25E - 22,LOTS 1 2 W2NE SE W2,633.9,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,361 Stat. 557-579 (1910),130037,Graham,N,,4S,25E,15,4S - 25E - 15,LOTS 1 THRU 4 SWSE W2,524.74,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,362 Stat. 557-579 (1910),130062,Graham,N,,4S,25E,3,4S - 25E - 3,LOTS 1 THRU 5 SWNW NWSW,243.98,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,363 Stat. 557-579 (1910),130093,Graham,N,,4S,25E,10,4S - 25E - 10,LOTS 1 THRU 4 W2SW SESW,255.8,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,364 Stat. 557-579 (1910),130095,Graham,N,,4S,25E,4,4S - 25E - 4,LOTS 1 THRU 4 S2N2 S2,596.51,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,365 Stat. 557-579 (1910),137679,Pinal,N,,5S,16E,16,5S - 16E - 16,ALL EX E 48.54 ACRES FOR SCIR,591.46,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,366 Stat. 557-579 (1910),138534,Pinal,N,,6S,16E,20,6S - 16E - 20,W2NW SW,240,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,367 Stat. 557-579 (1910),139296,Pinal,N,,6S,17E,8,6S - 17E - 8,S2SW,80,02-87-0038 FEDERAL PATENT
AZ,State Land Department,Subsurface,368 Stat. 557-579 (1910),139299,Pinal,N,,6S,16E,9,6S - 16E - 9,E2 NW E2SW,560,02-87-0038 FEDERAL PATENT
AZ,State Land Department,Subsurface,369 Stat. 557-579 (1910),139300,Pinal,N,,6S,17E,7,6S - 17E - 7,SESE,40,02-87-0038 FEDERAL PATENT
AZ,State Land Department,Subsurface,370 Stat. 557-579 (1910),135396,Pima,N,,16S,11E,36,16S - 11E - 36,LOTS 1 THRU 4 S2N2 S2,654.13,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,371 Stat. 557-579 (1910),135403,Pima,Y,Asarco LLC,16S,12E,36,16S - 12E - 36,N2NWNW EISENHOWER,20,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,372 Stat. 557-579 (1910),135406,Pima,N,,16S,12E,32,16S - 12E - 32,N2 SE,480,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,373 Stat. 557-579 (1910),135408,Pima,Y,Asarco LLC,16S,12E,36,16S - 12E - 36,N2NWNE RICH BOY,20,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,374 Stat. 557-579 (1910),135411,Pima,Y,Asarco LLC,16S,12E,36,16S - 12E - 36,N2NENW POOR BOY,20,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,375 Stat. 557-579 (1910),135611,Pima,N,,16S,13E,34,16S - 13E - 34,W2 W2E2,480,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,376 Stat. 557-579 (1910),131259,Maricopa,N,,9S,1E,16,9S - 1E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,377 Stat. 557-579 (1910),135044,Pima,N,,17S,8E,29,17S - 8E - 29,ALL,640,"LEGISLATIVE, EXEC, JUD BLDG"
AZ,State Land Department,Subsurface,378 Stat. 557-579 (1910),135045,Pima,N,,17S,8E,28,17S - 8E - 28,ALL,640,"LEGISLATIVE, EXEC, JUD BLDG"
AZ,State Land Department,Subsurface,379 Stat. 557-579 (1910),135052,Pima,N,,17S,8E,30,17S - 8E - 30,E2NE SWNE,120,"LEGISLATIVE, EXEC, JUD BLDG"
AZ,State Land Department,Subsurface,380 Stat. 557-579 (1910),135053,Pima,N,,17S,8E,31,17S - 8E - 31,LOTS 3 4 E2SW SE,314.72,"LEGISLATIVE, EXEC, JUD BLDG"
AZ,State Land Department,Subsurface,381 Stat. 557-579 (1910),135129,Pima,N,,19S,7E,26,19S - 7E - 26,LOTS 1 THRU 4 E2NE SESW N2SE SESE,406.35,MINERS HSPTL-DISABLED MINERS
AZ,State Land Department,Subsurface,382 Stat. 557-579 (1910),135144,Pima,N,,14S,10E,34,14S - 10E - 34,LOTS 4 THRU 9 W2NW,355,MINERS HSPTL-DISABLED MINERS
AZ,State Land Department,Subsurface,383 Stat. 557-579 (1910),135262,Pima,N,,18S,3W,16,18S - 3W - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,384 Stat. 557-579 (1910),135267,Pima,N,,18S,2W,32,18S - 2W - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,385 Stat. 557-579 (1910),135274,Pima,N,,11S,7E,32,11S - 7E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,386 Stat. 557-579 (1910),135285,Pima,N,,15S,9E,16,15S - 9E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,387 Stat. 557-579 (1910),135295,Pima,N,,20S,7E,32,20S - 7E - 32,LOT 1,36.1,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,388 Stat. 557-579 (1910),135332,Pima,N,,17S,8E,16,17S - 8E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,389 Stat. 557-579 (1910),135466,Pima,N,,14S,11E,16,14S - 11E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,390 Stat. 557-579 (1910),135514,Pima,N,,12S,6E,16,12S - 6E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,391 Stat. 557-579 (1910),135516,Pima,Y,"Silver Bell Mining, L.L.C.",12S,8E,16,12S - 8E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,392 Stat. 557-579 (1910),135529,Pima,N,,14S,10E,32,14S - 10E - 32,LOTS 1 THRU 8 N2S2 N2,723.97,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,393 Stat. 557-579 (1910),135530,Pima,N,,14S,9E,36,14S - 9E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,394 Stat. 557-579 (1910),135564,Pima,N,,14S,5W,2,14S - 5W - 2,LOTS 1 THRU 4 S2N2 S2,640.72,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,395 Stat. 557-579 (1910),135573,Pima,N,,18S,2W,2,18S - 2W - 2,L1 TO 4 S2N2 S2,641.24,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,396 Stat. 557-579 (1910),135574,Pima,N,,18S,3W,2,18S - 3W - 2,L2 3 4 S2N2 NWSW,319.73,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,397 Stat. 557-579 (1910),135576,Pima,N,,13S,5W,36,13S - 5W - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,398 Stat. 557-579 (1910),135577,Pima,N,,18S,2W,16,18S - 2W - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,399 Stat. 557-579 (1910),135580,Pima,N,,18S,2W,36,18S - 2W - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,400 Stat. 557-579 (1910),135581,Pima,N,,19S,2W,2,19S - 2W - 2,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,401 Stat. 557-579 (1910),135594,Pima,N,,20S,7E,16,20S - 7E - 16,LOTS 1 THRU 5 NE SENW NESW NWSE E2SE,527.41,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,402 Stat. 557-579 (1910),135600,Pima,N,,22S,7E,2,22S - 7E - 2,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,403 Stat. 557-579 (1910),135630,Pima,N,,15S,9E,21,15S - 9E - 21,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,404 Stat. 557-579 (1910),136190,Pima,N,,19S,7E,23,19S - 7E - 23,LOTS 1 THRU 3 SENE,144.27,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,405 Stat. 557-579 (1910),136195,Pima,N,,19S,7E,34,19S - 7E - 34,LOTS 1 THRU 4 E2E2,315.67,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,406 Stat. 557-579 (1910),136199,Pima,N,,21S,7E,20,21S - 7E - 20,LOTS 1 5 6 9 SWNE,183.44,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,407 Stat. 557-579 (1910),136200,Pima,N,,21S,7E,29,21S - 7E - 29,LOTS 1 2,71.22,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,408 Stat. 557-579 (1910),136201,Pima,N,,21S,7E,28,21S - 7E - 28,LOTS 1 THRU 3 7 8 N2NW NE SENW NESE,499.44,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,409 Stat. 557-579 (1910),136305,Pima,N,,11S,6E,19,11S - 6E - 19,LOTS 1 THRU 4 E2W2 E2,625.48,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,410 Stat. 557-579 (1910),136314,Pima,N,,11S,6E,30,11S - 6E - 30,LOTS 1 THRU 4 E2W2 E2,625.4,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,411 Stat. 557-579 (1910),136324,Pima,N,,11S,6E,31,11S - 6E - 31,LOTS 1 THRU 4 E2W2 E2,625.2,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,412 Stat. 557-579 (1910),136337,Pima,N,,11S,6E,18,11S - 6E - 18,LOTS 1 THRU 4,145.04,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,413 Stat. 557-579 (1910),136387,Pima,N,,15S,9E,4,15S - 9E - 4,NE E2NW SWNW,280,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,414 Stat. 557-579 (1910),136512,Pima,N,,21S,7E,5,21S - 7E - 5,LOT 7,11.35,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,415 Stat. 557-579 (1910),136513,Pima,N,,21S,7E,8,21S - 7E - 8,LOTS 1 4 5 8,142.53,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,416 Stat. 557-579 (1910),136555,Pima,N,,21S,7E,17,21S - 7E - 17,L1 4 5 8 W2NE,173.61,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,417 Stat. 557-579 (1910),136558,Pima,N,,22S,7E,15,22S - 7E - 15,LOT 1 NWSW E2SW SE N2,632.64,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,418 Stat. 557-579 (1910),136676,Pima,N,,21S,7E,5,21S - 7E - 5,LOT 1 SENE E2SE,155.52,"ST CHRTBL, PENAL & REFORM INST"
AZ,State Land Department,Subsurface,419 Stat. 557-579 (1910),136708,Pima,N,,17S,8E,21,17S - 8E - 21,ALL,640,UNIVERSITY
AZ,State Land Department,Subsurface,420 Stat. 557-579 (1910),136751,Pima,N,,17S,8E,30,17S - 8E - 30,NWNE,40,UNIVERSITY
AZ,State Land Department,Subsurface,421 Stat. 557-579 (1910),136770,Pima,N,,21S,7E,4,21S - 7E - 4,LOTS 1 THRU 4 S2N2 S2,621.88,UNIVERSITY
AZ,State Land Department,Subsurface,422 Stat. 557-579 (1910),136861,Pima,N,,21S,7E,27,21S - 7E - 27,W2 SE,480,COUNTY BOND
AZ,State Land Department,Subsurface,423 Stat. 557-579 (1910),136949,Pima,N,,21S,7E,34,21S - 7E - 34,ALL,640,COUNTY BOND
AZ,State Land Department,Subsurface,424 Stat. 557-579 (1910),136951,Pima,N,,21S,7E,35,21S - 7E - 35,E2 E2NW,400,COUNTY BOND
AZ,State Land Department,Subsurface,425 Stat. 557-579 (1910),136952,Pima,N,,21S,7E,35,21S - 7E - 35,W2SW,80,COUNTY BOND
AZ,State Land Department,Subsurface,426 Stat. 557-579 (1910),137028,Pima,N,,16S,9E,6,16S - 9E - 6,LOTS 1 THRU 18 S2NE,936.21,02-86-0044 FEDERAL PATENT
AZ,State Land Department,Subsurface,427 Stat. 557-579 (1910),137029,Pima,N,,15S,9E,31,15S - 9E - 31,LOTS 1 THRU 12 NE E2NW N2SE,752.12,02-86-0044 FEDERAL PATENT
AZ,State Land Department,Subsurface,428 Stat. 557-579 (1910),137035,Pima,N,,16S,9E,12,16S - 9E - 12,SWNW S2,640,02-86-0044 FEDERAL PATENT
AZ,State Land Department,Subsurface,429 Stat. 557-579 (1910),137039,Pima,N,,15S,9E,28,15S - 9E - 28,ALL,640,02-86-0044 FEDERAL PATENT
AZ,State Land Department,Subsurface,430 Stat. 557-579 (1910),137042,Pima,N,,15S,9E,29,15S - 9E - 29,ALL,640,02-86-0044 FEDERAL PATENT
AZ,State Land Department,Subsurface,431 Stat. 557-579 (1910),137348,Pinal,N,,7S,4E,36,7S - 4E - 36,LOTS 12 13 23 24 LY SE OF 93-93998,165.15,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,432 Stat. 557-579 (1910),137457,Pinal,N,,8S,6E,32,8S - 6E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,433 Stat. 557-579 (1910),137526,Pinal,N,,8S,6E,16,8S - 6E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,434 Stat. 557-579 (1910),137555,Pinal,N,,8S,3E,16,8S - 3E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,435 Stat. 557-579 (1910),137556,Pinal,N,,8S,2E,32,8S - 2E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,436 Stat. 557-579 (1910),138224,Pinal,N,,8S,6E,4,8S - 6E - 4,LOTS 1 THRU 4 S2N2 SW,481.36,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,437 Stat. 557-579 (1910),138329,Pinal,N,,10S,6E,18,10S - 6E - 18,LOTS 1 THRU 4 E2W2 E2,636.44,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,438 Stat. 557-579 (1910),138353,Pinal,N,,10S,6E,19,10S - 6E - 19,LOTS 1 THRU 4 E2W2 E2,637.28,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,439 Stat. 557-579 (1910),138761,Pinal,N,,8S,6E,20,8S - 6E - 20,ALL,640,SCHOOL OF MINES
AZ,State Land Department,Subsurface,440 Stat. 557-579 (1910),138762,Pinal,N,,8S,6E,33,8S - 6E - 33,ALL,640,SCHOOL OF MINES
AZ,State Land Department,Subsurface,441 Stat. 557-579 (1910),138764,Pinal,N,,8S,6E,31,8S - 6E - 31,E2SE,80,SCHOOL OF MINES
AZ,State Land Department,Subsurface,442 Stat. 557-579 (1910),138766,Pinal,N,,8S,6E,31,8S - 6E - 31,LOTS 1 THRU 4 E2W2 W2SE NE,552.72,SCHOOL OF MINES
AZ,State Land Department,Subsurface,443 Stat. 557-579 (1910),138767,Pinal,N,,8S,6E,21,8S - 6E - 21,W2,320,SCHOOL OF MINES
AZ,State Land Department,Subsurface,444 Stat. 557-579 (1910),138768,Pinal,N,,8S,6E,30,8S - 6E - 30,LOTS 1 THRU 4 E2W2 E2,631.62,SCHOOL OF MINES
AZ,State Land Department,Subsurface,445 Stat. 557-579 (1910),138769,Pinal,N,,8S,6E,28,8S - 6E - 28,ALL,640,SCHOOL OF MINES
AZ,State Land Department,Subsurface,446 Stat. 557-579 (1910),138770,Pinal,N,,8S,6E,19,8S - 6E - 19,LOTS 1 THRU 4 E2W2 E2,630.16,SCHOOL OF MINES
AZ,State Land Department,Subsurface,447 Stat. 557-579 (1910),138772,Pinal,N,,8S,6E,29,8S - 6E - 29,ALL,640,SCHOOL OF MINES
AZ,State Land Department,Subsurface,448 Stat. 557-579 (1910),139944,Yavapai,N,,14N,2W,36,14N - 2W - 36,LOTS 4 5 E2 S2SW,430.97,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,449 Stat. 557-579 (1910),133155,Mohave,N,,18N,13W,16,18N - 13W - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,450 Stat. 557-579 (1910),133712,Mohave,N,,18N,13W,10,18N - 13W - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,451 Stat. 557-579 (1910),140154,Yavapai,N,,14N,4E,2,14N - 4E - 2,LOTS 1 THRU 4 S2NE N3/4N2SWNW S2SWNWSWNW E3/4S2S2NESWNW E3/4SESWNW SENW E2SE,383.82,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,452 Stat. 557-579 (1910),133067,Mohave,N,,17N,21W,34,17N - 21W - 34,NE,160,HSPTL-DISABLED MNRS 2/20/1929
AZ,State Land Department,Subsurface,453 Stat. 557-579 (1910),133361,Mohave,N,,17N,21W,16,17N - 21W - 16,E2,320,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,454 Stat. 557-579 (1910),133362,Mohave,N,,18N,21W,32,18N - 21W - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,455 Stat. 557-579 (1910),134284,Mohave,N,,17N,21W,34,17N - 21W - 34,SE,160,COUNTY BOND
AZ,State Land Department,Subsurface,456 Stat. 557-579 (1910),127900,Coconino,N,,30N,2W,32,30N - 2W - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,457 Stat. 557-579 (1910),127902,Coconino,N,,30N,2W,16,30N - 2W - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,458 Stat. 557-579 (1910),127928,Coconino,N,,31N,4W,2,31N - 4W - 2,L1 TO 4 S2N2 S2,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,459 Stat. 557-579 (1910),127932,Coconino,N,,32N,5W,16,32N - 5W - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,460 Stat. 557-579 (1910),127958,Coconino,N,,30N,2W,33,30N - 2W - 33,W2NE SENE NW NESW E2SE,400,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,461 Stat. 557-579 (1910),128379,Coconino,N,,30N,2W,29,30N - 2W - 29,NW W2SW,240,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,462 Stat. 557-579 (1910),128380,Coconino,N,,30N,2W,29,30N - 2W - 29,S2SE,80,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,463 Stat. 557-579 (1910),128724,Coconino,N,,30N,2W,17,30N - 2W - 17,SWSW,40,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,464 Stat. 557-579 (1910),128743,Coconino,N,,30N,2W,20,30N - 2W - 20,E2NE,80,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,465 Stat. 557-579 (1910),128863,Coconino,N,,30N,2W,21,30N - 2W - 21,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,466 Stat. 557-579 (1910),128865,Coconino,N,,30N,2W,8,30N - 2W - 8,NWNW,40,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,467 Stat. 557-579 (1910),128868,Coconino,N,,30N,2W,5,30N - 2W - 5,LOT 4 SWNW W2SW,158.46,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,468 Stat. 557-579 (1910),128870,Coconino,N,,30N,2W,8,30N - 2W - 8,E2E2,160,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,469 Stat. 557-579 (1910),128883,Coconino,N,,30N,2W,9,30N - 2W - 9,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,470 Stat. 557-579 (1910),128885,Coconino,N,,30N,2W,20,30N - 2W - 20,W2NW SW,240,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,471 Stat. 557-579 (1910),128887,Coconino,N,,30N,2W,28,30N - 2W - 28,N2 N2N2NESW SENENESW E2SENESW E2SESW SE,517.5,PERM COMMON SCHOOLS (INDMTY SELEC)
