state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,activity,county,township,range,section,aliquot,data_source,parcel_count,acres_agg,object_id
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,160.19,subsurface,Mineral Rights: Other Min,LAKE,19N,22W,24,,,1,0,124
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,40.03,subsurface,Mineral Rights: Other Min,LAKE,19N,21W,19,,,1,0,126
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,481.75,subsurface,Mineral Rights: Other Min,SANDERS,19N,23W,16,,,1,0,128
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,391.63,subsurface,Mineral Rights: Other Min,SANDERS,19N,24W,36,,,1,0,131
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,560.89,subsurface,Mineral Rights: Other Min,SANDERS,18N,23W,16,,,1,0,136
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,246.53,subsurface,Mineral Rights: Other Min,SANDERS,20N,25W,4,,,1,0,146
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,640.6,subsurface,Mineral Rights: Other Min,SANDERS,21N,23W,36,,,1,0,173
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,80.12,subsurface,Mineral Rights: Other Min,LAKE,21N,20W,21,,,1,0,179
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,480.82,subsurface,Mineral Rights: Other Min,LAKE,21N,21W,16,,,1,0,185
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,323.73,subsurface,Mineral Rights: Other Min,LAKE,22N,21W,36,,,1,0,187
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,199.44,subsurface,Mineral Rights: Other Min,LAKE,22N,22W,16,,,1,0,195
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,79.87,subsurface,Mineral Rights: Other Min,LAKE,22N,22W,3,,,1,0,196
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,79.76,subsurface,Mineral Rights: Other Min,LAKE,23N,20W,19,,,1,0,204
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,400.99,subsurface,Mineral Rights: Other Min,SANDERS,23N,24W,35,,,1,0,217
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,160.41,subsurface,Mineral Rights: Other Min,SANDERS,23N,24W,14,,,1,0,226
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,641.65,subsurface,Mineral Rights: Other Min,FLATHEAD,24N,24W,36,,,1,0,235
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,314.24,subsurface,Mineral Rights: Other Min,FLATHEAD,25N,23W,36,,,1,0,244
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,241.86,subsurface,Mineral Rights: Other Min,LAKE,25N,21W,36,,,1,0,246
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,154.45,subsurface,Mineral Rights: Other Min,LAKE,24N,21W,18,,,1,0,252
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,141.22,subsurface,Mineral Rights: Other Min,LAKE,24N,19W,16,,,1,0,263
MT,"25 Stat. 676-684, esp. 679-81 (1889)",University of Montana,Department of Natural Resources,Montana State University,,64.94,subsurface,Mineral Rights: Other Min,LAKE,22N,19W,5,,,1,0,272
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,140.66,subsurface,Mineral Rights: Other Min,PONDERA,28N,9W,18,,,1,0,284
MT,"25 Stat. 676-684, esp. 679-81 (1889)",State Normal School,Department of Natural Resources,Montana State University,,53.13,subsurface,Mineral Rights: Other Min,DANIELS,33N,45E,9,,,1,0,333
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,431.48,subsurface,Mineral Rights: Other Min,VALLEY,33N,39E,36,,,1,0,344
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,36.15,subsurface,Mineral Rights: Other Min,VALLEY,31N,41E,19,,,1,0,348
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,271.65,subsurface,Mineral Rights: Other Min,VALLEY,31N,41E,31,,,1,0,350
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,221.23,subsurface,Mineral Rights: Other Min,VALLEY,31N,41E,30,,,1,0,352
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,20.44,subsurface,Mineral Rights: Other Min,SHERIDAN,33N,53E,11,,,1,0,358
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,79.84,subsurface,Mineral Rights: Other Min,SHERIDAN,33N,53E,12,,,1,0,359
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,73.71,subsurface,Mineral Rights: Other Min,SHERIDAN,33N,54E,7,,,1,0,360
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,52.32,subsurface,Mineral Rights: Other Min,SHERIDAN,33N,54E,8,,,1,0,361
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,323.76,subsurface,Mineral Rights: Other Min,TREASURE,3N,35E,36,,,1,0,441
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,,160,subsurface,Mineral Rights: Other Min,BIG HORN,1N,37E,16,,,1,0,457
