state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,activity,county,township,range,section,aliquot,data_source,parcel_count,acres_agg,object_id
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.42,subsurface,Mineral Rights: Coal,SANDERS,17N,22W,36,ALL,,1,640,28
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,60,59.26,subsurface,Mineral Rights: Coal,LAKE,16N,20W,12,NE4NE4_N2SE4NE4,,1,60,39
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,60,40.01,subsurface,Mineral Rights: Coal,LAKE,17N,20W,24,NW4SW4_N2SW4SW4,,1,60,42
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,626.58,625.32,subsurface,Mineral Rights: Coal,LAKE,23N,18W,16,LOTS 1_2_ E2NW4_NE4_S2,,1,626.58,60
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,320,320.39,subsurface,Mineral Rights: Coal,LAKE,22N,20W,16,S2,,1,320,68
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,517.04,501.06,subsurface,Mineral Rights: Coal,SANDERS,19N,24W,36,LOTS 1_2_3_4_ LOTS 7-12 INC._ N2NW4_S2SE4_SE4SW4,,1,517.04,130
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,277.71,280.29,subsurface,Mineral Rights: Coal,LAKE,23N,20W,19,LOTS 2_3_4_ SE4NW4_N2SE4_SE4SW4,,1,277.71,207
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,642.34,subsurface,Mineral Rights: Coal,SANDERS,23N,24W,36,ALL,,1,640,214
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,260.75,221.64,subsurface,Mineral Rights: Coal,LAKE,24N,19W,16,LOT 1_ NE4_E2SE4,,1,260.75,264
MT,"25 Stat. 676-684, esp. 679-81 (1889)",University of Montana,Department of Natural Resources,Montana State University,79.52,79.25,subsurface,Mineral Rights: Coal,LAKE,22N,19W,5,LOT 2_ SW4NE4_ PART OF NW4SE4,,1,79.52,270
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,177.16,146.17,subsurface,Mineral Rights: Coal,PONDERA,30N,6W,12,"LOTS 1-5 INC._SE4SW4 (SUBJECT TO 70-16-201, MCA)",,1,177.16,276
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,75.33,79.75,subsurface,Mineral Rights: Coal,PONDERA,30N,6W,13,"LOTS 1_2 (SUBJECT TO 70-16-201, MCA)",,1,75.33,278
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,183.72,194.23,subsurface,Mineral Rights: Coal,PONDERA,30N,6W,25,"LOTS 1-7 INC. (SUBJECT TO 70-16-201, MCA)",,1,183.72,281
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,138.9,140.66,subsurface,Mineral Rights: Coal,PONDERA,28N,9W,18,LOTS 8_9_10_12_13,,1,138.9,283
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,25.3,28.7,subsurface,Mineral Rights: Coal,PONDERA,31N,5W,10,LOTS 1_2_3,,1,25.3,286
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,433.3,431.48,subsurface,Mineral Rights: Coal,VALLEY,33N,39E,36,LOTS 1-10 INC._ NW4_SW4NE4_ PORCUPINE CREEK,,1,433.3,343
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,347.66,347.14,subsurface,Mineral Rights: Coal,VALLEY,32N,40E,5,LOTS 2_7_8_9_10_ NE4SE4_SW4,,1,347.66,345
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,21.84,23.98,subsurface,Mineral Rights: Coal,VALLEY,31N,41E,19,PART LOTS 3_4,,1,21.84,347
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,321.97,314.29,subsurface,Mineral Rights: Coal,VALLEY,31N,41E,31,LOTS 2_4_6_9_10_ PART LOTS 1_3_5_7_13_ PART E2W2_ W2NE4SE4,,1,321.97,349
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,245.06,245.26,subsurface,Mineral Rights: Coal,VALLEY,31N,41E,30,LOTS 1_2_3_4_9_ PART LOTS 5_7_8_ W2SE4NW4,,1,245.06,351
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,119.6,subsurface,Mineral Rights: Coal,CHOUTEAU,29N,14E,27,NE4NW4_NW4NE4_SW4SW4,,1,120,422
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.84,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,18N,21W,32,NE4,,2,320,9
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,79.73,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,17N,21W,12,SW4NW4_SE4SW4,,2,160,16
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,560,561.88,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,17N,21W,16,NW4_S2NE4_S2,,2,1120,18
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,240,240.65,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,17N,20W,20,W2NW4_SW4,,2,480,20
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,278.46,279.44,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,17N,20W,19,LOTS 2_3_ SE4NW4_N2SE4_SE4SE4_NE4SW4,,2,556.92,23
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.11,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,17N,20W,29,SW4NW4_NW4SW4,,2,160,25
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,480,476.42,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,17N,19W,36,N2_SW4,,2,960,34
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.12,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,18N,19W,28,N2NW4,,2,160,47
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,39.48,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,18N,19W,27,SE4SW4,,2,80,48
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,209.18,210.35,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,23N,20W,16,LOT 1_ W2W2_NE4NE4,,2,418.36,65
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,200,203.09,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,19W,28,SE4_SW4SW4,,2,400,74
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.55,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,19W,33,NW4NW4,,2,80,76
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.02,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,20W,36,S2NE4_N2SE4,,2,320,78
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.49,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,19W,18,SE4SW4,,2,80,81
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.63,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,19W,16,NE4NW4_NW4NE4,,2,160,85
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,120.44,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,20N,20W,16,SW4SE4_S2SW4,,2,240,88
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,320,320.1,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,21N,20W,33,NW4_W2SE4_N2SW4,,2,640,90
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,644.37,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,21N,21W,36,ALL,,2,1280,93
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,9.9,9.83,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,20N,22W,36,LOT 3,,2,619.8,98
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,360,359.84,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,20N,21W,24,SE4NW4_E2,,2,720,101
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,240,240.98,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,20N,20W,21,NW4_W2NE4,,2,480,105
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,641.97,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,20W,16,ALL,,2,1280,107
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.25,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,21W,16,ALL,,2,1280,108
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,159.86,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,21W,17,S2SE4_E2SW4,,2,320,110
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,159.8,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,21W,20,E2W2,,2,320,112
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,79.93,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,20W,21,N2NW4,,2,160,114
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.63,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,20W,28,N2S2,,2,320,115
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,161.05,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,20W,29,SE4,,2,320,117
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,282.47,282.72,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,18N,22W,16,LOTS 1_5_ SE4_NE4SW4_S2SW4,,2,564.94,122
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,120,120.01,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,21W,19,E2NW4_NW4NE4,,2,240,123
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,240,240.24,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,19N,22W,24,S2NE4_SE4,,2,480,125
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,642.27,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,19N,23W,16,ALL,,2,1280,129
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,80.06,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,18N,23W,10,S2SW4,,2,160,134
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,560,560.68,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,18N,23W,16,E2NW4_NE4_S2,,2,1120,135
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,39.82,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,20N,24W,15,SW4SW4,,2,80,144
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,39.71,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,20N,24W,22,NW4NW4,,2,80,145
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,245.2,246.54,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,20N,25W,4,LOTS 7_8_9_10_11_S2NW4_SW4NE4,,3,965.8,147
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,78.75,78.59,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,21N,24W,3,LOT 2_ SW4NE4,,2,157.5,153
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.33,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,21N,23W,36,ALL,,2,1280,172
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.2,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,21N,20W,21,SE4,,2,320,178
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,201.25,201.88,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,21N,20W,18,LOTS 1_2_ SE4NW4_E2SW4,,2,402.5,181
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,641.26,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,21N,21W,16,ALL,,2,1280,184
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,647.49,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,22N,21W,36,ALL,,2,1280,188
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,360,358.91,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,22N,22W,16,NW4_E2NE4_NE4SE4_N2SW4,,2,720,194
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.23,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,22N,20W,19,NE4,,2,320,198
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,79.84,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,22N,20W,18,S2SE4,,2,160,199
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,278.2,277.82,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,22N,22W,3,LOTS 1_2_3_ S2NE4_N2SE4,,2,556.4,212
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,400,400.31,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,23N,24W,35,S2NE4_S2,,2,800,216
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.3,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,22N,24W,16,ALL,,2,1280,222
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,159.87,subsurface,"Mineral Rights: Coal,Oil & gas",SANDERS,23N,24W,14,E2W2,,2,320,225
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,641.7,subsurface,"Mineral Rights: Coal,Oil & gas",FLATHEAD,24N,24W,36,ALL,,2,1280,234
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,623.53,623.31,subsurface,"Mineral Rights: Coal,Oil & gas",FLATHEAD,25N,23W,36,LOTS 1-10 INC._ W2SE4_SW4,,2,1247.06,245
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,579.14,579.66,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,25N,21W,36,LOTS 1_2_3_5_6_7_8_9_10_ SE4_E2SW4,,2,1158.28,247
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,261.02,260.63,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,24N,21W,18,LOTS 3_4_5_6_ N2SE4_NE4SW4,,2,522.04,251
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,240,237.04,subsurface,"Mineral Rights: Coal,Oil & gas",LAKE,24N,21W,16,E2NW4_NE4,,2,480,253
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,172.24,167.02,subsurface,"Mineral Rights: Coal,Oil & gas",PONDERA,30N,6W,1,"LOTS 1-6 INC.  (SUBJECT TO 70-16-201, MCA)",,2,344.48,274
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,6.04,2.47,subsurface,"Mineral Rights: Coal,Oil & gas",PONDERA,30N,6W,11,"LOT 1 (SUBJECT TO 70-16-201, MCA)",,2,12.08,277
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,140,187.91,subsurface,"Mineral Rights: Coal,Oil & gas",MCCONE,26N,44E,18,HELEN ISLAND AND 80 AC ADJACENT TO S SHORE,,2,280,338
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,480,480.98,subsurface,"Mineral Rights: Coal,Oil & gas",HILL,30N,13E,36,N2_N2SE4_SE4SE4_SW4SW4,,2,960,389
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.97,subsurface,"Mineral Rights: Coal,Oil & gas",CHOUTEAU,29N,14E,36,ALL,,2,1280,426
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,642.8,subsurface,"Mineral Rights: Coal,Oil & gas",TREASURE,3N,35E,36,ALL,,2,1280,440
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,639.62,638.5,subsurface,"Mineral Rights: Coal,Oil & gas",YELLOWSTONE,1S,27E,16,LOTS 1_2_3_4_5_ W2_W2NE4_NW4SE4,,2,1279.24,446
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.96,subsurface,"Mineral Rights: Coal,Oil & gas",BIG HORN,1N,37E,16,ALL,,2,1280,456
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,61.05,61.41,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",MISSOULA,15N,20W,16,LOTS 3_4,,3,122.1,0
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,641.18,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,24W,36,ALL,,3,1280,1
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.76,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,23W,36,ALL,,3,1280,2
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,637.69,631.76,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,17N,22W,16,LOTS 1_2_3_4_ N2_SE4,,3,1275.38,3
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.03,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,22W,22,SE4SE4,,3,80,4
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.05,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,22W,27,NE4NE4,,3,80,5
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,200,200.2,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,22W,23,SE4NE4_E2SE4_W2SW4,,3,400,6
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,39.96,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,22W,24,SW4SW4,,3,80,7
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.86,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,21W,29,SE4,,3,320,8
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,638.87,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,22W,36,ALL,,3,1280,10
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,180,119.68,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,21W,36,S2NE4SE4_SE4SE4_S2SW4SE4_S2NW4SW4_S2SW4,,3,360,11
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.45,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,18N,21W,28,SW4,,3,320,12
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,480,479.62,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,18N,20W,16,NW4_S2,,3,960,13
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,39.85,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,17N,20W,18,NW4NE4,,3,80,14
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,79.85,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,17N,20W,7,SW4SE4_SE4SW4,,3,160,15
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,270,240.68,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,17N,20W,16,NE4NW4_E2W2SE4NW4_E2SE4NW4_NE4_NE4SE4,,3,540,24
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,560,559.83,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,17N,21W,36,E2NW4_NE4_S2,,3,1120,27
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,643.55,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",SANDERS,16N,21W,16,ALL,,3,1280,30
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,447.88,450.34,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,16N,20W,16,LOTS 1_3_4_5_ S2NE4_SE4_E2SW4,,3,895.76,31
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,40,40.02,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",MISSOULA,16N,20W,36,NW4NW4,,3,80,32
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,640.02,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",MISSOULA,16N,18W,16,ALL,,3,1280,33
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,639.43,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,17N,18W,36,ALL,,3,1280,36
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,160,160.37,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,17N,19W,31,NE4,,3,320,40
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,240,241.61,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,17N,20W,15,SE4NW4_SW4NE4_SE4,,3,480,43
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,636.41,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,17N,19W,16,ALL,,3,1280,44
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,560,563.12,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,18N,20W,36,NW4_S2NE4_S2,,3,1120,45
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,80,79.76,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,18N,20W,22,N2NE4,,3,160,46
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,635.45,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,18N,19W,36,ALL,,3,1280,49
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,637.32,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,17N,18W,16,ALL,,3,1280,50
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,643.59,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",MISSOULA,16N,17W,16,ALL,,3,1280,53
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,620.88,620.71,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",MISSOULA,16N,18W,36,LOTS 1_2_3_4_ W2_W2E2,,3,1241.76,54
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,642.67,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",MISSOULA,15N,19W,16,ALL,,3,1280,55
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,639.13,640.39,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",MISSOULA,15N,20W,36,LOTS 1-7 INC._ N2_E2SE4_S2SW4,,3,1278.26,56
MT,"25 Stat. 676-684, esp. 679-81 (1889)",Common Schools,Department of Natural Resources,Montana State University,640,638.61,subsurface,"Mineral Rights: Coal,Oil & gas,Other Min",LAKE,23N,18W,24,ALL,,3,1280,57
