,Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
4753,15,15,23.0,23.0,16,SN16,015023SN16,ALL - C,ALL ,,,015023SN16,640.0,Dewey,,C,Common School
4754,15,15,23.0,23.0,36,SN36,015023SN36,ALL - C,ALL ,,,015023SN36,640.0,Dewey,,C,Common School
4755,16,16,22.0,22.0,16,SN16,016022SN16,ALL - C,ALL ,,,016022SN16,640.0,Dewey,,C,Common School
4756,16,16,22.0,22.0,36,SN36,016022SN36,ALL - C,ALL ,,,016022SN36,640.0,Dewey,,C,Common School
4757,16,16,26.0,26.0,16,SN16,016026SN16,ALL - C,ALL ,,,016026SN16,640.0,Dewey,,C,Common School
4758,16,16,26.0,26.0,36,SN36,016026SN36,ALL - C,ALL ,,,016026SN36,640.0,Dewey,,C,Common School
4759,16,16,27.0,27.0,16,SN16,016027SN16,ALL - C,ALL ,,,016027SN16,640.0,Dewey,,C,Common School
4760,16,16,27.0,27.0,36,SN36,016027SN36,ALL - C,ALL ,,,016027SN36,640.0,Dewey,,C,Common School
4761,16,16,28.0,28.0,16,SN16,016028SN16,ALL - C,ALL ,,,016028SN16,640.0,Dewey,,C,Common School
4762,16,16,29.0,29.0,36,SN36,016029SN36,ALL - C,ALL ,,,016029SN36,640.0,Dewey,,C,Common School
4763,16,16,30.0,30.0,36,SN36,016030SN36,ALL - C,ALL ,,,016030SN36,640.0,Dewey,,C,Common School
4764,17,17,22.0,22.0,16,SN16,017022SN16,ALL - C,ALL ,,,017022SN16,640.0,Dewey,,C,Common School
4765,17,17,22.0,22.0,36,SN36,017022SN36,ALL - C,ALL ,,,017022SN36,640.0,Dewey,,C,Common School
4766,17,17,23.0,23.0,16,SN16,017023SN16,ALL - C,ALL ,,,017023SN16,640.0,Dewey,,C,Common School
4767,17,17,25.0,25.0,36,SN36,017025SN36,ALL - C,ALL ,,,017025SN36,640.0,Dewey,,C,Common School
4768,17,17,27.0,27.0,16,SN16,017027SN16,ALL - C,ALL ,,,017027SN16,640.0,Dewey,,C,Common School
4769,17,17,28.0,28.0,16,SN16,017028SN16,ALL - C,ALL ,,,017028SN16,640.0,Dewey,,C,Common School
4770,17,17,28.0,28.0,36,SN36,017028SN36,ALL - C,ALL ,,,017028SN36,640.0,Dewey,,C,Common School
4771,17,17,29.0,29.0,16,SN16,017029SN16,ALL - C,ALL ,,,017029SN16,640.0,Dewey,,C,Common School
4772,17,17,29.0,29.0,36,SN36,017029SN36,ALL - C,ALL ,,,017029SN36,640.0,Dewey,,C,Common School
4773,98,98,63.0,63.0,16,SN16,098063SN16,ALL - C,ALL ,,,098063SN16,640.0,Douglas,,C,Common School
4774,99,99,65.0,65.0,16,SN16,099065SN16,ALL - C,ALL ,,,099065SN16,640.0,Douglas,,C,Common School
4775,99,99,65.0,65.0,36,SN36,099065SN36,ALL - C,ALL ,,,099065SN36,640.0,Douglas,,C,Common School
4776,121,121,66.0,66.0,36,SN36,121066SN36,ALL - C,ALL ,,,121066SN36,640.0,Edmunds,,C,Common School
4777,121,121,67.0,67.0,16,SN16,121067SN16,ALL - C,ALL ,,,121067SN16,640.0,Edmunds,,C,Common School
4778,121,121,67.0,67.0,36,SN36,121067SN36,ALL - C,ALL ,,,121067SN36,640.0,Edmunds,,C,Common School
4779,121,121,68.0,68.0,36,SN36,121068SN36,ALL - C,ALL ,,,121068SN36,640.0,Edmunds,,C,Common School
4780,121,121,69.0,69.0,16,SN16,121069SN16,ALL - C,ALL ,,,121069SN16,640.0,Edmunds,,C,Common School
4781,121,121,69.0,69.0,36,SN36,121069SN36,ALL - C,ALL ,,,121069SN36,640.0,Edmunds,,C,Common School
4782,121,121,70.0,70.0,16,SN16,121070SN16,ALL - C,ALL ,,,121070SN16,640.0,Edmunds,,C,Common School
4783,121,121,70.0,70.0,36,SN36,121070SN36,ALL - C,ALL ,,,121070SN36,640.0,Edmunds,,C,Common School
4784,121,121,71.0,71.0,16,SN16,121071SN16,ALL - C,ALL ,,,121071SN16,640.0,Edmunds,,C,Common School
4785,121,121,71.0,71.0,36,SN36,121071SN36,ALL - C,ALL ,,,121071SN36,640.0,Edmunds,,C,Common School
4786,121,121,72.0,72.0,16,SN16,121072SN16,ALL - C,ALL ,,,121072SN16,640.0,Edmunds,,C,Common School
4787,121,121,72.0,72.0,36,SN36,121072SN36,ALL - C,ALL ,,,121072SN36,640.0,Edmunds,,C,Common School
4788,121,121,73.0,73.0,16,SN16,121073SN16,ALL - C,ALL ,,,121073SN16,640.0,Edmunds,,C,Common School
4789,121,121,73.0,73.0,36,SN36,121073SN36,ALL - C,ALL ,,,121073SN36,640.0,Edmunds,,C,Common School
4790,122,122,66.0,66.0,16,SN16,122066SN16,ALL - C,ALL ,,,122066SN16,640.0,Edmunds,,C,Common School
4791,122,122,68.0,68.0,36,SN36,122068SN36,ALL - C,ALL ,,,122068SN36,640.0,Edmunds,,C,Common School
4792,122,122,69.0,69.0,16,SN16,122069SN16,ALL - C,ALL ,,,122069SN16,640.0,Edmunds,,C,Common School
4793,122,122,69.0,69.0,36,SN36,122069SN36,ALL - C,ALL ,,,122069SN36,640.0,Edmunds,,C,Common School
4794,122,122,70.0,70.0,16,SN16,122070SN16,ALL - C,ALL ,,,122070SN16,640.0,Edmunds,,C,Common School
4795,122,122,70.0,70.0,35,SN35,122070SN35,ALL - R,ALL ,,,122070SN35,640.0,Edmunds,,R,Rural Credit
4796,122,122,70.0,70.0,36,SN36,122070SN36,ALL - C,ALL ,,,122070SN36,640.0,Edmunds,,C,Common School
4797,122,122,71.0,71.0,16,SN16,122071SN16,ALL - C,ALL ,,,122071SN16,640.0,Edmunds,,C,Common School
4798,122,122,71.0,71.0,36,SN36,122071SN36,ALL - C,ALL ,,,122071SN36,640.0,Edmunds,,C,Common School
4799,122,122,72.0,72.0,36,SN36,122072SN36,ALL - C,ALL ,,,122072SN36,640.0,Edmunds,,C,Common School
4800,122,122,73.0,73.0,11,SN11,122073SN11,ALL - N,ALL ,,,122073SN11,640.0,Edmunds,,N,Normal School
4801,122,122,73.0,73.0,16,SN16,122073SN16,ALL - C,ALL ,,,122073SN16,640.0,Edmunds,,C,Common School
4802,122,122,73.0,73.0,36,SN36,122073SN36,ALL - C,ALL ,,,122073SN36,640.0,Edmunds,,C,Common School
4803,123,123,66.0,66.0,16,SN16,123066SN16,ALL - C,ALL ,,,123066SN16,640.0,Edmunds,,C,Common School
4804,123,123,66.0,66.0,36,SN36,123066SN36,ALL - C,ALL ,,,123066SN36,640.0,Edmunds,,C,Common School
4805,123,123,67.0,67.0,16,SN16,123067SN16,ALL - C,ALL ,,,123067SN16,640.0,Edmunds,,C,Common School
4806,123,123,67.0,67.0,36,SN36,123067SN36,ALL - C,ALL ,,,123067SN36,640.0,Edmunds,,C,Common School
4807,123,123,69.0,69.0,16,SN16,123069SN16,ALL - C,ALL ,,,123069SN16,640.0,Edmunds,,C,Common School
4808,123,123,69.0,69.0,36,SN36,123069SN36,ALL - C,ALL ,,,123069SN36,640.0,Edmunds,,C,Common School
4809,123,123,70.0,70.0,16,SN16,123070SN16,ALL - C,ALL ,,,123070SN16,640.0,Edmunds,,C,Common School
4810,123,123,70.0,70.0,36,SN36,123070SN36,ALL - C,ALL ,,,123070SN36,640.0,Edmunds,,C,Common School
4811,123,123,71.0,71.0,16,SN16,123071SN16,ALL - C,ALL ,,,123071SN16,640.0,Edmunds,,C,Common School
4812,123,123,71.0,71.0,36,SN36,123071SN36,ALL - C,ALL ,,,123071SN36,640.0,Edmunds,,C,Common School
4813,123,123,72.0,72.0,16,SN16,123072SN16,ALL - C,ALL ,,,123072SN16,640.0,Edmunds,,C,Common School
4814,123,123,72.0,72.0,32,SN32,123072SN32,ALL - A,ALL ,,,123072SN32,640.0,Edmunds,,A,College of Agriculture
4815,123,123,72.0,72.0,36,SN36,123072SN36,ALL - C,ALL ,,,123072SN36,640.0,Edmunds,,C,Common School
4816,123,123,73.0,73.0,16,SN16,123073SN16,ALL - C,ALL ,,,123073SN16,640.0,Edmunds,,C,Common School
4817,123,123,73.0,73.0,36,SN36,123073SN36,ALL - C,ALL ,,,123073SN36,640.0,Edmunds,,C,Common School
4818,124,124,66.0,66.0,16,SN16,124066SN16,ALL - C,ALL ,,,124066SN16,640.0,Edmunds,,C,Common School
4819,124,124,66.0,66.0,36,SN36,124066SN36,ALL - C,ALL ,,,124066SN36,640.0,Edmunds,,C,Common School
4820,124,124,67.0,67.0,16,SN16,124067SN16,ALL - C,ALL ,,,124067SN16,640.0,Edmunds,,C,Common School
4821,124,124,68.0,68.0,36,SN36,124068SN36,ALL - C,ALL ,,,124068SN36,640.0,Edmunds,,C,Common School
4822,124,124,69.0,69.0,36,SN36,124069SN36,ALL - C,ALL ,,,124069SN36,640.0,Edmunds,,C,Common School
4823,124,124,70.0,70.0,16,SN16,124070SN16,ALL - C,ALL ,,,124070SN16,640.0,Edmunds,,C,Common School
4824,124,124,70.0,70.0,36,SN36,124070SN36,ALL - C,ALL ,,,124070SN36,640.0,Edmunds,,C,Common School
4825,124,124,71.0,71.0,16,SN16,124071SN16,ALL - C,ALL ,,,124071SN16,640.0,Edmunds,,C,Common School
4826,124,124,71.0,71.0,36,SN36,124071SN36,ALL - C,ALL ,,,124071SN36,640.0,Edmunds,,C,Common School
4827,124,124,72.0,72.0,16,SN16,124072SN16,ALL - C,ALL ,,,124072SN16,640.0,Edmunds,,C,Common School
4828,124,124,72.0,72.0,36,SN36,124072SN36,ALL - C,ALL ,,,124072SN36,640.0,Edmunds,,C,Common School
4829,124,124,73.0,73.0,36,SN36,124073SN36,ALL - C,ALL ,,,124073SN36,640.0,Edmunds,,C,Common School
4830,117,117,66.0,66.0,16,SN16,117066SN16,ALL - C,ALL ,,,117066SN16,640.0,Faulk,,C,Common School
4831,117,117,67.0,67.0,16,SN16,117067SN16,ALL - C,ALL ,,,117067SN16,640.0,Faulk,,C,Common School
4832,117,117,67.0,67.0,36,SN36,117067SN36,ALL - C,ALL ,,,117067SN36,640.0,Faulk,,C,Common School
4833,117,117,69.0,69.0,16,SN16,117069SN16,ALL - C,ALL ,,,117069SN16,640.0,Faulk,,C,Common School
4834,117,117,70.0,70.0,16,SN16,117070SN16,ALL - C,ALL ,,,117070SN16,640.0,Faulk,,C,Common School
4835,117,117,70.0,70.0,36,SN36,117070SN36,ALL - C,ALL ,,,117070SN36,640.0,Faulk,,C,Common School
4836,117,117,71.0,71.0,16,SN16,117071SN16,ALL - C,ALL ,,,117071SN16,640.0,Faulk,,C,Common School
4837,117,117,71.0,71.0,27,SN27,117071SN27,ALL - N,ALL ,,,117071SN27,640.0,Faulk,,N,Normal School
4838,117,117,71.0,71.0,36,SN36,117071SN36,ALL - C,ALL ,,,117071SN36,640.0,Faulk,,C,Common School
4839,117,117,72.0,72.0,16,SN16,117072SN16,ALL - C,ALL ,,,117072SN16,640.0,Faulk,,C,Common School
4840,117,117,72.0,72.0,28,SN28,117072SN28,ALL - N,ALL ,,,117072SN28,640.0,Faulk,,N,Normal School
4841,117,117,72.0,72.0,36,SN36,117072SN36,ALL - C,ALL ,,,117072SN36,640.0,Faulk,,C,Common School
4842,118,118,66.0,66.0,16,SN16,118066SN16,ALL - C,ALL ,,,118066SN16,640.0,Faulk,,C,Common School
4843,118,118,66.0,66.0,36,SN36,118066SN36,ALL - C,ALL ,,,118066SN36,640.0,Faulk,,C,Common School
4844,118,118,67.0,67.0,16,SN16,118067SN16,ALL - C,ALL ,,,118067SN16,640.0,Faulk,,C,Common School
4845,118,118,67.0,67.0,36,SN36,118067SN36,ALL - C,ALL ,,,118067SN36,640.0,Faulk,,C,Common School
4846,118,118,68.0,68.0,36,SN36,118068SN36,ALL - C,ALL ,,,118068SN36,640.0,Faulk,,C,Common School
4847,118,118,69.0,69.0,16,SN16,118069SN16,ALL - C,ALL ,,,118069SN16,640.0,Faulk,,C,Common School
4848,118,118,69.0,69.0,36,SN36,118069SN36,ALL - C,ALL ,,,118069SN36,640.0,Faulk,,C,Common School
4849,118,118,70.0,70.0,36,SN36,118070SN36,ALL - C,ALL ,,,118070SN36,640.0,Faulk,,C,Common School
4850,118,118,71.0,71.0,16,SN16,118071SN16,ALL - C,ALL ,,,118071SN16,640.0,Faulk,,C,Common School
4851,118,118,72.0,72.0,16,SN16,118072SN16,ALL - C,ALL ,,,118072SN16,640.0,Faulk,,C,Common School
4852,118,118,72.0,72.0,36,SN36,118072SN36,ALL - C,ALL ,,,118072SN36,640.0,Faulk,,C,Common School
4853,119,119,66.0,66.0,16,SN16,119066SN16,ALL - C,ALL ,,,119066SN16,640.0,Faulk,,C,Common School
4854,119,119,66.0,66.0,36,SN36,119066SN36,ALL - C,ALL ,,,119066SN36,640.0,Faulk,,C,Common School
4855,119,119,67.0,67.0,16,SN16,119067SN16,ALL - C,ALL ,,,119067SN16,640.0,Faulk,,C,Common School
4856,119,119,67.0,67.0,36,SN36,119067SN36,ALL - C,ALL ,,,119067SN36,640.0,Faulk,,C,Common School
4857,119,119,69.0,69.0,16,SN16,119069SN16,ALL - C,ALL ,,,119069SN16,640.0,Faulk,,C,Common School
4858,119,119,70.0,70.0,16,SN16,119070SN16,ALL - C,ALL ,,,119070SN16,640.0,Faulk,,C,Common School
4859,119,119,70.0,70.0,36,SN36,119070SN36,ALL - C,ALL ,,,119070SN36,640.0,Faulk,,C,Common School
4860,119,119,71.0,71.0,16,SN16,119071SN16,ALL - C,ALL ,,,119071SN16,640.0,Faulk,,C,Common School
4861,119,119,71.0,71.0,36,SN36,119071SN36,ALL - C,ALL ,,,119071SN36,640.0,Faulk,,C,Common School
4862,119,119,72.0,72.0,16,SN16,119072SN16,ALL - C,ALL ,,,119072SN16,64.0,Faulk,,C,Common School
4863,119,119,72.0,72.0,36,SN36,119072SN36,ALL - C,ALL ,,,119072SN36,640.0,Faulk,,C,Common School
4864,120,120,66.0,66.0,16,SN16,120066SN16,ALL - C,ALL ,,,120066SN16,640.0,Faulk,,C,Common School
4865,120,120,66.0,66.0,36,SN36,120066SN36,ALL - C,ALL ,,,120066SN36,640.0,Faulk,,C,Common School
4866,120,120,67.0,67.0,16,SN16,120067SN16,ALL - C,ALL ,,,120067SN16,640.0,Faulk,,C,Common School
4867,120,120,67.0,67.0,36,SN36,120067SN36,ALL - C,ALL ,,,120067SN36,640.0,Faulk,,C,Common School
4868,120,120,69.0,69.0,16,SN16,120069SN16,ALL - C,ALL ,,,120069SN16,640.0,Faulk,,C,Common School
4869,120,120,69.0,69.0,36,SN36,120069SN36,ALL - C,ALL ,,,120069SN36,640.0,Faulk,,C,Common School
4870,120,120,70.0,70.0,16,SN16,120070SN16,ALL - C,ALL ,,,120070SN16,640.0,Faulk,,C,Common School
4871,120,120,70.0,70.0,36,SN36,120070SN36,ALL - C,ALL ,,,120070SN36,640.0,Faulk,,C,Common School
4872,120,120,71.0,71.0,9,SN09,120071SN09,ALL - R,ALL ,,,120071SN09,640.0,Faulk,,R,Rural Credit
4873,120,120,71.0,71.0,16,SN16,120071SN16,ALL - C,ALL ,,,120071SN16,640.0,Faulk,,C,Common School
4874,120,120,71.0,71.0,36,SN36,120071SN36,ALL - C,ALL ,,,120071SN36,640.0,Faulk,,C,Common School
4875,120,120,72.0,72.0,16,SN16,120072SN16,ALL - C,ALL ,,,120072SN16,640.0,Faulk,,C,Common School
4876,120,120,72.0,72.0,36,SN36,120072SN36,ALL - C,ALL ,,,120072SN36,640.0,Faulk,,C,Common School
4877,118,118,49.0,49.0,16,SN16,118049SN16,ALL - C,ALL ,,,118049SN16,640.0,Grant,,C,Common School
4878,118,118,49.0,49.0,36,SN36,118049SN36,ALL - C,ALL ,,,118049SN36,640.0,Grant,,C,Common School
4879,118,118,50.0,50.0,36,SN36,118050SN36,ALL - C,ALL ,,,118050SN36,640.0,Grant,,C,Common School
4880,120,120,50.0,50.0,16,SN16,120050SN16,ALL - C,ALL ,,,120050SN16,640.0,Grant,,C,Common School
4881,120,120,51.0,51.0,36,SN36,120051SN36,ALL - C,ALL ,,,120051SN36,640.0,Grant,,C,Common School
4882,120,120,52.0,52.0,36,SN36,120052SN36,ALL - C,ALL ,,,120052SN36,640.0,Grant,,C,Common School
4883,121,121,50.0,50.0,16,SN16,121050SN16,ALL - C,ALL ,,,121050SN16,640.0,Grant,,C,Common School
4884,121,121,50.0,50.0,36,SN36,121050SN36,ALL - C,ALL ,,,121050SN36,640.0,Grant,,C,Common School
4885,121,121,51.0,51.0,16,SN16,121051SN16,ALL - C,ALL ,,,121051SN16,640.0,Grant,,C,Common School
4886,95,95,70.0,70.0,12,SN12,095070SN12,ALL - I,ALL ,,,095070SN12,640.0,Gregory,,I,Indemnity
4887,95,95,72.0,72.0,16,SN16,095072SN16,ALL - C,ALL ,,,095072SN16,640.0,Gregory,,C,Common School
4888,95,95,68.0,68.0,16,SN16,095068SN16,ALL - C,ALL ,,,095068SN16,640.0,Gregory,,C,Common School
4889,96,96,70.0,70.0,16,SN16,096070SN16,ALL - C,ALL ,,,096070SN16,640.0,Gregory,,C,Common School
4890,96,96,71.0,71.0,26,SN26,096071SN26,ALL - I,ALL ,,,096071SN26,640.0,Gregory,,I,Indemnity
4891,96,96,71.0,71.0,36,SN36,096071SN36,ALL - C,ALL ,,,096071SN36,640.0,Gregory,,C,Common School
4892,96,96,73.0,73.0,36,SN36,096073SN36,ALL - C,ALL ,,,096073SN36,640.0,Gregory,,C,Common School
4893,97,97,70.0,70.0,16,SN16,097070SN16,ALL - C,ALL ,,,097070SN16,640.0,Gregory,,C,Common School
4894,97,97,72.0,72.0,16,SN16,097072SN16,ALL - C,ALL ,,,097072SN16,640.0,Gregory,,C,Common School
4895,97,97,72.0,72.0,36,SN36,097072SN36,ALL - C,ALL ,,,097072SN36,640.0,Gregory,,C,Common School
4896,98,98,70.0,70.0,16,SN16,098070SN16,ALL - C,ALL ,,,098070SN16,640.0,Gregory,,C,Common School
4897,98,98,70.0,70.0,36,SN36,098070SN36,ALL - C,ALL ,,,098070SN36,640.0,Gregory,,C,Common School
4898,98,98,71.0,71.0,16,SN16,098071SN16,ALL - C,ALL ,,,098071SN16,640.0,Gregory,,C,Common School
4899,98,98,71.0,71.0,36,SN36,098071SN36,ALL - C,ALL ,,,098071SN36,640.0,Gregory,,C,Common School
4900,98,98,73.0,73.0,36,SN36,098073SN36,ALL - C,ALL ,,,098073SN36,640.0,Gregory,,C,Common School
4901,99,99,71.0,71.0,16,SN16,099071SN16,ALL - C,ALL ,,,099071SN16,640.0,Gregory,,C,Common School
4902,99,99,72.0,72.0,36,SN36,099072SN36,ALL - C,ALL ,,,099072SN36,640.0,Gregory,,C,Common School
4903,99,99,73.0,73.0,16,SN16,099073SN16,ALL - C,ALL ,,,099073SN16,640.0,Gregory,,C,Common School
4904,99,99,73.0,73.0,36,SN36,099073SN36,ALL - C,ALL ,,,099073SN36,640.0,Gregory,,C,Common School
4905,100,100,72.0,72.0,16,SN16,100072SN16,ALL - C,ALL ,,,100072SN16,640.0,Gregory,,C,Common School
4906,100,100,72.0,72.0,36,SN36,100072SN36,ALL - C,ALL ,,,100072SN36,640.0,Gregory,,C,Common School
4907,100,100,73.0,73.0,16,SN16,100073SN16,ALL - C,ALL ,,,100073SN16,640.0,Gregory,,C,Common School
4908,100,100,73.0,73.0,36,SN36,100073SN36,ALL - C,ALL ,,,100073SN36,640.0,Gregory,,C,Common School
4909,1,1,18.0,18.0,16,SN16,001018SN16,ALL - C,ALL ,,,001018SN16,640.0,Haakon,,C,Common School
4910,1,1,18.0,18.0,36,SN36,001018SN36,ALL - C,ALL ,,,001018SN36,640.0,Haakon,,C,Common School
4911,1,1,19.0,19.0,16,SN16,001019SN16,ALL - C,ALL ,,,001019SN16,640.0,Haakon,,C,Common School
4912,1,1,19.0,19.0,36,SN36,001019SN36,ALL - C,ALL ,,,001019SN36,640.0,Haakon,,C,Common School
4913,1,1,20.0,20.0,16,SN16,001020SN16,ALL - C,ALL ,,,001020SN16,640.0,Haakon,,C,Common School
4914,1,1,20.0,20.0,36,SN36,001020SN36,ALL - C,ALL ,,,001020SN36,640.0,Haakon,,C,Common School
4915,1,1,21.0,21.0,16,SN16,001021SN16,ALL - C,ALL ,,,001021SN16,640.0,Haakon,,C,Common School
4916,1,1,21.0,21.0,36,SN36,001021SN36,ALL - C,ALL ,,,001021SN36,640.0,Haakon,,C,Common School
4917,1,1,22.0,22.0,8,SN08,001022SN08,ALL - R,ALL ,,,001022SN08,640.0,Haakon,,R,Rural Credit
4918,1,1,22.0,22.0,36,SN36,001022SN36,ALL - C,ALL ,,,001022SN36,640.0,Haakon,,C,Common School
4919,1,1,23.0,23.0,16,SN16,001023SN16,ALL - C,ALL ,,,001023SN16,640.0,Haakon,,C,Common School
4920,1,1,23.0,23.0,26,SN26,001023SN26,ALL - R,ALL ,,,001023SN26,640.0,Haakon,,R,Rural Credit
4921,1,1,23.0,23.0,36,SN36,001023SN36,ALL - C,ALL ,,,001023SN36,640.0,Haakon,,C,Common School
4922,1,1,24.0,24.0,16,SN16,001024SN16,ALL - C,ALL ,,,001024SN16,640.0,Haakon,,C,Common School
4923,1,1,24.0,24.0,36,SN36,001024SN36,ALL - C,ALL ,,,001024SN36,640.0,Haakon,,C,Common School
4924,1,1,25.0,25.0,16,SN16,001025SN16,ALL - C,ALL ,,,001025SN16,640.0,Haakon,,C,Common School
4925,1,1,25.0,25.0,36,SN36,001025SN36,ALL - C,ALL ,,,001025SN36,640.0,Haakon,,C,Common School
4926,2,2,18.0,18.0,10,SN10,002018SN10,ALL - R,ALL ,,,002018SN10,640.0,Haakon,,R,Rural Credit
4927,2,2,18.0,18.0,16,SN16,002018SN16,ALL - C,ALL ,,,002018SN16,640.0,Haakon,,C,Common School
4928,2,2,18.0,18.0,36,SN36,002018SN36,ALL - C,ALL ,,,002018SN36,640.0,Haakon,,C,Common School
4929,2,2,19.0,19.0,12,SN12,002019SN12,ALL - I,ALL ,,,002019SN12,640.0,Haakon,,I,Indemnity
4930,2,2,19.0,19.0,13,SN13,002019SN13,ALL - I,ALL ,,,002019SN13,640.0,Haakon,,I,Indemnity
4931,2,2,19.0,19.0,14,SN14,002019SN14,ALL - I,ALL ,,,002019SN14,640.0,Haakon,,I,Indemnity
4932,2,2,19.0,19.0,15,SN15,002019SN15,ALL - I,ALL ,,,002019SN15,640.0,Haakon,,I,Indemnity
4933,2,2,19.0,19.0,16,SN16,002019SN16,ALL - C,ALL ,,,002019SN16,640.0,Haakon,,C,Common School
4934,2,2,19.0,19.0,23,SN23,002019SN23,ALL - I,ALL ,,,002019SN23,640.0,Haakon,,I,Indemnity
4935,2,2,19.0,19.0,24,SN24,002019SN24,ALL - I,ALL ,,,002019SN24,640.0,Haakon,,I,Indemnity
4936,2,2,19.0,19.0,25,SN25,002019SN25,ALL - I,ALL ,,,002019SN25,640.0,Haakon,,I,Indemnity
4937,2,2,19.0,19.0,26,SN26,002019SN26,ALL - I,ALL ,,,002019SN26,640.0,Haakon,,I,Indemnity
4938,2,2,19.0,19.0,36,SN36,002019SN36,ALL - C,ALL ,,,002019SN36,640.0,Haakon,,C,Common School
4939,2,2,20.0,20.0,16,SN16,002020SN16,ALL - C,ALL ,,,002020SN16,640.0,Haakon,,C,Common School
4940,2,2,20.0,20.0,36,SN36,002020SN36,ALL - C,ALL ,,,002020SN36,640.0,Haakon,,C,Common School
4941,2,2,21.0,21.0,16,SN16,002021SN16,ALL - C,ALL ,,,002021SN16,640.0,Haakon,,C,Common School
4942,2,2,21.0,21.0,36,SN36,002021SN36,ALL - C,ALL ,,,002021SN36,640.0,Haakon,,C,Common School
4943,2,2,22.0,22.0,16,SN16,002022SN16,ALL - C,ALL ,,,002022SN16,640.0,Haakon,,C,Common School
4944,2,2,22.0,22.0,36,SN36,002022SN36,ALL - C,ALL ,,,002022SN36,640.0,Haakon,,C,Common School
4945,2,2,23.0,23.0,16,SN16,002023SN16,ALL - C,ALL ,,,002023SN16,640.0,Haakon,,C,Common School
4946,2,2,23.0,23.0,36,SN36,002023SN36,ALL - C,ALL ,,,002023SN36,640.0,Haakon,,C,Common School
4947,2,2,24.0,24.0,9,SN09,002024SN09,ALL - R,ALL ,,,002024SN09,640.0,Haakon,,R,Rural Credit
4948,2,2,24.0,24.0,16,SN16,002024SN16,ALL - C,ALL ,,,002024SN16,640.0,Haakon,,C,Common School
4949,2,2,24.0,24.0,36,SN36,002024SN36,ALL - C,ALL ,,,002024SN36,640.0,Haakon,,C,Common School
4950,2,2,25.0,25.0,16,SN16,002025SN16,ALL - C,ALL ,,,002025SN16,640.0,Haakon,,C,Common School
4951,2,2,25.0,25.0,36,SN36,002025SN36,ALL - C,ALL ,,,002025SN36,640.0,Haakon,,C,Common School
4952,3,3,18.0,18.0,16,SN16,003018SN16,ALL - C,ALL ,,,003018SN16,640.0,Haakon,,C,Common School
4953,3,3,18.0,18.0,36,SN36,003018SN36,ALL - C,ALL ,,,003018SN36,640.0,Haakon,,C,Common School
4954,3,3,19.0,19.0,16,SN16,003019SN16,ALL - C,ALL ,,,003019SN16,640.0,Haakon,,C,Common School
4955,3,3,19.0,19.0,17,SN17,003019SN17,ALL - R,ALL ,,,003019SN17,640.0,Haakon,,R,Rural Credit
4956,3,3,19.0,19.0,36,SN36,003019SN36,ALL - C,ALL ,,,003019SN36,640.0,Haakon,,C,Common School
4957,3,3,20.0,20.0,16,SN16,003020SN16,ALL - C,ALL ,,,003020SN16,640.0,Haakon,,C,Common School
4958,3,3,20.0,20.0,36,SN36,003020SN36,ALL - C,ALL ,,,003020SN36,640.0,Haakon,,C,Common School
4959,3,3,21.0,21.0,16,SN16,003021SN16,ALL - C,ALL ,,,003021SN16,640.0,Haakon,,C,Common School
4960,3,3,21.0,21.0,36,SN36,003021SN36,ALL - C,ALL ,,,003021SN36,640.0,Haakon,,C,Common School
4961,3,3,22.0,22.0,16,SN16,003022SN16,ALL - C,ALL ,,,003022SN16,640.0,Haakon,,C,Common School
4962,3,3,22.0,22.0,36,SN36,003022SN36,ALL - C,ALL ,,,003022SN36,640.0,Haakon,,C,Common School
4963,3,3,23.0,23.0,16,SN16,003023SN16,ALL - C,ALL ,,,003023SN16,640.0,Haakon,,C,Common School
4964,3,3,23.0,23.0,36,SN36,003023SN36,ALL - C,ALL ,,,003023SN36,640.0,Haakon,,C,Common School
4965,3,3,24.0,24.0,16,SN16,003024SN16,ALL - C,ALL ,,,003024SN16,640.0,Haakon,,C,Common School
4966,3,3,24.0,24.0,36,SN36,003024SN36,ALL - C,ALL ,,,003024SN36,640.0,Haakon,,C,Common School
4967,4,4,18.0,18.0,16,SN16,004018SN16,ALL - C,ALL ,,,004018SN16,640.0,Haakon,,C,Common School
4968,4,4,18.0,18.0,36,SN36,004018SN36,ALL - C,ALL ,,,004018SN36,640.0,Haakon,,C,Common School
4969,4,4,19.0,19.0,16,SN16,004019SN16,ALL - C,ALL ,,,004019SN16,640.0,Haakon,,C,Common School
4970,4,4,19.0,19.0,36,SN36,004019SN36,ALL - C,ALL ,,,004019SN36,640.0,Haakon,,C,Common School
4971,4,4,20.0,20.0,16,SN16,004020SN16,ALL - C,ALL ,,,004020SN16,640.0,Haakon,,C,Common School
4972,4,4,20.0,20.0,36,SN36,004020SN36,ALL - C,ALL ,,,004020SN36,640.0,Haakon,,C,Common School
4973,4,4,21.0,21.0,16,SN16,004021SN16,ALL - C,ALL ,,,004021SN16,640.0,Haakon,,C,Common School
4974,4,4,21.0,21.0,36,SN36,004021SN36,ALL - C,ALL ,,,004021SN36,640.0,Haakon,,C,Common School
