Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
12,12,17,17,36,SN36,012017SN36,"LOTS 1,2,3,4 - C",3,L3,L3,012017SN36L3,118.48,Meade,,C,Common School
40,40,27,27,1,SN01,040027SN01,"LOTS 1,2,3,4,8,9 - I",3,L3,L3,040027SN01L3,165.12,Mellette,,I,Indemnity
40,40,28,28,3,SN03,040028SN03,"LOTS 1,2,3,4 - I",3,L3,L3,040028SN03L3,92.92,Mellette,,I,Indemnity
40,40,28,28,7,SN07,040028SN07,"LOTS 1,2,3,4, E2W2 - I",3,L3,L3,040028SN07L3,280,Mellette,,I,Indemnity
41,41,27,27,7,SN07,041027SN07,"LOTS 1,2,3,4, E2W2 - I",3,L3,L3,041027SN07L3,339.84,Mellette,,I,Indemnity
41,41,29,29,7,SN07,041029SN07,"LOTS 1,2,3,4, E2W2 - I",3,L3,L3,041029SN07L3,336.6,Mellette,,I,Indemnity
41,41,31,31,32,SN32,041031SN32,"LOTS 1,2,3,4, N2, N2S2 - R",3,L3,L3,041031SN32L3,641.24,Mellette,,R,Rural Credit
41,41,32,32,2,SN02,041032SN02,"LOTS 1,2,3, S2NE, S2 - R",3,L3,L3,041032SN02L3,520.71,Mellette,,R,Rural Credit
42,42,25,25,30,SN30,042025SN30,"LOTS 1,2,3,4, E2W2 - I",3,L3,L3,042025SN30L3,324.64,Mellette,,I,Indemnity
42,42,25,25,31,SN31,042025SN31,"LOTS 1,2,3,4, E2, E2W2 - I",3,L3,L3,042025SN31L3,645.52,Mellette,,I,Indemnity
42,42,27,27,1,SN01,042027SN01,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,042027SN01L3,320.4,Mellette,,R,Rural Credit
42,42,28,28,3,SN03,042028SN03,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,042028SN03L3,319.84,Mellette,,R,Rural Credit
42,42,29,29,3,SN03,042029SN03,"LOTS 1,2,3,4, S2N2 - I",3,L3,L3,042029SN03L3,318.32,Mellette,,I,Indemnity
42,42,30,30,5,SN05,042030SN05,"LOTS 1,2,3,4, S2N2 - I",3,L3,L3,042030SN05L3,320.08,Mellette,,I,Indemnity
42,42,32,32,31,SN31,042032SN31,"LOTS 1,2,3,4, E2W2 - I",3,L3,L3,042032SN31L3,314.88,Mellette,,I,Indemnity
43,43,27,27,5,SN05,043027SN05,"LOTS 2,3, S2NW - R",3,L3,L3,043027SN05L3,159.6,Mellette,,R,Rural Credit
43,43,27,27,6,SN06,043027SN06,"LOTS 2,3,4,5,6,7,SW4NE, SE4NW, E2SW, W2SE - I",3,L3,L3,043027SN06L3,490.2,Mellette,,I,Indemnity
43,43,27,27,31,SN31,043027SN31,"LOTS 1,2,3,4, NE4, E2W2 - I",3,L3,L3,043027SN31L3,495.04,Mellette,,I,Indemnity
43,43,28,28,10,SN10,043028SN10,"LOTS 2,3,4,5,6,7,SW4SW, N2SE, SE4SE - R",3,L3,L3,043028SN10L3,299.05,Mellette,,R,Rural Credit
43,43,28,28,15,SN15,043028SN15,"LOTS 1,2,3,4,5, NE4NE, NW4NW, S2NW - R",3,L3,L3,043028SN15L3,304.19,Mellette,,R,Rural Credit
43,43,28,28,33,SN33,043028SN33,"LOTS 1,2,3,4,5,6,7,8, E2 - R",3,L3,L3,043028SN33L3,604.65,Mellette,,R,Rural Credit
43,43,29,29,19,SN19,043029SN19,"LOTS 1,2,3,4, E2W2 - I",3,L3,L3,043029SN19L3,329.72,Mellette,,I,Indemnity
43,43,32,32,30,SN30,043032SN30,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,043032SN30L3,311.84,Mellette,,R,Rural Credit
44,44,30,30,9,SN09,044030SN09,"LOTS 1,2,3,4, NW4NW, SW4SW - R",3,L3,L3,044030SN09L3,239.95,Mellette,,R,Rural Credit
44,44,30,30,18,SN18,044030SN18,"LOTS 1,2,3,4,E2E2 - R",3,L3,L3,044030SN18L3,349.8,Mellette,,R,Rural Credit
44,44,31,31,36,SN36,044031SN36,"LOTS 1,2,3,4, W2E2, W2 - C",3,L3,L3,044031SN36L3,621,Mellette,,C,Common School
45,45,31,31,27,SN27,045031SN27,"LOTS 1,2,3,4, SE4SE - R",3,L3,L3,045031SN27L3,135.49,Mellette,,R,Rural Credit
107,107,57,57,2,SN02,107057SN02,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,107057SN02L3,321.56,Miner,,R,Rural Credit
108,108,55,55,34,SN34,108055SN34,"LOTS 1,2,3,4,5, NW4NE - R",3,L3,L3,108055SN34L3,213.96,Miner,,R,Rural Credit
104,104,52,52,31,SN31,104052SN31,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,104052SN31L3,312.38,Minnehaha,,R,Rural Credit
117,117,73,73,3,SN03,117073SN03,"LOTS 1,2,3,4, S2N2, SW4 - A",3,L3,L3,117073SN03L3,475.78,Potter,,A,College of Agriculture
117,117,73,73,4,SN04,117073SN04,"LOTS 1,2,3,4, S2N2, SE4 - A",3,L3,L3,117073SN04L3,477.38,Potter,,A,College of Agriculture
117,117,73,73,5,SN05,117073SN05,"LOTS 1,2,3,4, S2N2 - A",3,L3,L3,117073SN05L3,317.42,Potter,,A,College of Agriculture
117,117,74,74,1,SN01,117074SN01,"LOTS 1,2,3,4, S2N2, S2 - N",3,L3,L3,117074SN01L3,637.52,Potter,,N,Normal School
117,117,76,76,7,SN07,117076SN07,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,117076SN07L3,321.52,Potter,,R,Rural Credit
117,117,77,77,1,SN01,117077SN01,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,117077SN01L3,319.2,Potter,,R,Rural Credit
117,117,78,78,5,SN05,117078SN05,"LOTS 1,2,3,4, S2N2, S2 - U",3,L3,L3,117078SN05L3,641.54,Potter,,U,State University
117,117,78,78,6,SN06,117078SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW, SE4 - U",3,L3,L3,117078SN06L3,656.46,Potter,,U,State University
117,117,78,78,7,SN07,117078SN07,"LOTS 1,2,3,4, E2, E2W2 - U",3,L3,L3,117078SN07L3,652.92,Potter,,U,State University
117,117,78,78,30,SN30,117078SN30,"LOTS 1,2,3,4, NE4, E2W2 - R ",3,L3,L3,117078SN30L3,488.32,Potter,,R,Rural Credit
117,117,79,79,1,SN01,117079SN01,"LOTS 1,2,3,4, S2N2, S2 - U",3,L3,L3,117079SN01L3,642.82,Potter,,U,State University
117,117,79,79,2,SN02,117079SN02,"LOTS 1,2,3,4, S2N2, S2 - U",3,L3,L3,117079SN02L3,645.94,Potter,,U,State University
117,117,79,79,3,SN03,117079SN03,"LOTS 1,2,3,4, S2N2, S2 - U",3,L3,L3,117079SN03L3,646.18,Potter,,U,State University
118,118,73,73,30,SN30,118073SN30,"LOTS 1,2,3,4, E2W2, SE4 - A",3,L3,L3,118073SN30L3,470.12,Potter,,A,College of Agriculture
118,118,73,73,31,SN31,118073SN31,"LOTS 1,2,3,4, E2W2 - N",3,L3,L3,118073SN31L3,311.76,Potter,,N,Normal School
119,119,73,73,1,SN01,119073SN01,"LOTS 1,2,3,4, S2N2, SE4 - U",3,L3,L3,119073SN01L3,479.9,Potter,,U,State University
119,119,73,73,3,SN03,119073SN03,"LOTS 2,3, SE4NW - A",3,L3,L3,119073SN03L3,119.53,Potter,,A,College of Agriculture
119,119,78,78,3,SN03,119078SN03,"LOTS 1,2,3,4, S2N2, S2 - I",3,L3,L3,119078SN03L3,637.43,Potter,,I,Indemnity
119,119,78,78,4,SN04,119078SN04,"LOTS 1,2,3,4, S2N2, S2 - I",3,L3,L3,119078SN04L3,635.58,Potter,,I,Indemnity
119,119,79,79,36,SN36,119079SN36,"LOTS 1,2,3,4 - C",3,L3,L3,119079SN36L3,170.4,Potter,,C,Common School
120,120,73,73,6,SN06,120073SN06,"LOTS 1,2,3,4,5, S2NE, SE4N2 - R",3,L3,L3,120073SN06L3,322.71,Potter,,R,Rural Credit
120,120,74,74,1,SN01,120074SN01,"LOTS 1,2,3,4,5, S2NE, SE4NW - R",3,L3,L3,120074SN01L3,164.82,Potter,,R,Rural Credit
120,120,78,78,16,SN16,120078SN16,"LOTS 1,2,3, E2, SE4NW, E2SW, SW4SW - C",3,L3,L3,120078SN16L3,581.1,Potter,,C,Common School
105,105,61,61,30,SN30,105061SN30,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,105061SN30L3,297.6,Sanborn,,R,Rural Credit
106,106,62,62,19,SN19,106062SN19,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,106062SN19L3,321.92,Sanborn,,R,Rural Credit
108,108,59,59,4,SN04,108059SN04,"LOTS 1,2,3,4 - R",3,L3,L3,108059SN04L3,161.58,Sanborn,,R,Rural Credit
108,108,59,59,5,SN05,108059SN05,"LOTS 1,2,3,4, SW4 - R",3,L3,L3,108059SN05L3,310.1,Sanborn,,R,Rural Credit
108,108,59,59,6,SN06,108059SN06,"LOTS 1,2,3,4 - R",3,L3,L3,108059SN06L3,143.71,Sanborn,,R,Rural Credit
41,41,44,44,35,SN35,041044SN35,"LOTS 1,2,3,4,5,6, W2NE, W2, N2SE - R",3,L3,L3,041044SN35L3,611.7,Shannon,,R,Rural Credit
114,114,62,62,3,SN03,114062SN03,"LOTS 2,3, SW4NE, SE4NW, NW4SE - R",3,L3,L3,114062SN03L3,199.13,Spink,,R,Rural Credit
114,114,65,65,18,SN18,114065SN18,"LOTS 1,2,3,4, E2, E2W2 - R",3,L3,L3,114065SN18L3,605.96,Spink,,R,Rural Credit
115,115,64,64,19,SN19,115064SN19,"LOTS 1,2,3,4, E2W2, SE4 - R",3,L3,L3,115064SN19L3,470.82,Spink,,R,Rural Credit
116,116,63,63,6,SN06,116063SN06,"LOTS 1,2,3,6,7, S2NE, SE4NW, E2SW, SE4 - R",3,L3,L3,116063SN06L3,654.83,Spink,,R,Rural Credit
116,116,65,65,4,SN04,116065SN04,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,116065SN04L3,428.36,Spink,,R,Rural Credit
117,117,60,60,19,SN19,117060SN19,"LOTS 1,2,3,4 (less 12.18), E2W2 - R",3,L3,L3,117060SN19L3,301,Spink,,R,Rural Credit
38,38,26,26,19,SN19,038026SN19,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,038026SN19L3,326.28,Todd,,R,Rural Credit
39,39,26,26,7,SN07,039026SN07,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,039026SN07L3,331.45,Todd,,R,Rural Credit
95,95,74,74,36,SN36,095074SN36,"LOTS 1,2,3,4, N2 - C",3,L3,L3,095074SN36L3,517.04,Tripp,,C,Common School
95,95,75,75,7,SN07,095075SN07,"LOTS 1,3,4, NE4NW, E2SW - R",3,L3,L3,095075SN07L3,245.18,Tripp,,R,Rural Credit
95,95,75,75,18,SN18,095075SN18,"LOTS 1,2,3,4, SW4NE, E2W2 - R",3,L3,L3,095075SN18L3,368.48,Tripp,,R,Rural Credit
95,95,75,75,36,SN36,095075SN36,"LOTS 1,2,3,4, N2 - C",3,L3,L3,095075SN36L3,527.2,Tripp,,C,Common School
95,95,76,76,36,SN36,095076SN36,"LOTS 1,2,3,4, N2 - C",3,L3,L3,095076SN36L3,526.12,Tripp,,C,Common School
95,95,77,77,32,SN32,095077SN32,"LOTS 1,2,3,4, SW4NE, NW4 - R",3,L3,L3,095077SN32L3,406.8,Tripp,,R,Rural Credit
95,95,77,77,36,SN36,095077SN36,"LOTS 1,2,3,4, N2 - C",3,L3,L3,095077SN36L3,523.12,Tripp,,C,Common School
95,95,78,78,36,SN36,095078SN36,"LOTS 1,2,3,4, N2 - C",3,L3,L3,095078SN36L3,524.88,Tripp,,C,Common School
95,95,79,79,16,SN16,095079SN16,"LOTS 1,2,3,4, E2 - C",3,L3,L3,095079SN16L3,396.56,Tripp,,C,Common School
95,95,79,79,33,SN33,095079SN33,"LOTS 2,3,4,5, NE4NE, S2NE - R",3,L3,L3,095079SN33L3,256.42,Tripp,,R,Rural Credit
95,95,79,79,36,SN36,095079SN36,"LOTS 1,2,3,4, N2 - C",3,L3,L3,095079SN36L3,515.24,Tripp,,C,Common School
96,96,76,76,1,SN01,096076SN01,"LOTS 2,3, SW4NE, SE4NW - R ",3,L3,L3,096076SN01L3,160.58,Tripp,,R,Rural Credit
96,96,77,77,1,SN01,096077SN01,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,096077SN01L3,319.8,Tripp,,R,Rural Credit
96,96,77,77,2,SN02,096077SN02,"LOTS 2,3, SW4NE, SE4NW - R",3,L3,L3,096077SN02L3,159.94,Tripp,,R,Rural Credit
96,96,77,77,4,SN04,096077SN04,"LOTS 1,2,3, SE4NW - R",3,L3,L3,096077SN04L3,161.25,Tripp,,R,Rural Credit
96,96,79,79,28,SN28,096079SN28,"LOTS 1,2,3,4, NE4 - R",3,L3,L3,096079SN28L3,236.56,Tripp,,R,Rural Credit
96,96,79,79,33,SN33,096079SN33,"LOTS 1,2,3,4 - R",3,L3,L3,096079SN33L3,76.08,Tripp,,R,Rural Credit
97,97,75,75,18,SN18,097075SN18,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,097075SN18L3,315.28,Tripp,,R,Rural Credit
97,97,78,78,5,SN05,097078SN05,"LOTS 2,3,4, SW4NE, S2NW - R",3,L3,L3,097078SN05L3,239.88,Tripp,,R,Rural Credit
97,97,79,79,32,SN32,097079SN32,"LOTS 1,2,3,4, E2E2 - R",3,L3,L3,097079SN32L3,249.96,Tripp,,R,Rural Credit
98,98,75,75,18,SN18,098075SN18,"LOTS 1,2,3,4 - R",3,L3,L3,098075SN18L3,146.4,Tripp,,R,Rural Credit
98,98,77,77,5,SN05,098077SN05,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,098077SN05L3,320.08,Tripp,,R,Rural Credit
98,98,77,77,19,SN19,098077SN19,"LOTS 1,2,3,4 - R",3,L3,L3,098077SN19L3,140,Tripp,,R,Rural Credit
98,98,78,78,19,SN19,098078SN19,"LOTS 1,2,3,4, N2NE, E2NW, NE4SW - R",3,L3,L3,098078SN19L3,348.96,Tripp,,R,Rural Credit
100,100,74,74,8,SN08,100074SN08,"LOTS 1,2,3,4, S2N2, N2SW - R",3,L3,L3,100074SN08L3,326.32,Tripp,,R,Rural Credit
100,100,74,74,9,SN09,100074SN09,"LOTS 2,3,4, S2NW, S2 - R",3,L3,L3,100074SN09L3,461.5,Tripp,,R,Rural Credit
100,100,74,74,19,SN19,100074SN19,"LOTS 2,3,4, S2NE, SE4NW, E2SW, SE4 - R",3,L3,L3,100074SN19L3,469.8,Tripp,,R,Rural Credit
100,100,75,75,7,SN07,100075SN07,"LOTS 2,3,4,5,6, SW4NE, SE4NW, E2SW - R",3,L3,L3,100075SN07L3,303.06,Tripp,,R,Rural Credit
100,100,75,75,11,SN11,100075SN11,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,100075SN11L3,237.44,Tripp,,R,Rural Credit
100,100,76,76,12,SN12,100076SN12,"LOTS 2,3,4, N2SW, SE4SW - R",3,L3,L3,100076SN12L3,286.39,Tripp,,R,Rural Credit
100,100,77,77,30,SN30,100077SN30,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,100077SN30L3,284.32,Tripp,,R,Rural Credit
100,100,78,78,9,SN09,100078SN09,"LOTS 2,3,4 - R",3,L3,L3,100078SN09L3,166.95,Tripp,,R,Rural Credit
100,100,79,79,17,SN17,100079SN17,"LOTS 2,3,4 - R",3,L3,L3,100079SN17L3,96.8,Tripp,,R,Rural Credit
100,100,79,79,29,SN29,100079SN29,"LOTS 2,3,4, E2SE - R",3,L3,L3,100079SN29L3,168.35,Tripp,,R,Rural Credit
101,101,75,75,2,SN02,101075SN02,"LOTS 1,2,3, S2NE, SE4NW - R",3,L3,L3,101075SN02L3,240.79,Tripp,,R,Rural Credit
101,101,75,75,4,SN04,101075SN04,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,101075SN04L3,318.68,Tripp,,R,Rural Credit
101,101,75,75,7,SN07,101075SN07,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,101075SN07L3,316.48,Tripp,,R,Rural Credit
101,101,77,77,1,SN01,101077SN01,"LOTS 1,2,3,4, S2N2, S2 - R",3,L3,L3,101077SN01L3,640,Tripp,,R,Rural Credit
101,101,79,79,36,SN36,101079SN36,"LOTS 1,2,3,4, E2E2 - C",3,L3,L3,101079SN36L3,350.16,Tripp,,C,Common School
102,102,79,79,36,SN36,102079SN36,"LOTS 1,2,3,4, E2E2 - C",3,L3,L3,102079SN36L3,353.8,Tripp,,C,Common School
103,103,79,79,36,SN36,103079SN36,"LOTS 1,2,3,4, E2 - C",3,L3,L3,103079SN36L3,357.4,Tripp,,C,Common School
89,89,48,48,36,SN36,089048SN36,"LOTS 1,2,3,4,5, NE4NW - C",3,L3,L3,089048SN36L3,264.5,Union,,C,Common School
91,91,49,49,4,SN04,091049SN04,"LOTS 1,2,3, SW4SW - R",3,L3,L3,091049SN04L3,138.05,Union,,R,Rural Credit
121,121,75,75,14,SN14,121075SN14,"LOTS 1,2,3,4 - B",3,L3,L3,121075SN14L3,119.3,Walworth,,B,School for the Blind
121,121,76,76,5,SN05,121076SN05,"LOTS 1,2,3,4, S2N2, S2 - B",3,L3,L3,121076SN05L3,633.88,Walworth,,B,School for the Blind
121,121,76,76,31,SN31,121076SN31,"LOTS 1,2,3,4, E2W2 - SN",3,L3,L3,121076SN31L3,321.6,Walworth,,SN,Southern Normal
122,122,75,75,5,SN05,122075SN05,"LOTS 1,2,3,4, S2N2 - FM",3,L3,L3,122075SN05L3,323.23,Walworth,,FM,Feeble Minded
122,122,75,75,6,SN06,122075SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - SN",3,L3,L3,122075SN06L3,480.43,Walworth,,SN,Southern Normal
122,122,75,75,7,SN07,122075SN07,"LOTS 1,2,3,4, E2NW, E2SW, SE4 - FM",3,L3,L3,122075SN07L3,480.56,Walworth,,FM,Feeble Minded
122,122,75,75,18,SN18,122075SN18,"LOTS 1,2,3,4, E2W2, SE4 - FM",3,L3,L3,122075SN18L3,483.28,Walworth,,FM,Feeble Minded
122,122,76,76,7,SN07,122076SN07,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,122076SN07L3,322.28,Walworth,,R,Rural Credit
122,122,77,77,19,SN19,122077SN19,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,122077SN19L3,304.68,Walworth,,R,Rural Credit
122,122,78,78,1,SN01,122078SN01,"LOTS 1,2,3,4, S2N2, SE4 - R",3,L3,L3,122078SN01L3,481.22,Walworth,,R,Rural Credit
122,122,78,78,16,SN16,122078SN16,"LOTS 1,2,3,4 - C",3,L3,L3,122078SN16L3,79.01,Walworth,,C,Common School
96,96,55,55,30,SN30,096055SN30,"LOTS 2,3,4 - R",3,L3,L3,096055SN30L3,164.61,Yankton,,R,Rural Credit
96,96,56,56,34,SN34,096056SN34,"LOTS 2,3,4,5,6, NE4NE - R",3,L3,L3,096056SN34L3,213.92,Yankton,,R,Rural Credit
10,10,24,24,1,SN01,010024SN01,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,010024SN01L3,318.8,Ziebach,,R,Rural Credit
11,11,18,18,1,SN01,011018SN01,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,011018SN01L3,320,Ziebach,,R,Rural Credit
11,11,19,19,1,SN01,011019SN01,"LOTS 1,2,3,4, S2N2, SW4 - R",3,L3,L3,011019SN01L3,480.48,Ziebach,,R,Rural Credit
11,11,21,21,4,SN04,011021SN04,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,011021SN04L3,321.2,Ziebach,,R,Rural Credit
11,11,21,21,18,SN18,011021SN18,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,011021SN18L3,304.04,Ziebach,,R,Rural Credit
11,11,22,22,1,SN01,011022SN01,"LOTS 1,2,3,4, S2N2, SW4 - R",3,L3,L3,011022SN01L3,480.28,Ziebach,,R,Rural Credit
11,11,22,22,5,SN05,011022SN05,"LOTS 1,2,3,4, S2N2 - I",3,L3,L3,011022SN05L3,319.6,Ziebach,,I,Indemnity
12,12,19,19,5,SN05,012019SN05,"LOTS 1,2,3,4, SE4NW, SE4NE - R",3,L3,L3,012019SN05L3,290.68,Ziebach,,R,Rural Credit
12,12,19,19,7,SN07,012019SN07,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,012019SN07L3,305.36,Ziebach,,R,Rural Credit
12,12,20,20,19,SN19,012020SN19,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,012020SN19L3,289.48,Ziebach,,R,Rural Credit
12,12,20,20,30,SN30,012020SN30,"LOTS 1,2,3,4, E2, E2W2 - R",3,L3,L3,012020SN30L3,609.64,Ziebach,,R,Rural Credit
12,12,21,21,1,SN01,012021SN01,"LOTS 1,2,3,4, S2N2, S2 - I",3,L3,L3,012021SN01L3,689.84,Ziebach,,I,Indemnity
12,12,21,21,4,SN04,012021SN04,"LOTS 1,2,3,4, SW4NW, SE4NE, S2 - R",3,L3,L3,012021SN04L3,612,Ziebach,,R,Rural Credit
12,12,23,23,31,SN31,012023SN31,"LOTS 1,2,3,4, NE4, E2W2 - R",3,L3,L3,012023SN31L3,455.2,Ziebach,,R,Rural Credit
13,13,21,21,18,SN18,013021SN18,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,013021SN18L3,316.08,Ziebach,,R,Rural Credit
14,14,18,18,19,SN19,014018SN19,"LOTS 1,2,3,4, E2,  E2W2 - R",3,L3,L3,014018SN19L3,638.48,Ziebach,,R,Rural Credit
14,14,21,21,5,SN05,014021SN05,"LOTS 1,2,3,4, S2N2, NE4SE - R",3,L3,L3,014021SN05L3,359.84,Ziebach,,R,Rural Credit
16,16,20,20,2,SN02,016020SN02,"LOTS 1,2,3,4, S2NW, N2SW, SW4SW - R",3,L3,L3,016020SN02L3,359.56,Ziebach,,R,Rural Credit
16,16,20,20,19,SN19,016020SN19,"LOTS 2,3, NE4, SE4NW, NE4SW - R",3,L3,L3,016020SN19L3,310.08,Ziebach,,R,Rural Credit
17,17,18,18,5,SN05,017018SN05,"LOTS 1,2,3,4,5,6,7,8, SE4NE, S2NW, NW4SW, E2SE- R",3,L3,L3,017018SN05L3,397.56,Ziebach,,R,Rural Credit
17,17,19,19,2,SN02,017019SN02,"LOTS 1,2,3,4,5,6,7,8 - R",3,L3,L3,017019SN02L3,115.78,Ziebach,,R,Rural Credit
17,17,20,20,1,SN01,017020SN01,"LOTS 1,2,3,4,5,6,7,8, S2N2, S2- R",3,L3,L3,017020SN01L3,638.64,Ziebach,,R,Rural Credit
17,17,21,21,6,SN06,017021SN06,"LOTS 1,2,3,6,7,8, S2NE, SE4 - R",3,L3,L3,017021SN06L3,359.17,Ziebach,,R,Rural Credit
40,40,37,37,7,SN07,040037SN07,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,040037SN07L3,330.2,Washabaugh,,R,Rural Credit
40,40,37,37,18,SN18,040037SN18,"LOTS 1,2,3,4, E2W2 - R",3,L3,L3,040037SN18L3,331.04,Washabaugh,,R,Rural Credit
43,43,35,35,5,SN05,043035SN05,"LOTS 1,2,3,4, S2NW, SW4 - R",3,L3,L3,043035SN05L3,400.64,Washabaugh,,R,Rural Credit
43,43,35,35,6,SN06,043035SN06,"LOTS 1,2,3, SE4NW, E2SW, W2SE - R",3,L3,L3,043035SN06L3,320.26,Washabaugh,,R,Rural Credit
43,43,36,36,2,SN02,043036SN02,"LOTS 1,2,3,4, S2N2 - R",3,L3,L3,043036SN02L3,322,Washabaugh,,R,Rural Credit
43,43,37,37,14,SN14,043037SN14,"LOTS 1,2,3,4,7, S2SE - R",3,L3,L3,043037SN14L3,224.7,Washabaugh,,R,Rural Credit
44,44,33,33,18,SN18,044033SN18,"LOTS 1,2,3,4, SW4SE - R",3,L3,L3,044033SN18L3,167.14,Washabaugh,,R,Rural Credit
44,44,35,35,32,SN32,044035SN32,"LOTS 2,3,4, SW4SW, SE4SE - R",3,L3,L3,044035SN32L3,176,Washabaugh,,R,Rural Credit
44,44,36,36,36,SN36,044036SN36,"LOTS 1,2,3,4,5,6, S2SW, NW4SE - R",3,L3,L3,044036SN36L3,333.85,Washabaugh,,R,Rural Credit
36,36,37,37,6,SN06,036037SN06,"LOTS 1,2,3 - I",3 ,L3 ,L3 ,036037SN06L3 ,91.72,Bennett,,I,Indemnity
13,13,9,9,4,SN04,013009SN04,"LOTS 1,2,3 - I",3 ,L3 ,L3 ,013009SN04L3 ,119.58,Butte,,I,Indemnity
14,14,8,8,4,SN04,014008SN04,"LOTS 2,3 - R",3 ,L3 ,L3 ,014008SN04L3 ,80.27,Butte,,R,Rural Credit
120,120,53,53,36,SN36,120053SN36,"LOTS 1,2,3 - C",3 ,L3 ,L3 ,120053SN36L3 ,178.08,Codington,,C,Common School
5,5,10,10,16,SN16,005010SN16,"LOTS 1,2,3 - C",3 ,L3 ,L3 ,005010SN16L3 ,91.2,Custer,,C,Common School
121,121,54,54,28,SN28,121054SN28,"LOTS 1,2,3 - A",3 ,L3 ,L3 ,121054SN28L3 ,85.1,Day,,A,College of Agriculture
17,17,31,31,6,SN06,017031SN06,"LOTS 2,3 - R",3 ,L3 ,L3 ,017031SN06L3 ,31.52,Dewey,,R,Rural Credit
17,17,31,31,27,SN27,017031SN27,"LOTS 2,3 - R",3 ,L3 ,L3 ,017031SN27L3 ,76.5,Dewey,,R,Rural Credit
7,7,24,24,5,SN05,007024SN05,"LOTS 2,3 - R",3 ,L3 ,L3 ,007024SN05L3 ,80.52,Haakon,,R,Rural Credit
9,9,24,24,24,SN24,009024SN24,"LOTS 1,2,3 - R",3 ,L3 ,L3 ,009024SN24L3 ,100.9,Haakon,,R,Rural Credit
116,116,73,73,31,SN31,116073SN31,"LOTS 2,3 - E",3 ,L3 ,L3 ,116073SN31L3 ,85.7,Hyde,,E,#NAME?
4,4,28,28,3,SN03,004028SN03,"LOTS 2,3 - R",3 ,L3 ,L3 ,004028SN03L3 ,57.2,Jones,,R,Rural Credit
3,3,8,8,5,SN05,003008SN05,"LOTS 2,3 - R",3 ,L3 ,L3 ,003008SN05L3 ,81.31,Meade,,R,Rural Credit
5,5,12,12,30,SN30,005012SN30,"LOTS 1,2,3 - R",3 ,L3 ,L3 ,005012SN30L3 ,117.18,Meade,,R,Rural Credit
40,40,28,28,4,SN04,040028SN04,"LOTS 1,2,3 - I",3 ,L3 ,L3 ,040028SN04L3 ,71.4,Mellette,,I,Indemnity
100,100,77,77,8,SN08,100077SN08,"LOTS 1,2,3 - R",3 ,L3 ,L3 ,100077SN08L3 ,167.54,Tripp,,R,Rural Credit
44,44,34,34,18,SN18,044034SN18,"LOTS 1,2,3 - R",3 ,L3 ,L3 ,044034SN18L3 ,123.82,Washabaugh,,R,Rural Credit
44,44,36,36,32,SN32,044036SN32,"LOTS 1,2,3 - R",3 ,L3 ,L3 ,044036SN32L3 ,128.3,Washabaugh,,R,Rural Credit
3,3,22,22,24,SN24,003022SN24,"LOTS 1,2,3  - R",3  ,L3  ,L3  ,003022SN24L3  ,137.3,Jackson,,R,Rural Credit
3,3,22,22,27,SN27,003022SN27,"LOTS 1,2,3  - R",3  ,L3  ,L3  ,003022SN27L3  ,93.6,Jackson,,R,Rural Credit
103,103,66,66,4,SN04,103066SN04,"LOTS 3,4, S2NW - R",4,L4,L4,103066SN04L4,170.71,Aurora,,R,Rural Credit
104,104,66,66,5,SN05,104066SN05,"LOTS 1,2,3,4, S2N2 - R",4,L4,L4,104066SN05L4,402,Aurora,,R,Rural Credit
