Meridian,Township,Range,Section,SurveyType,Aliquot,ParcelNumb,LLDID,GEOID,ParentGEOI,UniversalI,ParentUniv,AppTownshi,AppRange,AppSection,AppAliquot,CountyCode,BeneGroupC,EffectiveD,Terminatio,Status,WorkflowSt,ParcelAcre,ParcelAc_1,ValidGeogr,ValidAttri,OngardStat,CreatedUse,CreatedDat,LastEdited,LastEdit_1,AuditProgr,GEOCODETIM,GEOCODEUSE,GEOCODEGRI,GlobalID,Shape_STAr,Shape_STLe
"23",0070N,0030W,"32",A,SESE,"000",230070N0030W032ASESE,230070N0030W032ASESE000,,,,07N,03W,"32",SE4SE4,"61","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{F50B625E-298A-4655-9E0A-CC5192B66014},164450.16012200000,1622.17698226000
"23",0070N,0030W,"32",A,SESW,"000",230070N0030W032ASESW,230070N0030W032ASESW000,,,,07N,03W,"32",SE4SW4,"61","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{BE055B90-0535-44E6-A37B-DDA140F16810},163017.81541700001,1615.05861497000
"23",0070N,0030W,"32",A,SWNE,"000",230070N0030W032ASWNE,230070N0030W032ASWNE000,,,,07N,03W,"32",SW4NE4,"61","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{EDDC47B5-A33D-4AC9-A16C-DD814CE56CEC},164799.53478700001,1623.85192481000
"23",0070N,0030W,"32",A,SWNW,"000",230070N0030W032ASWNW,230070N0030W032ASWNW000,,,,07N,03W,"32",SW4NW4,"61","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{A5C252CD-418A-44A9-B153-3BB73A9D058F},164849.09375599999,1624.12746375000
"23",0070N,0030W,"32",A,SWSE,"000",230070N0030W032ASWSE,230070N0030W032ASWSE000,,,,07N,03W,"32",SW4SE4,"61","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{E5000DDD-B576-4016-A19F-36F2282C2DC3},163536.07263600000,1617.64527022000
"23",0070N,0030W,"32",A,SWSW,"000",230070N0030W032ASWSW,230070N0030W032ASWSW000,,,,07N,03W,"32",SW4SW4,"61","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{6897BDD4-3431-4B39-969E-011438DD7BB6},163948.14072500000,1619.68656569000
"23",0070N,0040W,"02",A,NESE,"000",230070N0040W002ANESE,230070N0040W002ANESE000,,,,07N,04W,"2",NE4SE4,"6","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{0F91F060-EF2C-4DD7-BBB1-D5AEE62ADEB3},162230.29008499999,1611.14378666000
"23",0070N,0040W,"02",A,NWSW,"000",230070N0040W002ANWSW,230070N0040W002ANWSW000,,,,07N,04W,"2",NW4SW4,"6","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{753E08DD-763B-4246-97BF-CAE7AE8D1C67},162119.03727500001,1610.56184537000
"23",0070N,0040W,"02",A,SESE,"000",230070N0040W002ASESE,230070N0040W002ASESE000,,,,07N,04W,"2",SE4SE4,"6","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{16ABAE83-5F1A-42DF-987F-0E602EDB3C64},161894.65129800001,1609.50567902000
"23",0070N,0040W,"02",A,SWNW,"000",230070N0040W002ASWNW,230070N0040W002ASWNW000,,,,07N,04W,"2",SW4NW4,"6","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{62BB9039-3B80-41D4-A0FE-C0F81FBC82AE},162463.17288000000,1612.27326711000
"23",0070N,0040W,"16",A,NENE,"000",230070N0040W016ANENE,230070N0040W016ANENE000,,,,07N,04W,"16",NE4NE4,"6","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{7D7DBBD1-7B69-4F77-B636-BCEC853C8DCE},159595.19119799999,1598.01931383000
"23",0070N,0040W,"16",A,NENW,"000",230070N0040W016ANENW,230070N0040W016ANENW000,,,,07N,04W,"16",NE4NW4,"6","01",,,A,,40.00000000,,,,,GIS,2022/03/19,GIS,2022/03/19,UPLOAD,2014/12/20,wbaillargeon,LUMASGridPrimary,{B8154BB2-4936-4E10-BCFA-C03E79425B55},159964.26878899999,1599.88813839000
