state,managing_agency,rights_type,state_enabling_act,OBJECTID,TRACTID,county,township,range,section,aliquot,TRUST,,trust_name,net_acres,acres,lease_status,lessee
ND,Commissioner of University and School Lands,Subsurface,"287 Stat. 676-684, esp. 679-81 (1889)",119797,3101430,MOUNTRAIL,151,92,27,SW4SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,20.000000000000000,40.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"288 Stat. 676-684, esp. 679-81 (1889)",119799,3101790,MOUNTRAIL,151,93,34,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"289 Stat. 676-684, esp. 679-81 (1889)",119809,3100830,MOUNTRAIL,151,90,25,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,Y,EUGENE LEWIS
ND,Commissioner of University and School Lands,Subsurface,"290 Stat. 676-684, esp. 679-81 (1889)",119812,3101770,MOUNTRAIL,151,93,32,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"291 Stat. 676-684, esp. 679-81 (1889)",119813,5101580,WARD,151,87,29,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"292 Stat. 676-684, esp. 679-81 (1889)",119816,3101760,MOUNTRAIL,151,93,32,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"293 Stat. 676-684, esp. 679-81 (1889)",119818,5101570,WARD,151,87,28,"LOTS 1,2",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,2.630000000000000,52.600000000000001,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"294 Stat. 676-684, esp. 679-81 (1889)",119819,3100640,MOUNTRAIL,151,89,29,SE4,I,ND INDUSTRIAL SCHOOL,ND INDUSTRIAL SCHOOL,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"295 Stat. 676-684, esp. 679-81 (1889)",119935,2810720,MCLEAN,149,87,30,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"296 Stat. 676-684, esp. 679-81 (1889)",119942,2810710,MCLEAN,149,87,28,LOT 1,N,ND STATE UNIVERSITY,ND STATE UNIVERSITY,13.910000000000000,27.820000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"297 Stat. 676-684, esp. 679-81 (1889)",120073,3102940,MOUNTRAIL,152,93,11,"LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,14.369999999999999,28.739999999999998,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"298 Stat. 676-684, esp. 679-81 (1889)",120416,3101870,MOUNTRAIL,152,88,14,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"299 Stat. 676-684, esp. 679-81 (1889)",120534,5103080,WARD,152,87,17,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"300 Stat. 676-684, esp. 679-81 (1889)",120535,5103070,WARD,152,87,16,"W2SW4, LOTS 3,4,7,8",A,COMMON SCHOOLS,COMMON SCHOOLS,74.250000000000000,148.490000000000009,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"301 Stat. 676-684, esp. 679-81 (1889)",120537,3102140,MOUNTRAIL,152,89,20,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"302 Stat. 676-684, esp. 679-81 (1889)",120541,3102170,MOUNTRAIL,152,89,21,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"303 Stat. 676-684, esp. 679-81 (1889)",121013,3102110,MOUNTRAIL,152,89,17,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"304 Stat. 676-684, esp. 679-81 (1889)",121018,3100840,MOUNTRAIL,151,90,26,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,8.000000000000000,160.000000000000000,Y,PETRO-DAKOTA LLC
ND,Commissioner of University and School Lands,Subsurface,"305 Stat. 676-684, esp. 679-81 (1889)",121019,3101420,MOUNTRAIL,151,92,26,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"306 Stat. 676-684, esp. 679-81 (1889)",121035,3101750,MOUNTRAIL,151,93,32,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"307 Stat. 676-684, esp. 679-81 (1889)",121091,2815050,MCLEAN,150,90,36,N2NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,ADVANTA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"308 Stat. 676-684, esp. 679-81 (1889)",121093,2814170,MCLEAN,150,87,29,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"309 Stat. 676-684, esp. 679-81 (1889)",121097,2814580,MCLEAN,150,88,35,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"310 Stat. 676-684, esp. 679-81 (1889)",121100,2815040,MCLEAN,150,90,34,"NE4SE4, S2SE4",A,COMMON SCHOOLS,COMMON SCHOOLS,60.000000000000000,120.000000000000000,Y,WINDSOR BAKKEN LLC
ND,Commissioner of University and School Lands,Subsurface,"311 Stat. 676-684, esp. 679-81 (1889)",121105,2814590,MCLEAN,150,88,36,N2NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,40.000000000000000,80.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"312 Stat. 676-684, esp. 679-81 (1889)",121127,2811150,MCLEAN,149,88,19,E2NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,40.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"313 Stat. 676-684, esp. 679-81 (1889)",121128,2811140,MCLEAN,149,88,19,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"314 Stat. 676-684, esp. 679-81 (1889)",121188,2815070,MCLEAN,150,90,36,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"315 Stat. 676-684, esp. 679-81 (1889)",121189,2815060,MCLEAN,150,90,36,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"316 Stat. 676-684, esp. 679-81 (1889)",121200,2814180,MCLEAN,150,87,33,"W2NW4, LOTS 5,6",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,51.250000000000000,102.500000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"317 Stat. 676-684, esp. 679-81 (1889)",121252,2811170,MCLEAN,149,88,22,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"318 Stat. 676-684, esp. 679-81 (1889)",122008,3102600,MOUNTRAIL,152,91,21,"E2NE4, SW4NE4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,60.000000000000000,120.000000000000000,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"319 Stat. 676-684, esp. 679-81 (1889)",122012,3102960,MOUNTRAIL,152,93,23,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"320 Stat. 676-684, esp. 679-81 (1889)",122014,2808230,MCLEAN,148,90,13,SW4,N,ND STATE UNIVERSITY,ND STATE UNIVERSITY,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"321 Stat. 676-684, esp. 679-81 (1889)",122117,3102980,MOUNTRAIL,152,93,24,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,CONTINENTAL RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"322 Stat. 676-684, esp. 679-81 (1889)",122135,3112920,MOUNTRAIL,152,91,20,SE4NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,20.000000000000000,40.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"323 Stat. 676-684, esp. 679-81 (1889)",122137,3102590,MOUNTRAIL,152,91,20,S2NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"324 Stat. 676-684, esp. 679-81 (1889)",122138,3101910,MOUNTRAIL,152,88,16,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"325 Stat. 676-684, esp. 679-81 (1889)",122140,3102790,MOUNTRAIL,152,92,21,SW4,E,ELLENDALE,ELLENDALE,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"326 Stat. 676-684, esp. 679-81 (1889)",122143,3101900,MOUNTRAIL,152,88,16,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"327 Stat. 676-684, esp. 679-81 (1889)",122144,3102610,MOUNTRAIL,152,91,21,S2NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"328 Stat. 676-684, esp. 679-81 (1889)",123207,3102550,MOUNTRAIL,152,91,8,"S2SW4, LOTS 5,6",V,VALLEY CITY,VALLEY CITY,71.069999999999993,142.129999999999995,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"329 Stat. 676-684, esp. 679-81 (1889)",123208,3102530,MOUNTRAIL,152,91,7,LOT 10,V,VALLEY CITY,VALLEY CITY,15.550000000000001,31.090000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"330 Stat. 676-684, esp. 679-81 (1889)",123210,3102730,MOUNTRAIL,152,92,8,"S2SE4, LOTS 7,8",A,COMMON SCHOOLS,COMMON SCHOOLS,71.769999999999996,143.539999999999992,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"331 Stat. 676-684, esp. 679-81 (1889)",123214,2814510,MCLEAN,150,88,28,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"332 Stat. 676-684, esp. 679-81 (1889)",123218,2814490,MCLEAN,150,88,27,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"333 Stat. 676-684, esp. 679-81 (1889)",123219,2814480,MCLEAN,150,88,27,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"334 Stat. 676-684, esp. 679-81 (1889)",123222,2815030,MCLEAN,150,90,34,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,WINDSOR BAKKEN LLC
ND,Commissioner of University and School Lands,Subsurface,"335 Stat. 676-684, esp. 679-81 (1889)",123225,2814460,MCLEAN,150,88,26,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"336 Stat. 676-684, esp. 679-81 (1889)",123237,2815920,MCLEAN,150,90,36,N2NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"337 Stat. 676-684, esp. 679-81 (1889)",123266,2808260,MCLEAN,148,90,19,"NE4NW4, LOT 1",A,COMMON SCHOOLS,COMMON SCHOOLS,75.420000000000002,75.420000000000002,,N/A
ND,Commissioner of University and School Lands,Subsurface,"338 Stat. 676-684, esp. 679-81 (1889)",123492,3101140,MOUNTRAIL,151,92,2,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,WHITING OIL AND GAS CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"339 Stat. 676-684, esp. 679-81 (1889)",123494,3102030,MOUNTRAIL,152,88,36,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"340 Stat. 676-684, esp. 679-81 (1889)",123505,3102020,MOUNTRAIL,152,88,36,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"341 Stat. 676-684, esp. 679-81 (1889)",123510,3100700,MOUNTRAIL,151,90,1,"S2NE4, LOT 2",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,6.000000000000000,120.049999999999997,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"342 Stat. 676-684, esp. 679-81 (1889)",123511,3100920,MOUNTRAIL,151,91,6,"E2SW4, LOTS 6,7",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,72.109999999999999,144.219999999999999,Y,DAVIS EXPLORATION LLC
ND,Commissioner of University and School Lands,Subsurface,"343 Stat. 676-684, esp. 679-81 (1889)",123514,3100910,MOUNTRAIL,151,91,6,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,DAVIS EXPLORATION LLC
ND,Commissioner of University and School Lands,Subsurface,"344 Stat. 676-684, esp. 679-81 (1889)",123515,3100520,MOUNTRAIL,151,89,6,"S2NE4, LOTS 1,2",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,7.990000000000000,159.759999999999991,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"345 Stat. 676-684, esp. 679-81 (1889)",123872,3102310,MOUNTRAIL,152,90,16,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"346 Stat. 676-684, esp. 679-81 (1889)",123878,3102300,MOUNTRAIL,152,90,16,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"347 Stat. 676-684, esp. 679-81 (1889)",123891,3112770,MOUNTRAIL,152,88,11,"LOTS 1,2",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,14.500000000000000,29.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"348 Stat. 676-684, esp. 679-81 (1889)",123896,3102760,MOUNTRAIL,152,92,14,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"349 Stat. 676-684, esp. 679-81 (1889)",124026,2811480,MCLEAN,149,89,26,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"350 Stat. 676-684, esp. 679-81 (1889)",124039,3101360,MOUNTRAIL,151,92,22,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"351 Stat. 676-684, esp. 679-81 (1889)",124171,2814010,MCLEAN,150,87,17,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"352 Stat. 676-684, esp. 679-81 (1889)",124174,2814000,MCLEAN,150,87,16,"W2SW4, LOTS 3,4,7,8",A,COMMON SCHOOLS,COMMON SCHOOLS,77.459999999999994,154.919999999999987,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"353 Stat. 676-684, esp. 679-81 (1889)",124175,3100100,MOUNTRAIL,150,92,20,SW4SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,40.000000000000000,40.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"354 Stat. 676-684, esp. 679-81 (1889)",124177,2814790,MCLEAN,150,89,20,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"355 Stat. 676-684, esp. 679-81 (1889)",124184,3100110,MOUNTRAIL,150,92,21,SE4SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,20.000000000000000,40.000000000000000,Y,MARSHALL & WINSTON INC
ND,Commissioner of University and School Lands,Subsurface,"356 Stat. 676-684, esp. 679-81 (1889)",124243,3100510,MOUNTRAIL,151,89,5,"S2NW4, LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,7.990000000000000,159.759999999999991,Y,ADVANTA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"357 Stat. 676-684, esp. 679-81 (1889)",124244,5110150,WARD,152,87,33,"W2SW4, LOTS 7,8",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,4.960000000000000,99.200000000000003,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"358 Stat. 676-684, esp. 679-81 (1889)",124250,3100890,MOUNTRAIL,151,91,4,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,LIME ROCK RESOURCES III-A LP
ND,Commissioner of University and School Lands,Subsurface,"359 Stat. 676-684, esp. 679-81 (1889)",124253,3100720,MOUNTRAIL,151,90,4,SW4NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,20.000000000000000,40.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"360 Stat. 676-684, esp. 679-81 (1889)",124370,3101590,MOUNTRAIL,151,93,11,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"361 Stat. 676-684, esp. 679-81 (1889)",124390,3101210,MOUNTRAIL,151,92,8,NE4,N,ND STATE UNIVERSITY,ND STATE UNIVERSITY,80.000000000000000,160.000000000000000,Y,GADECO LLC
ND,Commissioner of University and School Lands,Subsurface,"362 Stat. 676-684, esp. 679-81 (1889)",124394,3100240,MOUNTRAIL,151,88,4,"S2NW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,80.010000000000005,160.020000000000010,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"363 Stat. 676-684, esp. 679-81 (1889)",124398,3100851,MOUNTRAIL,151,90,29,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"364 Stat. 676-684, esp. 679-81 (1889)",124399,3101470,MOUNTRAIL,151,92,29,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"365 Stat. 676-684, esp. 679-81 (1889)",124519,3100550,MOUNTRAIL,151,89,13,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"366 Stat. 676-684, esp. 679-81 (1889)",124523,3100980,MOUNTRAIL,151,91,13,W2SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"367 Stat. 676-684, esp. 679-81 (1889)",124524,3100540,MOUNTRAIL,151,89,13,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"368 Stat. 676-684, esp. 679-81 (1889)",124526,3100970,MOUNTRAIL,151,91,13,E2SW4,U,UNIVERSITY OF ND,UNIVERSITY OF ND,40.000000000000000,80.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"369 Stat. 676-684, esp. 679-81 (1889)",124533,3100810,MOUNTRAIL,151,90,13,E2SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,40.000000000000000,80.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"370 Stat. 676-684, esp. 679-81 (1889)",124536,3100801,MOUNTRAIL,151,90,13,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"371 Stat. 676-684, esp. 679-81 (1889)",124652,5101520,WARD,151,87,17,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"372 Stat. 676-684, esp. 679-81 (1889)",124655,5101490,WARD,151,87,16,"W2NW4, LOTS 1,2,5,6",A,COMMON SCHOOLS,COMMON SCHOOLS,76.319999999999993,152.639999999999986,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"373 Stat. 676-684, esp. 679-81 (1889)",124660,3100610,MOUNTRAIL,151,89,16,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"374 Stat. 676-684, esp. 679-81 (1889)",124662,3101680,MOUNTRAIL,151,93,22,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"375 Stat. 676-684, esp. 679-81 (1889)",124664,3100600,MOUNTRAIL,151,89,16,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"376 Stat. 676-684, esp. 679-81 (1889)",124666,3101670,MOUNTRAIL,151,93,22,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"377 Stat. 676-684, esp. 679-81 (1889)",124671,3100570,MOUNTRAIL,151,89,14,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"378 Stat. 676-684, esp. 679-81 (1889)",124675,3101060,MOUNTRAIL,151,91,23,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"379 Stat. 676-684, esp. 679-81 (1889)",124676,3100560,MOUNTRAIL,151,89,13,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
ND,Commissioner of University and School Lands,Subsurface,"380 Stat. 676-684, esp. 679-81 (1889)",124680,3101080,MOUNTRAIL,151,91,24,W2NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"381 Stat. 676-684, esp. 679-81 (1889)",124785,3101070,MOUNTRAIL,151,91,24,NE4NW4,U,UNIVERSITY OF ND,UNIVERSITY OF ND,20.000000000000000,40.000000000000000,Y,EOG RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"382 Stat. 676-684, esp. 679-81 (1889)",124797,3100340,MOUNTRAIL,151,88,17,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,"THE TRIPLE T, INC."
