object_id,state,reservation_name,clipped_acres,lessee
12523,NM,Laguna,36.95,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
17142,NM,Laguna,36.29,PUEBLO OF LAGUNA; ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
12527,NM,Laguna,36.29,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
17143,NM,Laguna,37.76,PUEBLO OF LAGUNA; ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
12528,NM,Laguna,37.76,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
12532,NM,Laguna,36.83,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
17147,NM,Laguna,36.83,PUEBLO OF LAGUNA; ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
12529,NM,Laguna,36.55,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
17144,NM,Laguna,36.55,PUEBLO OF LAGUNA; ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
12533,NM,Laguna,36.14,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
17148,NM,Laguna,36.14,PUEBLO OF LAGUNA; ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
17135,NM,Laguna,37.47,PUEBLO OF LAGUNA; ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
12520,NM,Laguna,37.47,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
17139,NM,Laguna,36.52,PUEBLO OF LAGUNA; ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
12524,NM,Laguna,36.52,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
17136,NM,Laguna,36.39,PUEBLO OF LAGUNA; ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
12521,NM,Laguna,36.39,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
17140,NM,Laguna,35.95,PUEBLO OF LAGUNA; ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
12525,NM,Laguna,35.95,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
14996,NM,Navajo,40.52,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
14999,NM,Navajo,40.78,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
14997,NM,Navajo,41.02,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
16764,NM,Navajo,12.58,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
16762,NM,Navajo,27.17,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
15029,NM,Navajo,40.0,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
16763,NM,Navajo,12.06,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
16761,NM,Navajo,27.74,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
15054,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO. OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15047,NM,Navajo,40.1,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15051,NM,Navajo,40.05,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15052,NM,Navajo,40.1,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15027,NM,Navajo,40.2,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
15022,NM,Navajo,39.92,ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
15025,NM,Navajo,39.91,ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
15017,NM,Navajo,39.93,ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
15019,NM,Navajo,39.92,ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
15056,NM,Navajo,40.12,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15053,NM,Navajo,40.08,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15057,NM,Navajo,40.1,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15045,NM,Navajo,40.11,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15049,NM,Navajo,40.13,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15046,NM,Navajo,40.14,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15050,NM,Navajo,40.16,ENERGY MINERALS & NATURAL RES DEPT; CONTINENTAL DIVIDE ELEC. COOP; PUBLIC SERVICE CO OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15175,NM,Navajo,39.66,"ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; CONTINENTAL DIVIDE ELEC. COOP; GIANT INDUSTRIES ARIZONA,INC."
15178,NM,Navajo,39.58,"ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; CONTINENTAL DIVIDE ELEC. COOP; GIANT INDUSTRIES ARIZONA,INC."
15171,NM,Navajo,39.7,"ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; CONTINENTAL DIVIDE ELEC. COOP; GIANT INDUSTRIES ARIZONA,INC."
15174,NM,Navajo,39.62,"ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; CONTINENTAL DIVIDE ELEC. COOP; GIANT INDUSTRIES ARIZONA,INC."
15000,NM,Navajo,41.19,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
14991,NM,Navajo,40.34,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
14993,NM,Navajo,40.59,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
14992,NM,Navajo,40.82,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
14994,NM,Navajo,40.98,ENERGY MINERALS & NATURAL RES DEPT; GIANT PIPELINE COMPANY; TRI-STATE GENERATION & TRANSMISSION ASSOC INC; US DEPT OF INTERIOR
15232,NM,Navajo,40.89,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15323,NM,Navajo,39.85,ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15324,NM,Navajo,39.85,ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15321,NM,Navajo,39.92,ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15322,NM,Navajo,39.92,ENERGY MINERALS & NATURAL RES DEPT; PEABODY NATURAL RESOURCES COMPANY; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15233,NM,Navajo,40.87,ENERGY MINERALS & NATURAL RES DEPT; NEW MEXICO STATE GAME COMMISSION
15231,NM,Navajo,40.55,ENERGY MINERALS & NATURAL RES DEPT; NEW MEXICO STATE GAME COMMISSION
15230,NM,Navajo,41.3,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15229,NM,Navajo,41.18,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15403,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15400,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15404,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15437,NM,Navajo,41.21,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15395,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15441,NM,Navajo,41.31,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15399,NM,Navajo,40.08,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15391,NM,Navajo,40.08,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15392,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15438,NM,Navajo,41.4,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15396,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15442,NM,Navajo,41.5,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15429,NM,Navajo,41.33,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15401,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15433,NM,Navajo,41.42,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15398,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15430,NM,Navajo,41.52,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15402,NM,Navajo,40.1,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15336,NM,Navajo,39.85,ENERGY MINERALS & NATURAL RES DEPT; NEW MEXICO STATE GAME COMMISSION; PUBLIC SERVICE CO. OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15397,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15389,NM,Navajo,40.08,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15335,NM,Navajo,39.83,ENERGY MINERALS & NATURAL RES DEPT; NEW MEXICO STATE GAME COMMISSION; PUBLIC SERVICE CO. OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15338,NM,Navajo,39.84,ENERGY MINERALS & NATURAL RES DEPT; NEW MEXICO STATE GAME COMMISSION; PUBLIC SERVICE CO. OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15337,NM,Navajo,39.82,ENERGY MINERALS & NATURAL RES DEPT; NEW MEXICO STATE GAME COMMISSION; PUBLIC SERVICE CO. OF NM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15454,NM,Navajo,39.83,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15456,NM,Navajo,39.9,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15457,NM,Navajo,39.89,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15458,NM,Navajo,39.96,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15512,NM,Navajo,39.25,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15516,NM,Navajo,39.27,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15513,NM,Navajo,39.35,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15517,NM,Navajo,39.36,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15504,NM,Navajo,39.16,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15508,NM,Navajo,39.18,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15505,NM,Navajo,39.42,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15509,NM,Navajo,39.43,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15434,NM,Navajo,41.61,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15435,NM,Navajo,41.44,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15393,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15439,NM,Navajo,41.54,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15390,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15436,NM,Navajo,41.63,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15394,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15440,NM,Navajo,41.73,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15427,NM,Navajo,41.56,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15431,NM,Navajo,41.65,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15428,NM,Navajo,41.75,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15432,NM,Navajo,41.84,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15415,NM,Navajo,40.79,ENERGY MINERALS & NATURAL RES DEPT; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15419,NM,Navajo,40.92,ENERGY MINERALS & NATURAL RES DEPT; NEW MEXICO STATE GAME COMMISSION
15416,NM,Navajo,41.04,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15420,NM,Navajo,41.16,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15409,NM,Navajo,40.81,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15411,NM,Navajo,40.94,ENERGY MINERALS & NATURAL RES DEPT; NEW MEXICO STATE GAME COMMISSION
15410,NM,Navajo,41.06,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15412,NM,Navajo,41.18,ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; NEW MEXICO STATE GAME COMMISSION
15413,NM,Navajo,40.84,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15510,NM,Navajo,39.06,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15514,NM,Navajo,39.06,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15511,NM,Navajo,39.35,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15515,NM,Navajo,39.37,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15502,NM,Navajo,38.98,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15506,NM,Navajo,38.98,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15503,NM,Navajo,39.27,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15507,NM,Navajo,39.29,"ENERGY MINERALS & NATURAL RES DEPT; BENSON-MONTIN-GREER DRILLIND CORP.; CORTEZ PIPELINE CO; GIANT INDUSTRIES ARIZONA,INC."
15698,NM,Navajo,40.09,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15701,NM,Navajo,40.15,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15693,NM,Navajo,40.07,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15694,NM,Navajo,40.14,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; NEW MEXICO STATE GAME COMMISSION; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15670,NM,Navajo,39.32,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; RIO ARRIBA BOARD OF COUNTY COMM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
15673,NM,Navajo,39.43,ENERGY MINERALS & NATURAL RES DEPT; JEMEZ MTNS ELEC COOP INC; RIO ARRIBA BOARD OF COUNTY COMM; TRI-STATE GENERATION & TRANSMISSION ASSOC INC
