OBJECTID,SU_ID,SU_SUID,SU_SUIDNUM,DNRREGION,COUNTYNAME,COUN,TOWN,RDIR,RANG,SECT,FORT,GLOT,GM_CH,GS_CH,FORTDESC,PLSMATCH,SU_ACRES,SU_PCTFORT,UINT_NUMER,UINT_DENOM,SU_NETACRE,INT_TYPE,INT_STATUS,LANDTYPE,MEANSACQ,LANDTYPECO,MEANSACQCO,OMITTYPES,PRINTACRES,MOWNSTATUS,MOWNSTAT_1,LANDCLASS,MRECTYPE,MRECTYPECO,SURFACEOFF,LAST_OFFER,LAST_PROCE,LAST_PRO_1,DATA_DOWNL,Shape_Leng,Shape_Area
"114176",120617.00000000000,"120617",120617.00000000000,Northeast,Itasca,"31","146","0","26","25","22","0","31146026252200","3114602625",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1626.26290634000,165277.57429900000
"114177",120618.00000000000,"120618",120618.00000000000,Northeast,Itasca,"31","146","0","26","25","23","0","31146026252300","3114602625",SWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1625.72246094000,165167.95491900001
"114178",120619.00000000000,"120619",120619.00000000000,Northeast,Itasca,"31","146","0","26","25","24","0","31146026252400","3114602625",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1623.70754982000,164762.88815300001
"114179",120620.00000000000,"120620",120620.00000000000,Northeast,Itasca,"31","146","0","26","25","31","0","31146026253100","3114602625",NESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1623.24298224000,164667.50042299999
"114180",120621.00000000000,"120621",120621.00000000000,Northeast,Itasca,"31","146","0","26","25","32","0","31146026253200","3114602625",NWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1625.20311065000,165061.55350499999
"114181",120622.00000000000,"120622",120622.00000000000,Northeast,Itasca,"31","146","0","26","25","33","0","31146026253300","3114602625",SWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1624.67311740000,164952.04095900001
"114182",120623.00000000000,"120623",120623.00000000000,Northeast,Itasca,"31","146","0","26","25","34","0","31146026253400","3114602625",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1622.71334941000,164558.03591999999
"114183",120624.00000000000,"120624",120624.00000000000,Northeast,Itasca,"31","146","0","26","25","41","0","31146026254100","3114602625",NESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1619.24395678000,163863.32883499999
"114184",120625.00000000000,"120625",120625.00000000000,Northeast,Itasca,"31","146","0","26","25","42","0","31146026254200","3114602625",NWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1621.25821639000,164268.41366500000
"114185",120626.00000000000,"120626",120626.00000000000,Northeast,Itasca,"31","146","0","26","25","43","0","31146026254300","3114602625",SWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1620.72755173000,164158.70711200000
"114186",120627.00000000000,"120627",120627.00000000000,Northeast,Itasca,"31","146","0","26","25","44","0","31146026254400","3114602625",SESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1618.71336105000,163753.60235800000
"114187",120628.00000000000,"120628",120628.00000000000,Northeast,Itasca,"31","146","0","26","26","11","0","31146026261100","3114602626",NENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1630.73145541000,166195.41863800000
"114188",120629.00000000000,"120629",120629.00000000000,Northeast,Itasca,"31","146","0","26","26","12","0","31146026261200","3114602626",NWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1629.42868888000,165931.32531300001
"114189",120630.00000000000,"120630",120630.00000000000,Northeast,Itasca,"31","146","0","26","26","13","0","31146026261300","3114602626",SWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1628.35061420000,165709.17203600000
"114190",120631.00000000000,"120631",120631.00000000000,Northeast,Itasca,"31","146","0","26","26","14","0","31146026261400","3114602626",SENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1629.65215319000,165973.00646900001
"114191",120632.00000000000,"120632",120632.00000000000,Northeast,Itasca,"31","146","0","26","26","21","0","31146026262100","3114602626",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1628.15439374000,165672.64414200000
"114192",120633.00000000000,"120633",120633.00000000000,Northeast,Itasca,"31","146","0","26","26","22","0","31146026262200","3114602626",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1626.91224551000,165420.17978499999
"114274",120634.00000000000,"120634",120634.00000000000,Northeast,Itasca,"31","146","0","26","26","23","0","31146026262300","3114602626",SWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1625.83194617000,165197.61494100001
"114275",120635.00000000000,"120635",120635.00000000000,Northeast,Itasca,"31","146","0","26","26","24","0","31146026262400","3114602626",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1627.07475934000,165450.18815999999
"114276",120636.00000000000,"120636",120636.00000000000,Northeast,Itasca,"31","146","0","26","26","31","0","31146026263100","3114602626",NESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1626.06744342000,165241.89000799999
"114277",120637.00000000000,"120637",120637.00000000000,Northeast,Itasca,"31","146","0","26","26","32","0","31146026263200","3114602626",NWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1624.76833492000,164977.95028100000
"114278",120638.00000000000,"120638",120638.00000000000,Northeast,Itasca,"31","146","0","26","26","33","0","31146026263300","3114602626",SWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1623.69253347000,164755.31617300000
"114279",120639.00000000000,"120639",120639.00000000000,Northeast,Itasca,"31","146","0","26","26","34","0","31146026263400","3114602626",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1624.99250289000,165019.49232399999
"114280",120640.00000000000,"120640",120640.00000000000,Northeast,Itasca,"31","146","0","26","26","41","0","31146026264100","3114602626",NESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1628.58968607000,165753.59320999999
"114281",120641.00000000000,"120641",120641.00000000000,Northeast,Itasca,"31","146","0","26","26","42","0","31146026264200","3114602626",NWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1627.34284014000,165500.79755500000
"114282",120642.00000000000,"120642",120642.00000000000,Northeast,Itasca,"31","146","0","26","26","43","0","31146026264300","3114602626",SWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1626.26587595000,165278.03844599999
"114283",120643.00000000000,"120643",120643.00000000000,Northeast,Itasca,"31","146","0","26","26","44","0","31146026264400","3114602626",SESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1627.51329831000,165530.99955899999
"114284",120644.00000000000,"120644",120644.00000000000,Northeast,Itasca,"31","146","0","26","27","11","0","31146026271100","3114602627",NENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1636.52273676000,167354.98443499999
"114285",120645.00000000000,"120645",120645.00000000000,Northeast,Itasca,"31","146","0","26","27","12","0","31146026271200","3114602627",NWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1635.46296524000,167145.78118699999
"114286",120646.00000000000,"120646",120646.00000000000,Northeast,Itasca,"31","146","0","26","27","13","0","31146026271300","3114602627",SWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1633.34930721000,166718.27976899999
"114287",120647.00000000000,"120647",120647.00000000000,Northeast,Itasca,"31","146","0","26","27","14","0","31146026271400","3114602627",SENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1634.40907728000,166927.59167800000
"114288",120648.00000000000,"120648",120648.00000000000,Northeast,Itasca,"31","146","0","26","27","21","0","31146026272100","3114602627",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1634.43788306000,166942.62054999999
"114289",120649.00000000000,"120649",120649.00000000000,Northeast,Itasca,"31","146","0","26","27","22","0","31146026272200","3114602627",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1633.44755781000,166745.33125100000
"114290",120650.00000000000,"120650",120650.00000000000,Northeast,Itasca,"31","146","0","26","27","23","0","31146026272300","3114602627",SWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1631.33370690000,166317.61497800000
"114291",120651.00000000000,"120651",120651.00000000000,Northeast,Itasca,"31","146","0","26","27","24","0","31146026272400","3114602627",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1632.32522978000,166515.22784700000
"114352",120549.00000000000,"120549",120549.00000000000,Northeast,Itasca,"31","146","0","26","20","12","0","31146026201200","3114602620",NWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1607.41080384000,161479.91241300001
"114353",120550.00000000000,"120550",120550.00000000000,Northeast,Itasca,"31","146","0","26","20","13","0","31146026201300","3114602620",SWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1607.28308874000,161454.72398400001
"114354",120551.00000000000,"120551",120551.00000000000,Northeast,Itasca,"31","146","0","26","20","21","0","31146026202100","3114602620",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1608.28327317000,161654.14689599999
"114355",120552.00000000000,"120552",120552.00000000000,Northeast,Itasca,"31","146","0","26","20","22","0","31146026202200","3114602620",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1609.18497557000,161834.24215100001
"114356",120553.00000000000,"120553",120553.00000000000,Northeast,Itasca,"31","146","0","26","20","24","0","31146026202400","3114602620",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1608.15643936000,161629.16250000001
"114357",120554.00000000000,"120554",120554.00000000000,Northeast,Itasca,"31","146","0","26","20","32","0","31146026203200","3114602620",NWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1608.94628479000,161787.09344699999
"114358",120555.00000000000,"120555",120555.00000000000,Northeast,Itasca,"31","146","0","26","21","11","0","31146026211100","3114602621",NENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1613.44627466000,162690.95755900000
"114359",120556.00000000000,"120556",120556.00000000000,Northeast,Itasca,"31","146","0","26","21","12","0","31146026211200","3114602621",NWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1615.05540199000,163018.37372800001
"114360",120557.00000000000,"120557",120557.00000000000,Northeast,Itasca,"31","146","0","26","21","13","0","31146026211300","3114602621",SWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1616.17480761000,163243.19619200000
"114361",120558.00000000000,"120558",120558.00000000000,Northeast,Itasca,"31","146","0","26","21","14","0","31146026211400","3114602621",SENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1614.56566488000,162915.75862700000
"114362",120559.00000000000,"120559",120559.00000000000,Northeast,Itasca,"31","146","0","26","21","21","0","31146026212100","3114602621",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1616.69358884000,163351.40352500000
"114363",120560.00000000000,"120560",120560.00000000000,Northeast,Itasca,"31","146","0","26","21","24","0","31146026212400","3114602621",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1617.81381324000,163576.40375800000
"114364",120561.00000000000,"120561",120561.00000000000,Northeast,Itasca,"31","146","0","26","21","31","0","31146026213100","3114602621",NESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1619.00817694000,163815.85267500000
"114365",120562.00000000000,"120562",120562.00000000000,Northeast,Itasca,"31","146","0","26","21","41","0","31146026214100","3114602621",NESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1615.70413658000,163143.80622599999
"114366",120563.00000000000,"120563",120563.00000000000,Northeast,Itasca,"31","146","0","26","21","42","0","31146026214200","3114602621",NWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1617.36988663000,163482.76746800001
"114367",120564.00000000000,"120564",120564.00000000000,Northeast,Itasca,"31","146","0","26","21","43","0","31146026214300","3114602621",SWSE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1618.49669635000,163707.78818700000
"114368",120565.00000000000,"120565",120565.00000000000,Northeast,Itasca,"31","146","0","26","21","44","0","31146026214400","3114602621",SESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1616.83089063000,163368.78738400000
"114369",120566.00000000000,"120566",120566.00000000000,Northeast,Itasca,"31","146","0","26","22","11","0","31146026221100","3114602622",NENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1597.41012206000,159435.48305400001
"114370",120567.00000000000,"120567",120567.00000000000,Northeast,Itasca,"31","146","0","26","22","12","0","31146026221200","3114602622",NWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1600.49024306000,160068.57554200001
"114371",120568.00000000000,"120568",120568.00000000000,Northeast,Itasca,"31","146","0","26","22","13","0","31146026221300","3114602622",SWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1604.10166354000,160790.28311200000
"114372",120569.00000000000,"120569",120569.00000000000,Northeast,Itasca,"31","146","0","26","22","14","0","31146026221400","3114602622",SENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1601.02217990000,160157.22207500000
"114373",120570.00000000000,"120570",120570.00000000000,Northeast,Itasca,"31","146","0","26","22","21","0","31146026222100","3114602622",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1603.61513577000,160707.37126399999
"114374",120571.00000000000,"120571",120571.00000000000,Northeast,Itasca,"31","146","0","26","22","22","0","31146026222200","3114602622",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1606.78387541000,161351.81298200000
"114375",120572.00000000000,"120572",120572.00000000000,Northeast,Itasca,"31","146","0","26","22","23","0","31146026222300","3114602622",SWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1610.39742917000,162074.05575000000
"114376",120573.00000000000,"120573",120573.00000000000,Northeast,Itasca,"31","146","0","26","22","24","0","31146026222400","3114602622",SENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1607.22872113000,161429.57720500001
"114377",120574.00000000000,"120574",120574.00000000000,Northeast,Itasca,"31","146","0","26","22","31","0","31146026223100","3114602622",NESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1610.92745610000,162166.68031900001
"114378",120575.00000000000,"120575",120575.00000000000,Northeast,Itasca,"31","146","0","26","22","32","0","31146026223200","3114602622",NWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1614.03995789000,162799.72167000000
"114379",120576.00000000000,"120576",120576.00000000000,Northeast,Itasca,"31","146","0","26","22","33","0","31146026223300","3114602622",SWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1617.67817945000,163522.16153000001
"114380",120577.00000000000,"120577",120577.00000000000,Northeast,Itasca,"31","146","0","26","22","34","0","31146026223400","3114602622",SESW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1614.56528032000,162888.99642700001
"114381",120578.00000000000,"120578",120578.00000000000,Northeast,Itasca,"31","146","0","26","22","41","0","31146026224100","3114602622",NESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1604.66355309000,160882.61014500001
"114426",120655.00000000000,"120655",120655.00000000000,Northeast,Itasca,"31","146","0","26","27","41","0","31146026274100","3114602627",NESE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1632.31235763000,166503.22089000000
"114665",121140.00000000000,"121140",121140.00000000000,Northeast,Itasca,"31","149","0","26","36","33","0","31149026363300","3114902636",SWSW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SCHOOL,"US: Congressional Grant, Patent, Deed, Etc.","1",U,,,Yes,Y,SCHOOL,BREM REC - NOT RESEARCHED,X,Yes,F93,F93,"1993",01-15-2024,1612.44927081000,158835.33539800000
"114829",120375.00000000000,"120375",120375.00000000000,Northeast,Itasca,"31","145","0","26","12","12","0","31145026121200","3114502612",NWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1622.48887945000,164503.85508000001
"114830",120376.00000000000,"120376",120376.00000000000,Northeast,Itasca,"31","145","0","26","12","13","0","31145026121300","3114502612",SWNE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1620.92284310000,164179.83584399999
"114831",120377.00000000000,"120377",120377.00000000000,Northeast,Itasca,"31","145","0","26","12","14","0","31145026121400","3114502612",SENE,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1622.59059351000,164523.30659200001
"114832",120378.00000000000,"120378",120378.00000000000,Northeast,Itasca,"31","145","0","26","12","21","0","31145026122100","3114502612",NENW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1620.85258904000,164165.88185800001
"114833",120379.00000000000,"120379",120379.00000000000,Northeast,Itasca,"31","145","0","26","12","22","0","31145026122200","3114502612",NWNW,forty/glot-level,40.00000000000,"100","1","1",40.00000000000,Fee Minerals,Finalized,TRUST FUND: SWAMP,"US: Congressional Grant, Patent, Deed, Etc.","3",U,,,Yes,Y,,,,,,,"0",01-15-2024,1619.24726051000,163833.61847900000
