objectid,quad,township,range,section_,county_cd,county_abr,county_nam,bene_cd,bene_abrev,parcel_lay,parcel_seq,legal_desc,acres,lin,block_id,globalid,Shape__Are,Shape__Len
416625,"4",6.000000000000000,22.000000000000000,"2","24",UINT,Uintah,"10",SCH,"4","1","LOTS 1(7.08), 2(7.09), 3(7.10), 4(7.12), S2NW4, SW4 [LOTS AKA N2N2]",268.389999999999986,4T6.0R22.0S2C24_B10PT0L4_SQ1,Asphalt Ridge Block,{2657F0E2-8CD2-4C2E-A80E-684D226602AD},1095015.794750589877367,5793.098842009624605
416626,"4",6.000000000000000,22.000000000000000,"3","24",UINT,Uintah,"10",SCH,"4","1","LOTS 1(7.31), 2(7.53), 3(7.75), 4(7.97), SE4NW4, S2SW4, SE4 [LOTS AKA N2N2]",310.560000000000002,4T6.0R22.0S3C24_B10PT0L4_SQ1,Asphalt Ridge Block,{3B3CC4A1-538E-448F-AAED-AFECD1B433A7},1271248.027600443689153,9064.145972054657250
416627,"4",6.000000000000000,22.000000000000000,"3","24",UINT,Uintah,"10",SCH,"4","2",S2NE4,80.000000000000000,4T6.0R22.0S3C24_B10PT0L4_SQ2,Asphalt Ridge Block,{33CFA79C-5B41-4E4E-A145-ED4992EB982A},327054.067499512049835,2428.125291763821679
416628,"4",6.000000000000000,22.000000000000000,"4","24",UINT,Uintah,"10",SCH,"4","1","LOTS 2(7.89), 3(7.79), 4(7.69), SW4NE4, S2NW4 [LOTS AKA NW4NE4, N2NW4]",143.370000000000005,4T6.0R22.0S4C24_B10PT0L4_SQ1,Asphalt Ridge Block,{76D62E8A-DD2F-415D-B0E3-2E3415B31627},581347.661599955405109,3389.663428584575286
416629,"4",6.000000000000000,22.000000000000000,"4","24",UINT,Uintah,"10",SCH,"4","2","LOT 1(7.99), S2 [LOT AKA NE4NE4]",327.990000000000009,4T6.0R22.0S4C24_B10PT0L4_SQ2,Asphalt Ridge Block,{D9291826-3A3B-4D6F-9AAD-AC2811C62D3B},1337418.673249779269099,5826.216270788721886
416630,"4",6.000000000000000,22.000000000000000,"5","24",UINT,Uintah,"10",SCH,"4","1","LOTS 1(7.62), 2(7.58), 3(7.54), 4(7.50), S2N2, S2 [ALL]",510.240000000000009,4T6.0R22.0S5C24_B10PT0L4_SQ1,Asphalt Ridge Block,{E18E861F-B03A-43F5-BAA8-9AF9BFA4E1F6},2050122.088150232797489,5774.651956585619700
416631,"4",6.000000000000000,22.000000000000000,"6","24",UINT,Uintah,"10",SCH,"4","1","LOTS 1(7.56), 2(7.72), 3(7.88), 4(8.55), 5(40.20), 6(41.09), 7(41.98), S2NE4, SE4NW4, E2SW4, SE4 [ALL]",514.980000000000018,4T6.0R22.0S6C24_B10PT0L4_SQ1,Asphalt Ridge Block,{EE81AA7D-AC5C-4B72-BC9D-CF89CFA3EF3D},2102929.719798926264048,5834.044461557874456
416632,"4",6.000000000000000,22.000000000000000,"7","24",UINT,Uintah,"10",SCH,"4","1","LOT 3(24.00), SW4NW4, NW4SW4 [LOT AKA PART OF SE4NW4]",104.000000000000000,4T6.0R22.0S7C24_B10PT0L4_SQ1,Asphalt Ridge Block,{FF35AB96-E10F-4E98-9A62-5EB446348ADD},421405.851899787317961,3056.945537940352551
416633,"4",6.000000000000000,22.000000000000000,"7","24",UINT,Uintah,"10",SCH,"4","2","NW4NE4, N2NW4",120.000000000000000,4T6.0R22.0S7C24_B10PT0L4_SQ2,Asphalt Ridge Block,{2FFEE55B-0DE9-4F28-81A6-976CD4622A73},484539.038900771760382,3227.818755488905936
416634,"4",6.000000000000000,22.000000000000000,"9","24",UINT,Uintah,"10",SCH,"4","1","LOTS 1(35.65), 2(26.60), 5(30.40), N2, N2SE4, SE4SE4 [LOTS AKA PART OF N2SW4, PART OF SW4SE4]",532.649999999999977,4T6.0R22.0S9C24_B10PT0L4_SQ1,Asphalt Ridge Block,{4C32230D-6495-4F8F-A160-043B5CE5C429},2200909.656649746932089,6162.120861154600789
