state,managing_agency,rights_type,state_enabling_act,activity,objectid,township,range,section,county,bene_cd,bene_abrev,legal_desc,acres
UT,Trust Lands Administration,Subsurface,304 Stat. 107-110 (1894),Oil and gas,406828,10,24,2,Uintah,10,SCH,"LOTS 1(40.61), 2(40.62), 3(40.62), 4(40.63), 6(6.58), S2NW4, SW4, S2SE4 [LOTS AKA N2N2, NE4SE4NE4]",489.060000000000002
UT,Trust Lands Administration,Subsurface,305 Stat. 107-110 (1894),Oil and gas,406829,10,24,36,Uintah,10,SCH,E2E2,160.000000000000000
UT,Trust Lands Administration,Subsurface,306 Stat. 107-110 (1894),Oil and gas,406830,10,25,2,Uintah,10,SCH,"LOTS 1(40.57), 2(40.54), 3(40.52), 4(40.49), S2N2, S2 [ALL]",642.120000000000005
UT,Trust Lands Administration,Subsurface,307 Stat. 107-110 (1894),Oil and gas,406831,10,25,16,Uintah,10,SCH,NE4,160.000000000000000
UT,Trust Lands Administration,Subsurface,308 Stat. 107-110 (1894),Oil and gas,406832,10,25,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,309 Stat. 107-110 (1894),Oil and gas,406833,10,25,36,Uintah,10,SCH,"LOTS 1(35.91), 2(35.94), 3(35.96), 4(35.99), W2W2 [ALL]",303.800000000000011
UT,Trust Lands Administration,Subsurface,310 Stat. 107-110 (1894),Oil and gas,407025,11,11,2,Duchesne,10,SCH,"LOTS 1(39.79), 2(39.88), 3(37.64), 4(32.63), S2N2 [LOTS AKA N2N2]",309.939999999999998
UT,Trust Lands Administration,Subsurface,311 Stat. 107-110 (1894),Oil and gas,407046,11,13,2,Duchesne,10,SCH,"LOTS 1(16.91), 2(8.57), 3(30.53), 4(41.47), 5(34.64), S2SW4 [ALL]",212.120000000000005
UT,Trust Lands Administration,Subsurface,312 Stat. 107-110 (1894),Oil and gas,407050,11,14,2,Duchesne,10,SCH,"LOTS 1(39.55), 2(39.76), 3(43.00), 4(21.62), 5(37.57), S2NE4, SE4NW4, NE4SW4, S2SW4, SE4 [ALL]",581.500000000000000
UT,Trust Lands Administration,Subsurface,313 Stat. 107-110 (1894),Oil and gas,407072,11,16,36,Duchesne,10,SCH,"N2, N2SW4, SW4SW4, SE4SE4",480.000000000000000
UT,Trust Lands Administration,Subsurface,314 Stat. 107-110 (1894),Oil and gas,407073,11,17,2,Duchesne,10,SCH,"PART OF LOT 2(12.99), LOTS 3(39.48), 4(39.44), PART OF SW4NE4(12.55), S2NW4, SW4, PART OF W2SE4(24.29) [LOTS AKA PART OF NW4NE4, N2NW4]",368.750000000000000
UT,Trust Lands Administration,Subsurface,315 Stat. 107-110 (1894),Oil and gas,407074,11,17,2,Uintah,10,SCH,"LOT 1(39.56), PART OF LOT 2(26.53), PART OF SW4NE4(27.45), SE4NE4, PART OF W2SE4(55.71), E2SE4 [LOTS AKA NE4NE4, PART OF NW4NE4]",269.250000000000000
UT,Trust Lands Administration,Subsurface,316 Stat. 107-110 (1894),Oil and gas,407075,11,17,16,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,317 Stat. 107-110 (1894),Oil and gas,407076,11,17,32,Duchesne,10,SCH,"N2N2, S2",480.000000000000000
UT,Trust Lands Administration,Subsurface,318 Stat. 107-110 (1894),Oil and gas,407077,11,17,32,Duchesne,10,SCH,S2N2,160.000000000000000
UT,Trust Lands Administration,Subsurface,319 Stat. 107-110 (1894),Oil and gas,407078,11,17,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,320 Stat. 107-110 (1894),Oil and gas,407079,11,18,2,Uintah,10,SCH,"LOT 3(39.80), SW4NW4, SW4, SW4SE4 [LOT AKA NW4NW4]",279.800000000000011
UT,Trust Lands Administration,Subsurface,321 Stat. 107-110 (1894),Oil and gas,407080,11,18,16,Uintah,10,SCH,"NW4, N2SW4, SW4SW4",280.000000000000000
UT,Trust Lands Administration,Subsurface,322 Stat. 107-110 (1894),Oil and gas,407081,11,18,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,323 Stat. 107-110 (1894),Oil and gas,407082,11,19,2,Uintah,10,SCH,"LOTS 1(36.93), 2(36.58), 3(36.23), 4(35.88), S2N2, S2 [ALL]",625.620000000000005
UT,Trust Lands Administration,Subsurface,324 Stat. 107-110 (1894),Oil and gas,407083,11,19,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,325 Stat. 107-110 (1894),Oil and gas,407084,11,19,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,326 Stat. 107-110 (1894),Oil and gas,407085,11,19,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,327 Stat. 107-110 (1894),Oil and gas,407086,11,20,2,Uintah,10,SCH,"LOTS 1(39.96), 2(39.99), 3(39.51), 4(39.04), S2N2, S2 [ALL]",638.500000000000000
UT,Trust Lands Administration,Subsurface,328 Stat. 107-110 (1894),Oil and gas,407087,11,20,16,Uintah,10,SCH,"ALL
",640.000000000000000
UT,Trust Lands Administration,Subsurface,329 Stat. 107-110 (1894),Oil and gas,407088,11,20,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,330 Stat. 107-110 (1894),Oil and gas,407089,11,20,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,331 Stat. 107-110 (1894),Oil and gas,407090,11,21,2,Uintah,10,SCH,"LOTS 1(37.69), 2(37.70), 3(37.72), 4(37.73), S2N2, S2 [ALL]",630.840000000000032
UT,Trust Lands Administration,Subsurface,332 Stat. 107-110 (1894),Oil and gas,407091,11,21,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,333 Stat. 107-110 (1894),Oil and gas,407092,11,21,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,334 Stat. 107-110 (1894),Oil and gas,407093,11,21,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,335 Stat. 107-110 (1894),Oil and gas,407094,11,22,2,Uintah,10,SCH,"LOTS 1(15.19), 2(15.16), 3(15.14), 4(15.11), 5(40.00), 6(40.00), 7(40.00), 8(40.00), S2N2, S2 [ALL]",700.600000000000023
UT,Trust Lands Administration,Subsurface,336 Stat. 107-110 (1894),Oil and gas,407095,11,22,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,337 Stat. 107-110 (1894),Oil and gas,407096,11,22,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,338 Stat. 107-110 (1894),Oil and gas,407097,11,22,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,339 Stat. 107-110 (1894),Oil and gas,407098,11,23,2,Uintah,10,SCH,"LOTS 1(18.11), 2(18.17), 3(18.23), 4(18.29), 5(40.00), 6(40.00), 7(40.00), 8(40.00), 9(38.60), 10(32.81), SW4NE4, S2NW4, SW4, W2SE4, SE4SE4 [ALL]",704.210000000000036
UT,Trust Lands Administration,Subsurface,340 Stat. 107-110 (1894),Oil and gas,407099,11,23,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,341 Stat. 107-110 (1894),Oil and gas,407100,11,23,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,342 Stat. 107-110 (1894),Oil and gas,407101,11,23,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,343 Stat. 107-110 (1894),Oil and gas,407102,11,24,2,Uintah,10,SCH,"LOTS 1(39.92), 2(39.94), 3(39.94), 4(39.96), S2N2, S2 [ALL]",639.759999999999991
UT,Trust Lands Administration,Subsurface,344 Stat. 107-110 (1894),Oil and gas,407103,11,24,16,Uintah,10,SCH,"LOTS 1(29.20), 2(37.71), S2NE4, N2NW4, SE4NW4, W2SW4, SE4SW4, NE4SE4, SW4SE4 [LOTS AKA PART OF N2NE4]",466.910000000000025
UT,Trust Lands Administration,Subsurface,345 Stat. 107-110 (1894),Oil and gas,407104,11,24,32,Uintah,10,SCH,"N2NE4, SE4NE4, W2, W2SE4, SE4SE4",560.000000000000000
UT,Trust Lands Administration,Subsurface,346 Stat. 107-110 (1894),Oil and gas,407105,11,24,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,347 Stat. 107-110 (1894),Oil and gas,407106,11,25,29,Uintah,10,SCH,N2 (A 4.865901% IN THE MINERAL INTEREST),15.570000000000000
UT,Trust Lands Administration,Subsurface,348 Stat. 107-110 (1894),Oil and gas,407107,11,25,32,Uintah,10,SCH,"LOTS 7(40.00), 8(26.82), 9(40.00), 10(40.00), 11(36.75), 12(30.54), 13(40.00), NE4, NE4NW4, S2SW4, E2SE4 [ALL, EXCEPT MINING CLAIM]",614.110000000000014
UT,Trust Lands Administration,Subsurface,349 Stat. 107-110 (1894),Oil and gas,407108,11,25,36,Uintah,10,SCH,"LOTS 1(16.26), 2(40.00), 3(40.00), 4(40.00), 5(40.00), 6(40.00), 7(40.00), 8(15.78), 9(15.65), 10(40.00), 11(40.00), 12(40.00), 13(40.00), 14(40.00), 15(40.00), 16(15.71), W2 [ALL]",863.399999999999977
UT,Trust Lands Administration,Subsurface,350 Stat. 107-110 (1894),Oil and gas,407321,12,17,2,Carbon,10,SCH,"LOTS 1(39.24), 2(39.24), 3(39.24), 4(39.24), S2 [ALL]",476.959999999999980
UT,Trust Lands Administration,Subsurface,351 Stat. 107-110 (1894),Oil and gas,407322,12,17,16,Carbon,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,352 Stat. 107-110 (1894),Oil and gas,407323,12,19,2,Uintah,10,SCH,"LOTS 1(40.36), 2(40.44), 3(40.52), 4(40.60), S2N2, S2 [ALL]",641.919999999999959
UT,Trust Lands Administration,Subsurface,353 Stat. 107-110 (1894),Oil and gas,407324,12,20,2,Uintah,10,SCH,"LOTS 1(39.99), 2(39.98), 3(39.98), 4(39.97), S2N2, S2 [ALL]",639.919999999999959
UT,Trust Lands Administration,Subsurface,354 Stat. 107-110 (1894),Oil and gas,407325,12,20,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,355 Stat. 107-110 (1894),Oil and gas,407326,12,20,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,356 Stat. 107-110 (1894),Oil and gas,407327,12,20,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,357 Stat. 107-110 (1894),Oil and gas,407328,12,21,2,Uintah,10,SCH,"LOTS 1(39.97), 2(40.04), 3(40.10), 4(40.17), S2N2, S2 [ALL]",640.279999999999973
UT,Trust Lands Administration,Subsurface,358 Stat. 107-110 (1894),Oil and gas,407329,12,21,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,359 Stat. 107-110 (1894),Oil and gas,407330,12,21,32,Uintah,10,SCH,N2,320.000000000000000
UT,Trust Lands Administration,Subsurface,360 Stat. 107-110 (1894),Oil and gas,407331,12,21,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,361 Stat. 107-110 (1894),Oil and gas,407332,12,22,2,Uintah,10,SCH,"LOTS 1(40.01), 2(40.05), 3(40.07), 4(40.11), S2N2, S2 [ALL]",640.240000000000009
UT,Trust Lands Administration,Subsurface,362 Stat. 107-110 (1894),Oil and gas,407333,12,22,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,363 Stat. 107-110 (1894),Oil and gas,407334,12,22,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,364 Stat. 107-110 (1894),Oil and gas,407335,12,22,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,365 Stat. 107-110 (1894),Oil and gas,407336,12,23,2,Uintah,10,SCH,"LOTS 1(39.63), 2(39.68), 3(39.74), 4(39.79), S2N2, S2 [ALL]",638.840000000000032
UT,Trust Lands Administration,Subsurface,366 Stat. 107-110 (1894),Oil and gas,407337,12,23,16,Uintah,10,SCH,"N2, NW4SW4",360.000000000000000
UT,Trust Lands Administration,Subsurface,367 Stat. 107-110 (1894),Oil and gas,407338,12,23,16,Uintah,10,SCH,"N2NE4SW4, SW4NE4SW4, N2SE4NE4SW4, NW4NW4SW4SW4, N2NE4SE4, SE4NE4SE4, N2NW4SE4, N2SW4NW4SE4, NW4SE4NW4SE4, NE4SE4SE4, N2SE4SE4SE4, SE4SE4SE4SE4
",112.500000000000000
UT,Trust Lands Administration,Subsurface,368 Stat. 107-110 (1894),Oil and gas,407339,12,23,32,Uintah,10,SCH,"W2W2, SE4SW4",200.000000000000000
UT,Trust Lands Administration,Subsurface,369 Stat. 107-110 (1894),Oil and gas,407340,12,23,32,Uintah,10,SCH,"W2W2NE4NW4, SE4SW4NE4NW4, W2SE4NW4, SW4SE4SE4NW4, W2E2NE4SW4, W2NE4SW4, S2S2SW4SE4, SW4SW4SE4SE4",77.500000000000000
UT,Trust Lands Administration,Subsurface,370 Stat. 107-110 (1894),Oil and gas,407341,12,23,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,371 Stat. 107-110 (1894),Oil and gas,407342,12,24,2,Uintah,10,SCH,"LOTS 1(40.04), 2(40.04), 3(40.04), 4(40.04), S2N2, S2 [ALL]",640.159999999999968
UT,Trust Lands Administration,Subsurface,372 Stat. 107-110 (1894),Oil and gas,407343,12,24,11,Uintah,10,SCH,S2SE4,80.000000000000000
UT,Trust Lands Administration,Subsurface,373 Stat. 107-110 (1894),Oil and gas,407344,12,24,12,Uintah,10,SCH,S2S2,160.000000000000000
UT,Trust Lands Administration,Subsurface,374 Stat. 107-110 (1894),Oil and gas,407345,12,24,13,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,375 Stat. 107-110 (1894),Oil and gas,407346,12,24,14,Uintah,10,SCH,E2,320.000000000000000
UT,Trust Lands Administration,Subsurface,376 Stat. 107-110 (1894),Oil and gas,407347,12,24,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,377 Stat. 107-110 (1894),Oil and gas,407348,12,24,23,Uintah,10,SCH,E2,320.000000000000000
UT,Trust Lands Administration,Subsurface,378 Stat. 107-110 (1894),Oil and gas,407349,12,24,24,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,379 Stat. 107-110 (1894),Oil and gas,407350,12,24,25,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,380 Stat. 107-110 (1894),Oil and gas,407351,12,24,26,Uintah,10,SCH,E2,320.000000000000000
UT,Trust Lands Administration,Subsurface,381 Stat. 107-110 (1894),Oil and gas,407352,12,24,28,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,382 Stat. 107-110 (1894),Oil and gas,407353,12,24,29,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,383 Stat. 107-110 (1894),Oil and gas,407354,12,24,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,384 Stat. 107-110 (1894),Oil and gas,407355,12,24,33,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,385 Stat. 107-110 (1894),Oil and gas,407356,12,24,34,Uintah,107,X111,"W2, W2SE4",400.000000000000000
UT,Trust Lands Administration,Subsurface,386 Stat. 107-110 (1894),Oil and gas,407357,12,24,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,387 Stat. 107-110 (1894),Oil and gas,407358,12,25,2,Uintah,10,SCH,"LOTS 1(40.10), 2(40.07), 3(40.03), 4(40.00), S2N2, S2 [ALL]",640.200000000000045
UT,Trust Lands Administration,Subsurface,388 Stat. 107-110 (1894),Oil and gas,407359,12,25,7,Uintah,10,SCH,S2S2,160.000000000000000
UT,Trust Lands Administration,Subsurface,389 Stat. 107-110 (1894),Oil and gas,407360,12,25,8,Uintah,10,SCH,S2S2,160.000000000000000
UT,Trust Lands Administration,Subsurface,390 Stat. 107-110 (1894),Oil and gas,407361,12,25,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,391 Stat. 107-110 (1894),Oil and gas,407362,12,25,17,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,392 Stat. 107-110 (1894),Oil and gas,407363,12,25,18,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,393 Stat. 107-110 (1894),Oil and gas,407364,12,25,19,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,394 Stat. 107-110 (1894),Oil and gas,407365,12,25,20,Uintah,10,SCH,"W2NE4, W2",400.000000000000000
UT,Trust Lands Administration,Subsurface,395 Stat. 107-110 (1894),Oil and gas,407366,12,25,29,Uintah,10,SCH,E2,320.000000000000000
UT,Trust Lands Administration,Subsurface,396 Stat. 107-110 (1894),Oil and gas,407367,12,25,29,Uintah,10,SCH,W2,320.000000000000000
UT,Trust Lands Administration,Subsurface,397 Stat. 107-110 (1894),Oil and gas,407368,12,25,30,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,398 Stat. 107-110 (1894),Oil and gas,407369,12,25,31,Uintah,10,SCH,E2,320.000000000000000
UT,Trust Lands Administration,Subsurface,399 Stat. 107-110 (1894),Oil and gas,407370,12,25,31,Uintah,107,X111,W2,320.000000000000000
UT,Trust Lands Administration,Subsurface,400 Stat. 107-110 (1894),Oil and gas,407371,12,25,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,401 Stat. 107-110 (1894),Oil and gas,407372,12,25,36,Uintah,10,SCH,"LOTS 1(56.78), 2(40.00), 3(40.00), 4(40.00), 5(40.00), 6(56.74), 7(56.70), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(56.66), W2 [ALL]",866.879999999999995
UT,Trust Lands Administration,Subsurface,402 Stat. 107-110 (1894),Oil and gas,407591,13,16,36,Carbon,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,403 Stat. 107-110 (1894),Oil and gas,407592,13,19,36,Uintah,10,SCH,"NE4, W2SE4",240.000000000000000
UT,Trust Lands Administration,Subsurface,404 Stat. 107-110 (1894),Oil and gas,407593,13,20,2,Uintah,10,SCH,"LOTS 1(40.15), 2(40.23), 3(40.29), 4(40.37), S2N2, S2 [ALL]",641.039999999999964
UT,Trust Lands Administration,Subsurface,405 Stat. 107-110 (1894),Oil and gas,407594,13,20,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,406 Stat. 107-110 (1894),Oil and gas,407595,13,20,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,407 Stat. 107-110 (1894),Oil and gas,407596,13,20,35,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,408 Stat. 107-110 (1894),Oil and gas,407597,13,20,36,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,409 Stat. 107-110 (1894),Oil and gas,407598,13,21,2,Uintah,10,SCH,"LOTS 1(40.60), 2(40.59), 3(40.59), 4(40.58), S2N2, S2 [ALL]",642.360000000000014
UT,Trust Lands Administration,Subsurface,410 Stat. 107-110 (1894),Oil and gas,407599,13,21,16,Uintah,10,SCH,E2E2,160.000000000000000
UT,Trust Lands Administration,Subsurface,411 Stat. 107-110 (1894),Oil and gas,407600,13,21,31,Uintah,107,X111,"LOTS 3(36.99), 4(37.22), E2, E2SW4 [LOTS AKA W2SW4]",474.209999999999980
UT,Trust Lands Administration,Subsurface,412 Stat. 107-110 (1894),Oil and gas,407601,13,21,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,413 Stat. 107-110 (1894),Oil and gas,407602,13,21,33,Uintah,107,X111,"S2N2, S2",480.000000000000000
UT,Trust Lands Administration,Subsurface,414 Stat. 107-110 (1894),Oil and gas,407603,13,21,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,415 Stat. 107-110 (1894),Oil and gas,407604,13,22,2,Uintah,10,SCH,"LOTS 1(40.08), 2(40.18), 3(40.26), 4(40.36), S2N2, S2 [ALL]",640.879999999999995
UT,Trust Lands Administration,Subsurface,416 Stat. 107-110 (1894),Oil and gas,407605,13,22,12,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,417 Stat. 107-110 (1894),Oil and gas,407606,13,22,13,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,418 Stat. 107-110 (1894),Oil and gas,407607,13,22,24,Uintah,10,SCH,SE4,160.000000000000000
UT,Trust Lands Administration,Subsurface,419 Stat. 107-110 (1894),Oil and gas,407608,13,22,25,Uintah,10,SCH,"NE4, S2",480.000000000000000
UT,Trust Lands Administration,Subsurface,420 Stat. 107-110 (1894),Oil and gas,407609,13,22,26,Uintah,10,SCH,SE4,160.000000000000000
UT,Trust Lands Administration,Subsurface,421 Stat. 107-110 (1894),Oil and gas,407610,13,22,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,422 Stat. 107-110 (1894),Oil and gas,407611,13,22,35,Uintah,10,SCH,E2,320.000000000000000
UT,Trust Lands Administration,Subsurface,423 Stat. 107-110 (1894),Oil and gas,407612,13,22,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,424 Stat. 107-110 (1894),Oil and gas,407613,13,23,2,Uintah,10,SCH,"LOTS 1(37.33), 2(37.51), 5(8.82), 6(1.93), S2NE4, SE4NE4NW4, N2NE4SE4NW4, SE4NE4SE4NW4, E2SE4SE4NW4, E2NE4NE4SW4, N2N2NE4SE4, N2NE4NW4SE4, W2NW4SE4, W2SW4SE4 [LOTS AKA N2NE4, NE4NE4NW4, NE4NW4NE4NW4]",248.090000000000003
UT,Trust Lands Administration,Subsurface,425 Stat. 107-110 (1894),Oil and gas,407614,13,23,5,Uintah,107,X111,"LOTS 2(39.02), 3(39.28), 4(39.53), 7(4.72), W2SW4NE4NE4, SW4NE4, W2NW4SE4NE4, SW4SE4NE4, S2NW4, SW4, W2NE4SE4, SW4SE4NE4SE4, W2SE4, W2NE4SE4SE4, W2SE4SE4, SE4SE4SE4 [LOTS AKA W2NW4NE4NE4, NW4NE4, N2NW4]",560.049999999999955
UT,Trust Lands Administration,Subsurface,426 Stat. 107-110 (1894),Oil and gas,407615,13,23,6,Uintah,107,X111,"LOTS 1(39.70), 6(35.52), 7(35.65), S2NE4, E2SW4, SE4 [LOTS AKA NE4NE4, W2SW4]",430.870000000000005
UT,Trust Lands Administration,Subsurface,427 Stat. 107-110 (1894),Oil and gas,407616,13,23,7,Uintah,107,X111,"LOTS 1(35.78), 2(35.88), 3(36.00), 4(36.10), E2, E2W2 [ALL]",623.759999999999991
UT,Trust Lands Administration,Subsurface,428 Stat. 107-110 (1894),Oil and gas,407617,13,23,8,Uintah,107,X111,"N2NE4, SW4NE4, N2SE4NE4, N2S2SE4NE4, NW4, NW4NE4NE4SW4, N2NW4NE4SW4, N2NE4NW4SW4, W2W2SW4, SW4NE4SW4SW4, W2SE4SW4SW4",370.000000000000000
UT,Trust Lands Administration,Subsurface,429 Stat. 107-110 (1894),Oil and gas,407618,13,23,9,Uintah,107,X111,"SW4SW4NW4NW4, W2NW4SW4NW4, NW4SW4SW4NW4",10.000000000000000
UT,Trust Lands Administration,Subsurface,430 Stat. 107-110 (1894),Oil and gas,407619,13,23,10,Uintah,107,X111,"NE4NE4SE4SE4	",2.500000000000000
UT,Trust Lands Administration,Subsurface,431 Stat. 107-110 (1894),Oil and gas,407620,13,23,11,Uintah,107,X111,"S2SW4NE4SW4, S2SE4NW4SW4, SW4SW4, W2SE4SW4",70.000000000000000
UT,Trust Lands Administration,Subsurface,432 Stat. 107-110 (1894),Oil and gas,407621,13,23,13,Uintah,107,X111,"NE4, E2E2NW4, NE4NE4SW4, S2NW4NE4SW4, S2NE4SW4, S2N2NW4SW4, S2NW4SW4, S2SW4, W2SE4",425.000000000000000
UT,Trust Lands Administration,Subsurface,433 Stat. 107-110 (1894),Oil and gas,407622,13,23,14,Uintah,107,X111,"W2NE4NW4, NW4NW4, NE4SW4NW4, E2NW4SW4NW4, E2SW4SW4NW4, SE4SW4NW4, W2SE4NW4, S2NE4NE4SW4, NW4NE4SW4, S2NE4SW4, E2NW4SW4, E2E2SW4SW4, SE4SW4, S2N2N2SE4, S2N2SE4, S2SE4",355.000000000000000
UT,Trust Lands Administration,Subsurface,434 Stat. 107-110 (1894),Oil and gas,407623,13,23,16,Uintah,10,SCH,"S2S2SW4SW4, NE4SE4SW4SW4, SW4SE4SW4, W2SE4SE4SW4",27.500000000000000
UT,Trust Lands Administration,Subsurface,435 Stat. 107-110 (1894),Oil and gas,407624,13,23,17,Uintah,107,X111,"NW4NE4NW4NW4, N2NW4NW4NW4, SW4NW4NW4NW4",10.000000000000000
UT,Trust Lands Administration,Subsurface,436 Stat. 107-110 (1894),Oil and gas,407625,13,23,17,Uintah,107,X111,SE4SE4SE4SE4,2.500000000000000
UT,Trust Lands Administration,Subsurface,437 Stat. 107-110 (1894),Oil and gas,407626,13,23,18,Uintah,107,X111,"LOTS 1(36.23), 2(36.36), 3(36.50), 5(29.91), N2NE4NE4, N2SW4NE4NE4, W2NE4, E2NW4, NE4SW4, N2SE4SW4, SW4SE4SW4, NW4SE4SE4SW4, SW4NW4NE4SE4, W2SW4NE4SE4, N2NW4SE4, NW4SW4NW4SE4, W2NW4SE4SE4, SW4SE4SE4 [LOTS AKA W2NW4, NW4SW4, PART OF SW4SW4]",441.500000000000000
UT,Trust Lands Administration,Subsurface,438 Stat. 107-110 (1894),Oil and gas,407627,13,23,19,Uintah,10,SCH,"LOTS 1(36.75), 2(36.85), 3(36.95), 4(37.05), W2NE4NE4, W2SE4NE4NE4, NW4NE4, W2NE4SE4NE4, W2SE4NE4, SE4SE4NE4, E2W2, SE4 [LOTS AKA W2W2]",567.600000000000023
UT,Trust Lands Administration,Subsurface,439 Stat. 107-110 (1894),Oil and gas,407628,13,23,20,Uintah,10,SCH,"SW4SW4NW4SW4, W2W2SW4SW4",12.500000000000000
UT,Trust Lands Administration,Subsurface,440 Stat. 107-110 (1894),Oil and gas,407629,13,23,20,Uintah,107,X111,"E2E2NE4NE4, NE4NE4SE4NE4, NE4NE4SW4SE4, S2NE4SW4SE4, SE4NW4SW4SE4, E2SW4SW4SE4, SE4SW4SE4, SE4SE4",77.500000000000000
UT,Trust Lands Administration,Subsurface,441 Stat. 107-110 (1894),Oil and gas,407630,13,23,21,Uintah,107,X111,"S2N2SW4NE4, S2SW4NE4, NE4SE4NE4, NE4NW4SE4NE4, S2NW4SE4NE4, S2SE4NE4, W2E2NE4NW4, W2NE4NW4, W2NW4, SE4NW4, NE4SW4, E2NW4SW4, N2NW4NW4SW4, SE4NW4NW4SW4, NE4SW4NW4SW4, S2SW4NW4SW4, S2SW4, SE4",532.500000000000000
UT,Trust Lands Administration,Subsurface,442 Stat. 107-110 (1894),Oil and gas,407631,13,23,22,Uintah,107,X111,"NE4NE4NE4NE4, S2NE4NE4NE4, S2NW4NE4NE4, S2NE4NE4, S2NE4NW4NE4, S2NW4NE4, S2NE4, NE4SW4NE4NW4, S2SW4NE4NW4, SE4NE4NW4, S2SE4NW4NW4, S2NW4, S2",560.000000000000000
