state,managing_agency,rights_type,state_enabling_act,activity,objectid,township,range,section,county,bene_cd,bene_abrev,aliquot,acres
UT,Trust Lands Administration,Subsurface,564 Stat. 107-110 (1894),Other Minerals,418461,15,21,35,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,565 Stat. 107-110 (1894),Other Minerals,418462,15,21,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,566 Stat. 107-110 (1894),Other Minerals,418463,15,22,2,Uintah,10,SCH,"LOTS 1(39.98), 2(39.92), 3(39.88), 4(39.82), S2N2, S2 [ALL]",639.600000000000023
UT,Trust Lands Administration,Subsurface,567 Stat. 107-110 (1894),Other Minerals,418464,15,22,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,568 Stat. 107-110 (1894),Other Minerals,418465,15,22,29,Uintah,107,X111,LOT 2(0.83) [AKA PART OF SW4SW4SW4],0.83
UT,Trust Lands Administration,Subsurface,569 Stat. 107-110 (1894),Other Minerals,418466,15,22,30,Uintah,107,X111,"LOTS 4(39.91), 6(2.29), 8(17.11), 10(23.66), 11(32.34), 14(11.80), SE4SW4 [LOTS AKA PART OF N2SW4, SW4SW4, PART OF W2SE4, PART OF SE4SE4]",167.110000000000014
UT,Trust Lands Administration,Subsurface,570 Stat. 107-110 (1894),Other Minerals,418467,15,22,31,Uintah,107,X111,"LOTS 1(39.95), 2(39.96), 3(39.98), 4(39.99), E2, E2W2 [ALL]",639.879999999999995
UT,Trust Lands Administration,Subsurface,571 Stat. 107-110 (1894),Other Minerals,418468,15,22,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,572 Stat. 107-110 (1894),Other Minerals,418469,15,22,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,573 Stat. 107-110 (1894),Other Minerals,418470,15,23,2,Uintah,10,SCH,"LOTS 1(40.58), 2(40.51), 3(40.43), 4(40.36), S2N2, S2 [ALL]",641.879999999999995
UT,Trust Lands Administration,Subsurface,574 Stat. 107-110 (1894),Other Minerals,418471,15,23,12,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,575 Stat. 107-110 (1894),Other Minerals,418472,15,23,13,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,576 Stat. 107-110 (1894),Other Minerals,418473,15,23,14,Uintah,107,X111,E2,320.000000000000000
UT,Trust Lands Administration,Subsurface,577 Stat. 107-110 (1894),Other Minerals,418474,15,23,16,Uintah,10,SCH,"NE4, NE4NW4, S2NW4, S2",600.000000000000000
UT,Trust Lands Administration,Subsurface,578 Stat. 107-110 (1894),Other Minerals,418475,15,23,21,Uintah,99,MULT,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,579 Stat. 107-110 (1894),Other Minerals,418476,15,23,22,Uintah,99,MULT,SW4,160.000000000000000
UT,Trust Lands Administration,Subsurface,580 Stat. 107-110 (1894),Other Minerals,418477,15,23,23,Uintah,107,X111,E2,320.000000000000000
UT,Trust Lands Administration,Subsurface,581 Stat. 107-110 (1894),Other Minerals,418478,15,23,24,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,582 Stat. 107-110 (1894),Other Minerals,418479,15,23,25,Uintah,107,X111,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,583 Stat. 107-110 (1894),Other Minerals,418480,15,23,26,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,584 Stat. 107-110 (1894),Other Minerals,418481,15,23,27,Uintah,10,SCH,"NE4, N2NW4, SE4NW4, S2",600.000000000000000
UT,Trust Lands Administration,Subsurface,585 Stat. 107-110 (1894),Other Minerals,418482,15,23,27,Uintah,99,MULT,SW4NW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,586 Stat. 107-110 (1894),Other Minerals,418483,15,23,28,Uintah,10,SCH,NE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,587 Stat. 107-110 (1894),Other Minerals,418484,15,23,28,Uintah,10,SCH,"NW4SE4, S2SE4",120.000000000000000
UT,Trust Lands Administration,Subsurface,588 Stat. 107-110 (1894),Other Minerals,418485,15,23,28,Uintah,99,MULT,"N2, SW4",480.000000000000000
UT,Trust Lands Administration,Subsurface,589 Stat. 107-110 (1894),Other Minerals,418486,15,23,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,590 Stat. 107-110 (1894),Other Minerals,418487,15,23,33,Uintah,10,SCH,NE4,160.000000000000000
UT,Trust Lands Administration,Subsurface,591 Stat. 107-110 (1894),Other Minerals,418488,15,23,33,Uintah,99,MULT,"W2, SE4",480.000000000000000
UT,Trust Lands Administration,Subsurface,592 Stat. 107-110 (1894),Other Minerals,418489,15,23,34,Uintah,10,SCH,"W2, SW4SE4",360.000000000000000
UT,Trust Lands Administration,Subsurface,593 Stat. 107-110 (1894),Other Minerals,418490,15,23,34,Uintah,10,SCH,"NE4, N2SE4, SE4SE4",280.000000000000000
UT,Trust Lands Administration,Subsurface,594 Stat. 107-110 (1894),Other Minerals,418491,15,23,35,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,595 Stat. 107-110 (1894),Other Minerals,418492,15,23,36,Uintah,10,SCH,"N2, SW4, N2SE4, SW4SE4",600.000000000000000
UT,Trust Lands Administration,Subsurface,596 Stat. 107-110 (1894),Other Minerals,418493,15,24,2,Uintah,10,SCH,"LOTS 1(40.65), 2(40.57), 3(40.51), 4(40.43), S2N2, S2 [ALL]",642.159999999999968
UT,Trust Lands Administration,Subsurface,597 Stat. 107-110 (1894),Other Minerals,418494,15,24,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,598 Stat. 107-110 (1894),Other Minerals,418495,15,24,18,Uintah,10,SCH,SE4SW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,599 Stat. 107-110 (1894),Other Minerals,418496,15,24,19,Uintah,107,X111,"LOTS 1(39.92), 2(39.91), 3(39.91), 4(39.90), NE4, SE4SW4, NE4SE4, S2SE4 [LOTS AKA W2W2]",479.639999999999986
UT,Trust Lands Administration,Subsurface,600 Stat. 107-110 (1894),Other Minerals,418497,15,24,19,Uintah,107,X111,"E2NW4, NE4SW4, NW4SE4",160.000000000000000
UT,Trust Lands Administration,Subsurface,601 Stat. 107-110 (1894),Other Minerals,418498,15,24,27,Uintah,10,SCH,SE4NW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,602 Stat. 107-110 (1894),Other Minerals,418499,15,24,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,603 Stat. 107-110 (1894),Other Minerals,418500,15,24,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,604 Stat. 107-110 (1894),Other Minerals,418501,15,25,2,Uintah,10,SCH,"LOTS 1(40.26), 2(40.38), 3(40.50), 4(40.62), S2N2, S2 [ALL]",641.759999999999991
UT,Trust Lands Administration,Subsurface,605 Stat. 107-110 (1894),Other Minerals,418502,15,25,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,606 Stat. 107-110 (1894),Other Minerals,418503,15,25,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,607 Stat. 107-110 (1894),Other Minerals,418504,15,25,33,Uintah,10,SCH,SW4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,608 Stat. 107-110 (1894),Other Minerals,418505,15,25,36,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,609 Stat. 107-110 (1894),Other Minerals,418506,15.500000000000000,21,32,Grand,10,SCH,"LOTS 1(32.80), 2(32.34), 3(31.84), 4(31.24), S2 [ALL]",448.220000000000027
UT,Trust Lands Administration,Subsurface,610 Stat. 107-110 (1894),Other Minerals,418508,15.500000000000000,21,33,Grand,10,SCH,"LOT 2(33.04), SE4 [LOT AKA SW4NE4]",193.039999999999992
UT,Trust Lands Administration,Subsurface,611 Stat. 107-110 (1894),Other Minerals,418511,15.500000000000000,21,34,Grand,10,SCH,"LOT 1(33.70), SE4 [LOT AKA SE4NE4]",193.699999999999989
UT,Trust Lands Administration,Subsurface,612 Stat. 107-110 (1894),Other Minerals,418512,15.500000000000000,21,35,Grand,10,SCH,"LOTS 1(33.76), 2(33.77), 3(33.77), 4(33.78), S2 [ALL]",455.079999999999984
UT,Trust Lands Administration,Subsurface,613 Stat. 107-110 (1894),Other Minerals,418513,15.500000000000000,21,36,Grand,10,SCH,"LOTS 3(33.85), 4(33.79), SW4, W2SE4 [LOTS AKA S2NW4]",307.639999999999986
UT,Trust Lands Administration,Subsurface,614 Stat. 107-110 (1894),Other Minerals,418514,15.500000000000000,22,31,Grand,10,SCH,"LOTS 2(34.18), 3(34.10), 4(28.98), 5(33.85), 6(33.62), E2SW4, SE4 [LOTS AKA SW4NE4, S2NW4, W2SW4]",404.730000000000018
UT,Trust Lands Administration,Subsurface,615 Stat. 107-110 (1894),Other Minerals,418515,15.500000000000000,22,31,Grand,10,SCH,LOT 1 [SE4NE4],34.259999999999998
UT,Trust Lands Administration,Subsurface,616 Stat. 107-110 (1894),Other Minerals,418516,15.500000000000000,22,32,Grand,10,SCH,"LOTS 1(34.26), 2(34.28), 3(34.28), 4(34.30), S2 [ALL]",457.120000000000005
UT,Trust Lands Administration,Subsurface,617 Stat. 107-110 (1894),Other Minerals,418517,15.500000000000000,22,33,Grand,10,SCH,"LOTS 1(34.57), 2(34.49), 3(34.39), 4(34.31), S2 [ALL]",457.759999999999991
UT,Trust Lands Administration,Subsurface,618 Stat. 107-110 (1894),Other Minerals,418531,15.500000000000000,25,32,Grand,10,SCH,"LOTS 1(31.84), 2(31.97), 3(32.09), 4(32.22), S2 [ALL]",448.120000000000005
UT,Trust Lands Administration,Subsurface,619 Stat. 107-110 (1894),Other Minerals,418532,15.500000000000000,25,36,Grand,10,SCH,"LOTS 1(29.99), 2(30.09), 3(30.19), 4(30.29), S2 [ALL]",440.560000000000002
UT,Trust Lands Administration,Subsurface,620 Stat. 107-110 (1894),Other Minerals,418533,15.500000000000000,26,32,Grand,10,SCH,"LOTS 1(28.99), 2(29.13), 3(29.27), 4(29.41), S2 [ALL]",436.800000000000011
UT,Trust Lands Administration,Subsurface,621 Stat. 107-110 (1894),Other Minerals,418777,16,18,32,Grand,10,SCH,"LOTS 1(46.02), 2(45.99), 3(45.95), 4(45.92), E2 [ALL]",503.879999999999995
UT,Trust Lands Administration,Subsurface,622 Stat. 107-110 (1894),Other Minerals,418778,16,18,36,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,623 Stat. 107-110 (1894),Other Minerals,418779,16,19,2,Grand,10,SCH,"LOTS 1(20.08), 2(20.22), 3(20.38), 4(20.52), 5(40.00), 6(40.00), 7(40.00), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(40.00), 13(40.00), 14(40.00), 15(40.00), 16(40.00), 17(40.00), 18(40.00), 19(40.00), 20(40.00), S2 [ALL]",1041.200000000000045
UT,Trust Lands Administration,Subsurface,624 Stat. 107-110 (1894),Other Minerals,418780,16,19,8,Grand,10,SCH,"SE4NW4, NE4SW4",80.000000000000000
UT,Trust Lands Administration,Subsurface,625 Stat. 107-110 (1894),Other Minerals,418781,16,19,16,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,626 Stat. 107-110 (1894),Other Minerals,418782,16,19,18,Grand,10,SCH,SW4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,627 Stat. 107-110 (1894),Other Minerals,418783,16,19,26,Grand,10,SCH,"SW4NE4, SE4NW4",80.000000000000000
UT,Trust Lands Administration,Subsurface,628 Stat. 107-110 (1894),Other Minerals,418784,16,19,32,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,629 Stat. 107-110 (1894),Other Minerals,418785,16,19,36,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,630 Stat. 107-110 (1894),Other Minerals,418786,16,20,2,Grand,10,SCH,"LOTS 1(21.17), 2(21.21), 3(21.23), 4(21.27), 5(40.00), 6(40.00), 7(40.00), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(40.00), 13(40.00), 14(40.00), 15(40.00), 16(40.00), 17(40.00), 18(40.00), 19(40.00), 20(40.00), S2 [ALL]",1044.880000000000109
UT,Trust Lands Administration,Subsurface,631 Stat. 107-110 (1894),Other Minerals,418787,16,20,16,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,632 Stat. 107-110 (1894),Other Minerals,418788,16,20,32,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,633 Stat. 107-110 (1894),Other Minerals,418789,16,20,35,Grand,10,SCH,"S2SW4, N2SE4, SW4SE4",200.000000000000000
UT,Trust Lands Administration,Subsurface,634 Stat. 107-110 (1894),Other Minerals,418790,16,20,36,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,635 Stat. 107-110 (1894),Other Minerals,418794,16,21,4,Grand,10,SCH,"LOTS 1(40.74), 2(40.78), S2NE4, SE4 [LOTS AKA N2NE4]",321.519999999999982
UT,Trust Lands Administration,Subsurface,636 Stat. 107-110 (1894),Other Minerals,418795,16,21,5,Grand,10,SCH,SW4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,637 Stat. 107-110 (1894),Other Minerals,418796,16,21,5,Grand,10,SCH,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,638 Stat. 107-110 (1894),Other Minerals,418797,16,21,8,Grand,10,SCH,"NE4NE4, S2NE4, NW4SE4, S2SE4",240.000000000000000
UT,Trust Lands Administration,Subsurface,639 Stat. 107-110 (1894),Other Minerals,418798,16,21,8,Grand,10,SCH,"NW4NE4, NE4SE4",80.000000000000000
UT,Trust Lands Administration,Subsurface,640 Stat. 107-110 (1894),Other Minerals,418803,16,21,17,Grand,10,SCH,"W2NE4, SE4NE4, SE4",280.000000000000000
UT,Trust Lands Administration,Subsurface,641 Stat. 107-110 (1894),Other Minerals,419032,17,17,2,Grand,10,SCH,"LOTS 1(40.23), 2(40.28), 3(40.34), 4(40.39), S2NW4, S2 [AKA N2N2]",561.240000000000009
UT,Trust Lands Administration,Subsurface,642 Stat. 107-110 (1894),Other Minerals,419033,17,17,16,Grand,10,SCH,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,643 Stat. 107-110 (1894),Other Minerals,419034,17,17,32,Grand,10,SCH,E2E2,160.000000000000000
UT,Trust Lands Administration,Subsurface,644 Stat. 107-110 (1894),Other Minerals,419035,17,19,2,Grand,10,SCH,"LOTS 1(39.72), 2(39.62), 3(39.54), 4(39.44), S2N2, S2 [ALL]",638.320000000000050
UT,Trust Lands Administration,Subsurface,645 Stat. 107-110 (1894),Other Minerals,419036,17,19,16,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,646 Stat. 107-110 (1894),Other Minerals,419037,17,19,31,Grand,10,SCH,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,647 Stat. 107-110 (1894),Other Minerals,419038,17,19,32,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,648 Stat. 107-110 (1894),Other Minerals,419039,17,19,36,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,649 Stat. 107-110 (1894),Other Minerals,419040,17,20,2,Grand,10,SCH,"LOTS 1(40.16), 2(40.08), 3(40.00), 4(39.92), S2N2, S2 [ALL]",640.159999999999968
UT,Trust Lands Administration,Subsurface,650 Stat. 107-110 (1894),Other Minerals,419041,17,20,3,Grand,10,SCH,"LOT 2(39.93), N2SW4 [LOT AKA NW4NE4]",119.930000000000007
UT,Trust Lands Administration,Subsurface,651 Stat. 107-110 (1894),Other Minerals,419042,17,20,3,Grand,10,SCH,LOT 1 [NE4NE4],39.890000000000001
UT,Trust Lands Administration,Subsurface,652 Stat. 107-110 (1894),Other Minerals,419043,17,20,3,Grand,10,SCH,SW4SW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,653 Stat. 107-110 (1894),Other Minerals,419044,17,20,4,Grand,10,SCH,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,654 Stat. 107-110 (1894),Other Minerals,419045,17,20,9,Grand,10,SCH,"E2NE4, NW4SE4",120.000000000000000
UT,Trust Lands Administration,Subsurface,655 Stat. 107-110 (1894),Other Minerals,419046,17,20,9,Grand,10,SCH,"SW4NE4, SW4SE4",80.000000000000000
UT,Trust Lands Administration,Subsurface,656 Stat. 107-110 (1894),Other Minerals,419052,17,20,16,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,657 Stat. 107-110 (1894),Other Minerals,419053,17,20,19,Grand,10,SCH,E2SE4,80.000000000000000
UT,Trust Lands Administration,Subsurface,658 Stat. 107-110 (1894),Other Minerals,419054,17,20,20,Grand,10,SCH,"NE4NW4, SW4NW4, NW4SW4",120.000000000000000
UT,Trust Lands Administration,Subsurface,659 Stat. 107-110 (1894),Other Minerals,419055,17,20,21,Grand,10,SCH,"E2NW4, W2SW4",160.000000000000000
UT,Trust Lands Administration,Subsurface,660 Stat. 107-110 (1894),Other Minerals,419062,17,20,32,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,661 Stat. 107-110 (1894),Other Minerals,419069,17,21,6,Grand,10,SCH,"LOTS 4(26.98), 5(31.66), 6(47.47), 7(40.00), 8(40.00), 9(47.66), 10(47.51), 11(40.00) [AKA W2W2 OF THE FAR W2, W2W2]",321.279999999999973
UT,Trust Lands Administration,Subsurface,662 Stat. 107-110 (1894),Other Minerals,419278,18,17,2,Grand,10,SCH,"LOTS 1(40.79), 2(40.72), 3(40.66), 4(40.59), S2N2, S2 [ALL]",642.759999999999991
UT,Trust Lands Administration,Subsurface,663 Stat. 107-110 (1894),Other Minerals,419279,18,17,16,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,664 Stat. 107-110 (1894),Other Minerals,419282,18,18,16,Grand,10,SCH,"LOTS 1(11.69), 2(9.28), 3(18.15), 4(16.75) [ALL]",55.869999999999997
UT,Trust Lands Administration,Subsurface,665 Stat. 107-110 (1894),Other Minerals,419285,18,19,2,Grand,10,SCH,"LOTS 1(39.43), 2(39.49), 3(39.55), 4(39.61), S2N2, S2 [ALL]",638.080000000000041
UT,Trust Lands Administration,Subsurface,666 Stat. 107-110 (1894),Other Minerals,419286,18,19,10,Grand,10,SCH,SE4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,667 Stat. 107-110 (1894),Other Minerals,419287,18,19,10,Grand,10,SCH,SE4NW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,668 Stat. 107-110 (1894),Other Minerals,419288,18,19,16,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,669 Stat. 107-110 (1894),Other Minerals,419289,18,19,22,Grand,10,SCH,SE4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,670 Stat. 107-110 (1894),Other Minerals,419290,18,19,23,Grand,10,SCH,"S2NW4, NW4SW4",120.000000000000000
UT,Trust Lands Administration,Subsurface,671 Stat. 107-110 (1894),Other Minerals,419291,18,19,24,Grand,10,SCH,NE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,672 Stat. 107-110 (1894),Other Minerals,419292,18,19,25,Grand,10,SCH,SW4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,673 Stat. 107-110 (1894),Other Minerals,419294,18,19,36,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,674 Stat. 107-110 (1894),Other Minerals,419298,18,20,6,Grand,10,SCH,SW4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,675 Stat. 107-110 (1894),Other Minerals,419306,18,20,16,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,676 Stat. 107-110 (1894),Other Minerals,419307,18,20,18,Grand,10,SCH,"N2NE4, SW4NE4, SE4NW4",160.000000000000000
UT,Trust Lands Administration,Subsurface,677 Stat. 107-110 (1894),Other Minerals,419308,18,20,18,Grand,10,SCH,NE4SW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,678 Stat. 107-110 (1894),Other Minerals,419309,18,20,19,Grand,10,SCH,NW4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,679 Stat. 107-110 (1894),Other Minerals,419320,18,20,28,Grand,10,SCH,"S2SW4, SE4SE4",120.000000000000000
UT,Trust Lands Administration,Subsurface,680 Stat. 107-110 (1894),Other Minerals,419321,18,20,30,Grand,10,SCH,"LOTS 3(39.72), 4(39.78) [AKA W2SW4]",79.500000000000000
UT,Trust Lands Administration,Subsurface,681 Stat. 107-110 (1894),Other Minerals,419322,18,20,32,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,682 Stat. 107-110 (1894),Other Minerals,419324,18,20,33,Grand,10,SCH,NW4,160.000000000000000
UT,Trust Lands Administration,Subsurface,683 Stat. 107-110 (1894),Other Minerals,419552,19,19,2,Grand,10,SCH,"LOTS 1(16.71), 2(17.01), 3(17.31), 4(17.61), 5(40.00), 6(40.00), 7(40.00), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(40.00), S2N2, S2 [ALL]",868.639999999999986
UT,Trust Lands Administration,Subsurface,684 Stat. 107-110 (1894),Other Minerals,419560,19,20,9,Grand,10,SCH,SE4SW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,685 Stat. 107-110 (1894),Other Minerals,419568,19,20,15,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,686 Stat. 107-110 (1894),Other Minerals,419569,19,20,16,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,687 Stat. 107-110 (1894),Other Minerals,419570,19,20,21,Grand,10,SCH,"N2, NE4SW4, NW4SE4",400.000000000000000
UT,Trust Lands Administration,Subsurface,688 Stat. 107-110 (1894),Other Minerals,422093,1,1,22,Uintah,10,SCH,NE4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,689 Stat. 107-110 (1894),Other Minerals,422094,1,1,22,Uintah,10,SCH,"NW4NE4, N2NW4, SE4NW4",160.000000000000000
UT,Trust Lands Administration,Subsurface,690 Stat. 107-110 (1894),Other Minerals,422095,1,1,22,Uintah,10,SCH,"S2NE4, N2SW4, SE4SW4, N2NE4SE4, NW4SE4",260.000000000000000
UT,Trust Lands Administration,Subsurface,691 Stat. 107-110 (1894),Other Minerals,422096,1,1,22,Uintah,10,SCH,"S2NE4SE4, SE4SE4",60.000000000000000
UT,Trust Lands Administration,Subsurface,692 Stat. 107-110 (1894),Other Minerals,422097,1,1,35,Uintah,10,SCH,NE4SW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,693 Stat. 107-110 (1894),Other Minerals,422098,1,1,36,Uintah,12,UNIV,PART OF SW4 [METES & BOUNDS],108.000000000000000
UT,Trust Lands Administration,Subsurface,694 Stat. 107-110 (1894),Other Minerals,422099,1,1,36,Uintah,12,UNIV,NW4,160.000000000000000
UT,Trust Lands Administration,Subsurface,695 Stat. 107-110 (1894),Other Minerals,422100,1,1,19,Duchesne,1,USU,"SE4NE4, NE4SW4, N2SE4",160.000000000000000
UT,Trust Lands Administration,Subsurface,696 Stat. 107-110 (1894),Other Minerals,422101,2,4,15,Duchesne,10,SCH,SW4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,697 Stat. 107-110 (1894),Other Minerals,422102,2,4,22,Duchesne,10,SCH,"NW4NE4, E2NW4",120.000000000000000
UT,Trust Lands Administration,Subsurface,698 Stat. 107-110 (1894),Other Minerals,422103,1,1,12,Uintah,10,SCH,SE4,160.000000000000000
UT,Trust Lands Administration,Subsurface,699 Stat. 107-110 (1894),Other Minerals,422104,1,1,15,Duchesne,6,NS,"NW4SW4, SW4NW4",80.000000000000000
UT,Trust Lands Administration,Subsurface,700 Stat. 107-110 (1894),Other Minerals,422105,1,1,18,Duchesne,10,SCH,"LOTS 1(40.32), 2(40.32), 3(40.50), E2NW4, NE4SW4, W2SE4, PART OF N2N2SW4SW4 [METES & BOUNDS] [AKA W2NW4, NW4SW4]",323.139999999999986
UT,Trust Lands Administration,Subsurface,701 Stat. 107-110 (1894),Other Minerals,422106,1,1,19,Duchesne,10,SCH,"W2SE4, SW4NE4",120.000000000000000
UT,Trust Lands Administration,Subsurface,702 Stat. 107-110 (1894),Other Minerals,422107,1,1,35,Uintah,10,SCH,"S2NE4, N2SE4, SE4SE4",200.000000000000000
UT,Trust Lands Administration,Subsurface,703 Stat. 107-110 (1894),Other Minerals,422108,1,1,35,Uintah,12,UNIV,E2NW4,80.000000000000000
UT,Trust Lands Administration,Subsurface,704 Stat. 107-110 (1894),Other Minerals,422109,1,2,10,Duchesne,5,MH,"SW4NE4, E2NW4, SW4NW4",160.000000000000000
UT,Trust Lands Administration,Subsurface,705 Stat. 107-110 (1894),Other Minerals,422110,1,2,10,Duchesne,10,SCH,"SE4NE4, NE4SE4",80.000000000000000
UT,Trust Lands Administration,Subsurface,706 Stat. 107-110 (1894),Other Minerals,422111,1,2,11,Duchesne,10,SCH,SW4NW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,707 Stat. 107-110 (1894),Other Minerals,422112,1,2,22,Duchesne,10,SCH,S2SE4,80.000000000000000
UT,Trust Lands Administration,Subsurface,708 Stat. 107-110 (1894),Other Minerals,422113,1,2,23,Duchesne,10,SCH,"NE4SW4, PART OF SE4SW4, NW4SE4 [METES & BOUNDS]",115.000000000000000
UT,Trust Lands Administration,Subsurface,709 Stat. 107-110 (1894),Other Minerals,422114,1,2,24,Duchesne,5,MH,NE4,160.000000000000000
UT,Trust Lands Administration,Subsurface,710 Stat. 107-110 (1894),Other Minerals,422115,1,2,27,Duchesne,1,USU,N2NW4,80.000000000000000
UT,Trust Lands Administration,Subsurface,711 Stat. 107-110 (1894),Other Minerals,422116,1,2,27,Duchesne,10,SCH,PART OF N2NE4 [METES & BOUNDS],76.000000000000000
UT,Trust Lands Administration,Subsurface,712 Stat. 107-110 (1894),Other Minerals,422117,1,2,35,Duchesne,8,SYDC,E2NW4,80.000000000000000
UT,Trust Lands Administration,Subsurface,713 Stat. 107-110 (1894),Other Minerals,422118,1,2,35,Duchesne,11,SM,N2S2,160.000000000000000
UT,Trust Lands Administration,Subsurface,714 Stat. 107-110 (1894),Other Minerals,422119,1,3,8,Duchesne,12,UNIV,"SW4NE4, PART OF NE4SW4 [METES & BOUNDS]",77.000000000000000
UT,Trust Lands Administration,Subsurface,715 Stat. 107-110 (1894),Other Minerals,422120,1,4,3,Duchesne,10,SCH,SE4NW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,716 Stat. 107-110 (1894),Other Minerals,422121,1,4,3,Duchesne,10,SCH,SW4NW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,717 Stat. 107-110 (1894),Other Minerals,422122,1,4,7,Duchesne,10,SCH,"LOTS 1(36.60), 2(36.36) [AKA W2NW4]",72.959999999999994
UT,Trust Lands Administration,Subsurface,718 Stat. 107-110 (1894),Other Minerals,422123,1,4,17,Duchesne,10,SCH,W2SE4,80.000000000000000
UT,Trust Lands Administration,Subsurface,719 Stat. 107-110 (1894),Other Minerals,422124,1,4,18,Duchesne,4,IB,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,720 Stat. 107-110 (1894),Other Minerals,422125,1,4,19,Duchesne,4,IB,NE4NE4,40.000000000000000
