objectid,state,managing_agency,rights_type,state_enabling_act,comboown,activity,aliquot,acres,township,township,townd,range,section,county,benemin,gis_acres,trust_name
1448610,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(39.02), 3(39.28), 4(39.53), 7(4.72), W2SW4NE4NE4, SW4NE4, W2NW4SE4NE4, SW4SE4NE4, S2NW4, SW4, W2NE4SE4, SW4SE4NE4SE4, W2SE4, W2NE4SE4SE4, W2SE4SE4, SE4SE4SE4 [LOTS AKA W2NW4NE4NE4, NW4NE4, N2NW4]",560.05,13S,13,S,23E,5,Uintah,X111,560.447,Recreation Exchange
1448631,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2NW4, N2SW4",160,3S,3,S,1W,4,Duchesne,SCH,159.874,Public Schools
1448635,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2,320,10S,10,S,22E,19,Uintah,SCH,320.409,Public Schools
1448647,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","PART OF LOT 3(5.76), LOT 4(39.97), SW4NW4, PART OF SE4NW4 (6.26), PART OF E2SW4 (12.16), W2SW4 [AKA PART OF NE4NW4, NW4NW4]",184.15,10S,10,S,17E,2,Duchesne,SCH,209.434,Public Schools
1448654,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF TRACT 47 [AKA PART OF E2NE4],48.22,6S,6,S,19E,16,Uintah,UNIV,41.673,University of Utah
1448692,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","PART OF TRACT 44, LESS ROW [AKA PART OF S2SW4, PART OF SE4]",125.63,6S,6,S,19E,10,Uintah,UNIV,123.712,University of Utah
1448700,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2N2, S2",480,15S,15,S,21E,32,Uintah,SCH,480.999,Public Schools
1448704,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 4 [SW4SW4],39.97,5S,5,S,22E,31,Uintah,SCH,39.878,Public Schools
1448744,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART SE4 [METES & BOUNDS],141.5,2S,2,S,1W,28,Duchesne,UNIV,142.712,University of Utah
1448759,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,20E,32,Uintah,SCH,638.29,Public Schools
1448766,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF NW4 [METES & BOUNDS],82.98,2S,2,S,1E,6,Uintah,NS,84.972,Teaching Colleges at Public Universities
1448780,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(44.59), 4(10.10), 5(24.48), 6(39.32), 7(4.54), 10(6.01), N2SE4 [LOTS AKA E2SW4, S2SE4]",209.04,9S,9,S,24E,24,Uintah,SCH,211.134,Public Schools
1448783,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,18S,18,S,20E,16,Grand,SCH,620.043,Public Schools
1448794,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4SW4NW4,10,14S,14,S,21E,10,Uintah,X111,9.965,Recreation Exchange
1448817,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4,160,3S,3,S,1W,18,Duchesne,SYDC,160.132,Juvenile Justice Services
1448832,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(38.00), 4(28.50), 5(10.50), E2, NW4NW4, E2W2 [ALL]",597,8S,8,S,20E,16,Uintah,SCH,618.763,Public Schools
1448863,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2N2,160,3S,3,S,1W,11,Uintah,UNIV,159.862,University of Utah
1448871,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,18S,18,S,17E,16,Grand,SCH,637.907,Public Schools
1448879,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(18.11), 2(18.17), 3(18.23), 4(18.29), 5(40.00), 6(40.00), 7(40.00), 8(40.00), 9(38.60), 10(32.81), SW4NE4, S2NW4, SW4, W2SE4, SE4SE4 [ALL]",704.21,11S,11,S,23E,2,Uintah,SCH,706.769,Public Schools
1448892,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.14), 2(40.21), 3(40.29), 4(40.36), S2N2, S2 [ALL]",641,14S,14,S,19E,2,Uintah,SCH,636.231,Public Schools
1448912,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 1(7.99), S2 [LOT AKA NE4NE4]",327.99,6S,6,S,22E,4,Uintah,SCH,330.606,Public Schools
1448936,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF N2N2SW4 [METES & BOUNDS],26.25,2S,2,S,1W,22,Duchesne,RES,26.273,Reservoirs
1448966,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, N2NW4, SE4NW4, NE4SE4",320,6S,6,S,21E,32,Uintah,SCH,324.447,Public Schools
1448968,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(7.62), 2(7.58), 3(7.54), 4(7.50), S2N2, S2 [ALL]",510.24,6S,6,S,22E,5,Uintah,SCH,506.79,Public Schools
1448969,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,24E,36,Uintah,SCH,640.804,Public Schools
1448989,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4NW4, W2SW4",120,2S,2,S,1E,4,Uintah,SCH,119.746,Public Schools
1449045,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,22E,32,Uintah,SCH,642.072,Public Schools
1449082,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,8S,8,S,18E,32,Uintah,SCH,648.651,Public Schools
1449093,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 3 [AKA PART OF NW4NW4],15.72,8S,8,S,21E,5,Uintah,SCH,15.938,Public Schools
1449153,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,18S,18,S,19E,16,Grand,SCH,619.88,Public Schools
1449166,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,7S,7,S,23E,32,Uintah,SCH,638.619,Public Schools
1449173,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2NE4,80,2S,2,S,1W,7,Duchesne,IB,79.349,Utah Schools for the Blind
1449177,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,23E,32,Uintah,SCH,639.063,Public Schools
1449195,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(44.91), 2(45.46), 3(46.00), 4(38.49), 5(36.09), 6(38.84), E2SW4, SE4 [ALL]",489.79,6S,6,S,21E,2,Uintah,SCH,491.862,Public Schools
1449225,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,24E,36,Uintah,SCH,638.368,Public Schools
1449235,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.60), 2(40.59), 3(40.59), 4(40.58), S2N2, S2 [ALL]",642.36,13S,13,S,21E,2,Uintah,SCH,641.596,Public Schools
1449245,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2N2, SE4NW4, S2SW4",280,9S,9,S,24E,16,Uintah,SCH,280.279,Public Schools
1449262,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.77), 2(40.70), 3(40.64), 4(40.57), 5(39.92), 6(2.28), 7(15.45), 8(39.92), S2N2, N2S2, SE4SE4 [ALL]",620.25,10S,10,S,22E,2,Uintah,SCH,625.357,Public Schools
1449271,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4SW4,40,3S,3,S,2W,1,Duchesne,SCH,40.185,Public Schools
1449272,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,20E,32,Uintah,SCH,633.554,Public Schools
1449289,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.87), 2(39.83), 3(39.81), 4(39.77), S2N2, S2 [ALL]",639.28,14S,14,S,25E,2,Uintah,SCH,639.577,Public Schools
1449330,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,6S,6,S,20E,16,Uintah,SCH,654.55,Public Schools
1449344,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2NW4, S2",400,6S,6,S,22E,16,Uintah,SCH,398.229,Public Schools
1449351,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4NW4,40,1S,1,S,4W,3,Duchesne,SCH,40.775,Public Schools
1449358,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.58), 2(40.52), 3(40.48), 4(40.42), S2N2, S2 [ALL]",642,8S,8,S,21E,2,Uintah,SCH,650.907,Public Schools
1449371,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2, SW4",480,9S,9,S,21E,16,Uintah,SCH,481.563,Public Schools
1449381,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(42.28), 2(42.28), S2NE4 [LOTS AKA N2NE4]",164.56,10S,10,S,21E,4,Uintah,SCH,163.418,Public Schools
1449393,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4NE4, E2NW4",120,2N,2,N,4W,22,Duchesne,SCH,117.521,Public Schools
1449396,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,23E,36,Uintah,SCH,639.684,Public Schools
1449406,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.98), 2(39.92), 3(39.88), 4(39.82), S2N2, S2 [ALL]",639.6,15S,15,S,22E,2,Uintah,SCH,637.067,Public Schools
1449429,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,24E,28,Uintah,X111,640.05,Recreation Exchange
1449438,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.75), 2(40.97), 3(41.02), 4(40.76), E2, E2W2 [ALL]",643.5,10S,10,S,21E,19,Uintah,SCH,651.306,Public Schools
1449441,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,25E,30,Uintah,SCH,630.352,Public Schools
1449473,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.92), 2(39.91), 3(39.91), 4(39.90), NE4, SE4SW4, NE4SE4, S2SE4 [LOTS AKA W2W2]",479.64,15S,15,S,24E,19,Uintah,X111,479.869,Recreation Exchange
1449476,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 1(30.32), NW4NE4, S2NE4, NW4, S2 [ALL]",630.32,8S,8,S,18E,36,Uintah,SCH,630.612,Public Schools
1449542,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4,160,2S,2,S,2W,24,Duchesne,SYDC,162.318,Juvenile Justice Services
1449570,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4SW4,40,17S,17,S,20E,3,Grand,SCH,39.713,Public Schools
1449572,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4NE4, NW4",200,3S,3,S,1E,23,Salt Lake,SCH,201.473,Public Schools
1449581,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 1 [NE4NW4],39.02,6S,6,S,21E,28,Uintah,DEAF,39.382,Utah Schools for the Deaf
1449593,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(45.11), 2(44.84), 3(44.58), 4(44.31), N2, N2S2 [ALL]",658.84,5S,5,S,20E,32,Uintah,SCH,657.792,Public Schools
1449624,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,16S,16,S,19E,32,Grand,SCH,618.192,Public Schools
1449630,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.18), 2(40.30), 3(40.42), 4(40.54), S2N2, S2 [ALL]",641.44,14S,14,S,21E,2,Uintah,SCH,639.178,Public Schools
1449644,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SW4,40,15S,15,S,24E,18,Uintah,SCH,39.945,Public Schools
1449649,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,25E,32,Uintah,SCH,638.182,Public Schools
1449652,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(35.91), 2(35.94), 3(35.96), 4(35.99), W2W2 [ALL]",303.8,10S,10,S,25E,36,Uintah,SCH,291.565,Public Schools
1449690,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(42.90), 2(42.62), 3(42.34), 4(42.06), S2N2, S2 [ALL]",649.92,10S,10,S,21E,2,Uintah,SCH,663.907,Public Schools
1449710,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2NE4, NE4SE4",120,2S,2,S,1W,8,Duchesne,USH,119.32,Utah State Hospital
1449718,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,16S,16,S,20E,32,Grand,SCH,621.863,Public Schools
1449744,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,25E,32,Uintah,SCH,642.507,Public Schools
1449747,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,24E,29,Uintah,X111,640.23,Recreation Exchange
1449756,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.95), 2(39.85), 3(39.75), 4(39.65), N2, N2S2 [ALL]",639.2,9S,9,S,21E,36,Uintah,SCH,638.226,Public Schools
1449761,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,17S,17,S,20E,16,Grand,SCH,625.142,Public Schools
1449763,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 4 [PART OF SW4NE4],34,6S,6,S,21E,27,Uintah,SCH,34.528,Public Schools
1449803,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4NE4,40,7S,7,S,20E,32,Uintah,SCH,42.023,Public Schools
1449829,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.28), 2(40.35), 3(40.43), 4(23.68), 5(36.33), S2NE4, SE4NW4, S2 [ALL]",621.07,9S,9,S,15E,2,Duchesne,SCH,625.736,Public Schools
1449842,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,25E,16,Uintah,SCH,639.627,Public Schools
1449848,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,21E,28,Uintah,SCH,649.932,Public Schools
1449859,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4NE4,40,18S,18,S,20E,6,Grand,SCH,39.452,Public Schools
1449870,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.07), 2(40.06), PART OF LOT 3(33.11), S2NE4, PART OF SE4NW4 (34.51), PART OF E2SW4 (68.46), SE4 [LOTS AKA N2NE4, PART OF NE4NW4]",456.21,9S,9,S,17E,2,Uintah,SCH,445.291,Public Schools
1449895,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,7S,7,S,22E,36,Uintah,SCH,636.774,Public Schools
1449903,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF N2N2SE4SW4 [THAT PORTION LYING NORTH AND EAST OF THE GRAY MOUNTAIN CANAL],10,4S,4,S,3W,10,Duchesne,SCH,6.242,Public Schools
1449906,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2N2SW4SW4, S2SW4SW4",30,4S,4,S,2W,1,Duchesne,USH,30.107,Utah State Hospital
1449921,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2, N2SW4",400,8S,8,S,21E,36,Uintah,SCH,406.912,Public Schools
1449932,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,8S,8,S,21E,16,Uintah,SCH,658.018,Public Schools
1449962,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(47.72), 2(20.51), 3(35.58), 4(36.04), 5(38.69), 6(49.21), 7(21.76), 8(10.61), 9(37.58), 10(4.64), SE4NW4, SW4, N2SE4 [ALL, EXCEPT MINING CLAIMS]",582.34,9S,9,S,25E,32,Uintah,SCH,583.202,Public Schools
1449968,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.62), 2(40.61), 3(40.61), 4(40.60), 5(38.86), S2NE4, SE4NW4, N2SW4, N2S2SW4, SW4SW4SW4, W2SE4SW4SW4, SE4SE4SW4, SE4 [LOTS AKA N2N2, SW4NW4]",626.3,10S,10,S,24E,1,Uintah,SCH,620.34,Public Schools
1450004,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF SW4SW4 [METES & BOUNDS],29,4S,4,S,6W,3,Duchesne,SCH,25.041,Public Schools
1450008,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4, NW4SW4",200,7S,7,S,20E,32,Uintah,SCH,209.683,Public Schools
1450027,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.10), 3(10.20), 8(1.50), 9(3.50), NE4SW4 [LOTS AKA SW4NW4, PART OF S2SW4SE4, PART OF SE4SE4]",94.3,6S,6,S,21E,32,Uintah,SCH,96.56,Public Schools
1450041,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","PART OF SE4NW4, PART OF NE4SW4 [METES & BOUNDS]",58,1S,1,S,7W,32,Duchesne,IB,58.182,Utah Schools for the Blind
1450065,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,22E,25,Uintah,SCH,639.198,Public Schools
1450069,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF SW4 [METES & BOUNDS],108,1N,1,N,1E,36,Uintah,UNIV,108.439,University of Utah
1450111,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4NW4,40,14S,14,S,21E,10,Uintah,X111,40.101,Recreation Exchange
