state,managing_agency,rights_type,state_enabling_act,objectid,township,range,section,county,bene_cd,bene_abrev,aliquot,acres
UT,Trust Lands Administration,Surface,199 Stat. 107-110 (1894),292353,10,17,32,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,200 Stat. 107-110 (1894),292362,10,21,31,Uintah,10,SCH,SE4,160.000000000000000
UT,Trust Lands Administration,Surface,201 Stat. 107-110 (1894),292367,10,20,24,Uintah,10,SCH,SE4NW4,40.000000000000000
UT,Trust Lands Administration,Surface,202 Stat. 107-110 (1894),292372,10,22,12,Uintah,10,SCH,SW4,160.000000000000000
UT,Trust Lands Administration,Surface,203 Stat. 107-110 (1894),292375,9,21,35,Uintah,10,SCH,LOT 3 (SE4SW4),41.130000000000003
UT,Trust Lands Administration,Surface,204 Stat. 107-110 (1894),292389,6,24,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,205 Stat. 107-110 (1894),292404,9,21,34,Uintah,10,SCH,"LOTS 1(42.45), 2(42.91), 3(43.33), 4(43.70), N2, N2S2 [ALL]",652.389999999999986
UT,Trust Lands Administration,Surface,206 Stat. 107-110 (1894),292408,9,25,33,Uintah,10,SCH,SE4NW4,40.000000000000000
UT,Trust Lands Administration,Surface,207 Stat. 107-110 (1894),292413,10,18,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,208 Stat. 107-110 (1894),292443,14,23,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,209 Stat. 107-110 (1894),292470,8,19,32,Uintah,10,SCH,ALL,26.120000000000001
UT,Trust Lands Administration,Surface,210 Stat. 107-110 (1894),292485,9,25,20,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,211 Stat. 107-110 (1894),292491,9,23,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,212 Stat. 107-110 (1894),292522,14,21,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,213 Stat. 107-110 (1894),292528,10,20,24,Uintah,10,SCH,NW4SW4,40.000000000000000
UT,Trust Lands Administration,Surface,214 Stat. 107-110 (1894),292532,10,21,4,Uintah,10,SCH,S2NE4,80.000000000000000
UT,Trust Lands Administration,Surface,215 Stat. 107-110 (1894),292533,11,22,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,216 Stat. 107-110 (1894),292561,10,17,16,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,217 Stat. 107-110 (1894),292562,6,22,6,Uintah,10,SCH,LOT 7 (SW4SW4),40.000000000000000
UT,Trust Lands Administration,Surface,218 Stat. 107-110 (1894),292575,10,21,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,219 Stat. 107-110 (1894),292578,9,21,35,Uintah,10,SCH,N2SE4,80.000000000000000
UT,Trust Lands Administration,Surface,220 Stat. 107-110 (1894),292585,6,21,2,Uintah,10,SCH,"LOTS 1(44.91), 2(45.46), 3(46.00), 4(38.49), 5(36.09), 6(38.84), E2SW4, SE4 [ALL]",489.790000000000020
UT,Trust Lands Administration,Surface,221 Stat. 107-110 (1894),292590,15,24,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,222 Stat. 107-110 (1894),292599,6,22,6,Uintah,10,SCH,LOT 6 (NW4SW4),40.000000000000000
UT,Trust Lands Administration,Surface,223 Stat. 107-110 (1894),292622,10,20,24,Uintah,10,SCH,S2SW4,80.000000000000000
UT,Trust Lands Administration,Surface,224 Stat. 107-110 (1894),292626,10,22,13,Uintah,10,SCH,NW4,160.000000000000000
UT,Trust Lands Administration,Surface,225 Stat. 107-110 (1894),292645,6,20,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,226 Stat. 107-110 (1894),292680,8,23,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,227 Stat. 107-110 (1894),292681,10,21,31,Uintah,10,SCH,LOT 2,40.680000000000000
UT,Trust Lands Administration,Surface,228 Stat. 107-110 (1894),292682,10,21,20,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,229 Stat. 107-110 (1894),292686,9,18,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,230 Stat. 107-110 (1894),292709,5,22,33,Uintah,10,SCH,SW4,160.000000000000000
UT,Trust Lands Administration,Surface,231 Stat. 107-110 (1894),292715,9,22,31,Uintah,10,SCH,LOT 3,28.059999999999999
UT,Trust Lands Administration,Surface,232 Stat. 107-110 (1894),292728,6,22,9,Uintah,10,SCH,W2NE4,80.000000000000000
UT,Trust Lands Administration,Surface,233 Stat. 107-110 (1894),292734,6,22,9,Uintah,10,SCH,SE4NE4,40.000000000000000
UT,Trust Lands Administration,Surface,234 Stat. 107-110 (1894),292739,1,10,9,Wasatch,10,SCH,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Surface,235 Stat. 107-110 (1894),292745,10,22,10,Uintah,10,SCH,NE4NW4,40.000000000000000
UT,Trust Lands Administration,Surface,236 Stat. 107-110 (1894),292752,9,21,26,Uintah,10,SCH,N2NW4,80.000000000000000
UT,Trust Lands Administration,Surface,237 Stat. 107-110 (1894),292770,10,21,1,Uintah,10,SCH,LOT 1 (NE4NE4),42.520000000000003
UT,Trust Lands Administration,Surface,238 Stat. 107-110 (1894),292772,15,25,36,Grand,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,239 Stat. 107-110 (1894),292785,10,22,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,240 Stat. 107-110 (1894),292786,9,18,2,Uintah,10,SCH,ALL,640.399999999999977
UT,Trust Lands Administration,Surface,241 Stat. 107-110 (1894),292795,9,25,30,Uintah,10,SCH,LOT 14 (S2SE4SE4),16.890000000000001
UT,Trust Lands Administration,Surface,242 Stat. 107-110 (1894),292808,10,21,19,Uintah,10,SCH,NE4,160.000000000000000
UT,Trust Lands Administration,Surface,243 Stat. 107-110 (1894),292840,9,21,26,Uintah,10,SCH,N2NE4,80.000000000000000
UT,Trust Lands Administration,Surface,244 Stat. 107-110 (1894),292841,6,22,5,Uintah,10,SCH,LOT 2 (S2S2NW4NE4),7.560000000000000
UT,Trust Lands Administration,Surface,245 Stat. 107-110 (1894),292860,10,15,16,Duchesne,10,SCH,ALL,283.389999999999986
UT,Trust Lands Administration,Surface,246 Stat. 107-110 (1894),292869,9,25,31,Uintah,10,SCH,NW4,160.000000000000000
UT,Trust Lands Administration,Surface,247 Stat. 107-110 (1894),292912,12,24,24,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,248 Stat. 107-110 (1894),292929,9,25,30,Uintah,10,SCH,LOT 7 (S2NE4SE4),26.250000000000000
UT,Trust Lands Administration,Surface,249 Stat. 107-110 (1894),292941,10,20,24,Uintah,10,SCH,S2NE4,80.000000000000000
UT,Trust Lands Administration,Surface,250 Stat. 107-110 (1894),292948,10,21,17,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,251 Stat. 107-110 (1894),292951,10,22,7,Uintah,10,SCH,LOT 1 (NW4NW4),27.190000000000001
UT,Trust Lands Administration,Surface,252 Stat. 107-110 (1894),292962,13,21,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,253 Stat. 107-110 (1894),292965,12,21,32,Uintah,10,SCH,N2,320.000000000000000
UT,Trust Lands Administration,Surface,254 Stat. 107-110 (1894),292972,13,22,35,Uintah,10,SCH,E2,320.000000000000000
UT,Trust Lands Administration,Surface,255 Stat. 107-110 (1894),292985,6,22,9,Uintah,10,SCH,LOT 1 (NE4SW4),35.649999999999999
UT,Trust Lands Administration,Surface,256 Stat. 107-110 (1894),292988,9,25,30,Uintah,10,SCH,LOT 5 (SW4NE4),32.350000000000001
UT,Trust Lands Administration,Surface,257 Stat. 107-110 (1894),292989,6,22,11,Uintah,10,SCH,W2,320.000000000000000
UT,Trust Lands Administration,Surface,258 Stat. 107-110 (1894),292993,6,22,6,Uintah,10,SCH,LOT 4 (S2S2NW4NW4),8.750000000000000
UT,Trust Lands Administration,Surface,259 Stat. 107-110 (1894),292999,1,10,15,Wasatch,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,260 Stat. 107-110 (1894),293001,10,22,18,Uintah,10,SCH,NE4,160.000000000000000
UT,Trust Lands Administration,Surface,261 Stat. 107-110 (1894),293008,10,22,11,Uintah,10,SCH,S2NE4,80.000000000000000
UT,Trust Lands Administration,Surface,262 Stat. 107-110 (1894),293020,6,20,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,263 Stat. 107-110 (1894),293022,13,23,5,Uintah,10,SCH,"LOTS 2(39.02), 3(39.28), 4(39.53), 7(4.72), W2SW4NE4NE4, SW4NE4, W2NW4SE4NE4, SW4SE4NE4, S2NW4, SW4, W2NE4SE4, SW4SE4NE4SE4, W2SE4, W2NE4SE4SE4, W2SE4SE4, SE4SE4SE4 [LOTS AKA W2NW4NE4NE4, NW4NE4, N2NW4]",560.049999999999955
UT,Trust Lands Administration,Surface,264 Stat. 107-110 (1894),293027,10,21,31,Uintah,10,SCH,NE4NW4,40.000000000000000
UT,Trust Lands Administration,Surface,265 Stat. 107-110 (1894),293033,9,21,35,Uintah,10,SCH,N2SW4,80.000000000000000
UT,Trust Lands Administration,Surface,266 Stat. 107-110 (1894),293039,9,21,25,Uintah,10,SCH,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Surface,267 Stat. 107-110 (1894),293048,9,25,22,Uintah,10,SCH,"LOTS 2-3, SW4NW4",98.069999999999993
UT,Trust Lands Administration,Surface,268 Stat. 107-110 (1894),293064,10,22,13,Uintah,10,SCH,S2NE4,80.000000000000000
UT,Trust Lands Administration,Surface,269 Stat. 107-110 (1894),293071,9,22,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,270 Stat. 107-110 (1894),293081,10,18,36,Uintah,10,SCH,ALL,546.730000000000018
UT,Trust Lands Administration,Surface,271 Stat. 107-110 (1894),293082,9,25,28,Uintah,10,SCH,S2,320.000000000000000
UT,Trust Lands Administration,Surface,272 Stat. 107-110 (1894),293084,10,18,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,273 Stat. 107-110 (1894),293100,10,21,13,Uintah,10,SCH,SW4,160.000000000000000
UT,Trust Lands Administration,Surface,274 Stat. 107-110 (1894),293115,15,21,33,Uintah,10,SCH,SE4SW4,40.000000000000000
UT,Trust Lands Administration,Surface,275 Stat. 107-110 (1894),293116,9,21,31,Uintah,10,SCH,LOT 7 (SW4SE4),49.990000000000002
UT,Trust Lands Administration,Surface,276 Stat. 107-110 (1894),293131,14,25,32,Uintah,10,SCH,"LOTS 1-6, E2, N2NW4",596.639999999999986
UT,Trust Lands Administration,Surface,277 Stat. 107-110 (1894),293150,15,21,34,Grand,10,SCH,LOT 1 (SE4NE4),33.700000000000003
UT,Trust Lands Administration,Surface,278 Stat. 107-110 (1894),293151,6,22,9,Uintah,10,SCH,NW4,160.000000000000000
UT,Trust Lands Administration,Surface,279 Stat. 107-110 (1894),293152,9,21,35,Uintah,10,SCH,NE4,160.000000000000000
UT,Trust Lands Administration,Surface,280 Stat. 107-110 (1894),293153,9,22,31,Uintah,10,SCH,SE4NW4,40.000000000000000
UT,Trust Lands Administration,Surface,281 Stat. 107-110 (1894),293169,10,25,2,Uintah,10,SCH,ALL,642.120000000000005
UT,Trust Lands Administration,Surface,282 Stat. 107-110 (1894),293174,15,23,27,Uintah,10,SCH,E2NW4,80.000000000000000
UT,Trust Lands Administration,Surface,283 Stat. 107-110 (1894),293176,11,20,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,284 Stat. 107-110 (1894),293179,11,21,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,285 Stat. 107-110 (1894),293186,10,16,36,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,286 Stat. 107-110 (1894),293187,12,25,30,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,287 Stat. 107-110 (1894),293211,13,21,2,Uintah,10,SCH,"LOTS 1(40.60), 2(40.59), 3(40.59), 4(40.58), S2N2, S2 [ALL]",642.360000000000014
UT,Trust Lands Administration,Surface,288 Stat. 107-110 (1894),293212,13,20,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,289 Stat. 107-110 (1894),293223,10,21,19,Uintah,10,SCH,NE4NW4,40.000000000000000
UT,Trust Lands Administration,Surface,290 Stat. 107-110 (1894),293229,12,25,29,Uintah,10,SCH,W2,320.000000000000000
UT,Trust Lands Administration,Surface,291 Stat. 107-110 (1894),293233,15,21,33,Grand,10,SCH,LOT 2 (SW4NE4),33.039999999999999
UT,Trust Lands Administration,Surface,292 Stat. 107-110 (1894),293239,10,21,28,Uintah,10,SCH,N2,320.000000000000000
UT,Trust Lands Administration,Surface,293 Stat. 107-110 (1894),293245,15,25,2,Uintah,10,SCH,ALL,641.759999999999991
UT,Trust Lands Administration,Surface,294 Stat. 107-110 (1894),293260,6,22,4,Uintah,10,SCH,SW4NE4,40.000000000000000
UT,Trust Lands Administration,Surface,295 Stat. 107-110 (1894),293269,10,22,7,Uintah,10,SCH,LOT 2 (SW4NW4),27.030000000000001
UT,Trust Lands Administration,Surface,296 Stat. 107-110 (1894),293270,12,25,7,Uintah,10,SCH,S2S2,160.000000000000000
UT,Trust Lands Administration,Surface,297 Stat. 107-110 (1894),293273,6,22,4,Uintah,10,SCH,LOT 4 (S2S2NW4NW4),7.690000000000000
UT,Trust Lands Administration,Surface,298 Stat. 107-110 (1894),293283,5,21,36,Uintah,10,SCH,"LOTS 1(19.27), 2(40.00), 3(40.00), 4(20.17), 5(21.07), 6(40.00), 7(40.00), 8(21.97), W2E2, W2 [ALL]",722.480000000000018
UT,Trust Lands Administration,Surface,299 Stat. 107-110 (1894),293314,13,22,25,Uintah,10,SCH,"S2, NE4",480.000000000000000
UT,Trust Lands Administration,Surface,300 Stat. 107-110 (1894),293316,10,22,13,Uintah,10,SCH,NW4NE4,40.000000000000000
UT,Trust Lands Administration,Surface,301 Stat. 107-110 (1894),293319,6,22,11,Uintah,10,SCH,SW4NE4,40.000000000000000
UT,Trust Lands Administration,Surface,302 Stat. 107-110 (1894),293334,9,21,27,Uintah,10,SCH,N2SW4,80.000000000000000
UT,Trust Lands Administration,Surface,303 Stat. 107-110 (1894),293338,6,22,6,Uintah,10,SCH,LOT 3 (S2S2NE4NW4),8.750000000000000
UT,Trust Lands Administration,Surface,304 Stat. 107-110 (1894),293346,9,25,33,Uintah,10,SCH,LOT 2 (NW4SW4),40.469999999999999
UT,Trust Lands Administration,Surface,305 Stat. 107-110 (1894),293353,15,25,32,Grand,10,SCH,ALL,448.120000000000005
UT,Trust Lands Administration,Surface,306 Stat. 107-110 (1894),293358,9,25,33,Uintah,10,SCH,LOT 1 (SW4NW4),39.000000000000000
UT,Trust Lands Administration,Surface,307 Stat. 107-110 (1894),293359,9,25,30,Uintah,10,SCH,LOT 8 (NW4SE4),29.230000000000000
UT,Trust Lands Administration,Surface,308 Stat. 107-110 (1894),293387,9,16,36,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,309 Stat. 107-110 (1894),293398,1,9,36,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,310 Stat. 107-110 (1894),293403,9,21,33,Uintah,10,SCH,S2NW4,80.000000000000000
UT,Trust Lands Administration,Surface,311 Stat. 107-110 (1894),293408,9,23,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,312 Stat. 107-110 (1894),293421,11,18,16,Uintah,10,SCH,"NW4, N2SW4, SW4SW4",280.000000000000000
UT,Trust Lands Administration,Surface,313 Stat. 107-110 (1894),293424,9,22,31,Uintah,10,SCH,LOT 2,28.020000000000000
UT,Trust Lands Administration,Surface,314 Stat. 107-110 (1894),293445,13,25,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,315 Stat. 107-110 (1894),293450,10,22,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,316 Stat. 107-110 (1894),293454,10,25,36,Uintah,10,SCH,"LOTS 1(35.91), 2(35.94), 3(35.96), 4(35.99), W2W2 [ALL]",303.800000000000011
UT,Trust Lands Administration,Surface,317 Stat. 107-110 (1894),293455,9,22,31,Uintah,10,SCH,E2E2,160.000000000000000
UT,Trust Lands Administration,Surface,318 Stat. 107-110 (1894),293478,6,25,36,Uintah,10,SCH,ALL,362.410000000000025
UT,Trust Lands Administration,Surface,319 Stat. 107-110 (1894),293482,10,21,13,Uintah,10,SCH,NW4,160.000000000000000
UT,Trust Lands Administration,Surface,320 Stat. 107-110 (1894),293488,1,9,29,Wasatch,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,321 Stat. 107-110 (1894),293491,8,17,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,322 Stat. 107-110 (1894),293492,8,24,2,Uintah,10,SCH,ALL,639.840000000000032
UT,Trust Lands Administration,Surface,323 Stat. 107-110 (1894),293505,9,21,36,Uintah,10,SCH,ALL,639.200000000000045
UT,Trust Lands Administration,Surface,324 Stat. 107-110 (1894),293511,10,22,25,Uintah,10,SCH,NW4SW4,40.000000000000000
UT,Trust Lands Administration,Surface,325 Stat. 107-110 (1894),293512,6,22,6,Uintah,10,SCH,SE4,160.000000000000000
UT,Trust Lands Administration,Surface,326 Stat. 107-110 (1894),293517,6,22,7,Uintah,10,SCH,"LOT 3(24.00), SW4NW4, NW4SW4 [LOT AKA PART OF SE4NW4]",104.000000000000000
UT,Trust Lands Administration,Surface,327 Stat. 107-110 (1894),293528,8,22,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,328 Stat. 107-110 (1894),293537,6,22,3,Uintah,10,SCH,S2SW4,80.000000000000000
UT,Trust Lands Administration,Surface,329 Stat. 107-110 (1894),293540,10,22,13,Uintah,10,SCH,SW4,160.000000000000000
UT,Trust Lands Administration,Surface,330 Stat. 107-110 (1894),293549,13,24,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,331 Stat. 107-110 (1894),293560,10,23,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,332 Stat. 107-110 (1894),293566,11,10,18,Duchesne,10,SCH,LOT 2 (NW4NW4),40.770000000000003
UT,Trust Lands Administration,Surface,333 Stat. 107-110 (1894),293568,9,25,30,Uintah,10,SCH,LOT 11 (SW4SW4),30.910000000000000
UT,Trust Lands Administration,Surface,334 Stat. 107-110 (1894),293589,13,24,2,Uintah,10,SCH,"LOTS 1(14.65), 2(14.35), 3(14.05), 4(13.75), 5(40.00), 6(40.00), 7(40.00), 8(40.00), S2N2, S2 [ALL]",696.799999999999955
UT,Trust Lands Administration,Surface,335 Stat. 107-110 (1894),293597,6,22,7,Uintah,10,SCH,"PART OF NW4NE4, N2NW4 [LESS 4.09 ACRES SOLD VIA C-27004] [METES & BOUNDS]",115.909999999999997
UT,Trust Lands Administration,Surface,336 Stat. 107-110 (1894),293600,12,25,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,337 Stat. 107-110 (1894),293611,12,24,2,Uintah,10,SCH,"LOTS 1(40.04), 2(40.04), 3(40.04), 4(40.04), S2N2, S2 [ALL]",640.159999999999968
UT,Trust Lands Administration,Surface,338 Stat. 107-110 (1894),293629,11,19,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,339 Stat. 107-110 (1894),293637,6,22,3,Uintah,10,SCH,S2NE4,80.000000000000000
UT,Trust Lands Administration,Surface,340 Stat. 107-110 (1894),293644,10,23,2,Uintah,10,SCH,ALL,642.320000000000050
UT,Trust Lands Administration,Surface,341 Stat. 107-110 (1894),293645,10,22,14,Uintah,10,SCH,NW4,160.000000000000000
UT,Trust Lands Administration,Surface,342 Stat. 107-110 (1894),293655,1,8,31,Duchesne,10,SCH,"LOT 2(35.75), NE4NW4 [LOTS AKA SW4NW4]",75.750000000000000
UT,Trust Lands Administration,Surface,343 Stat. 107-110 (1894),293673,1,10,23,Wasatch,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,344 Stat. 107-110 (1894),293711,9,25,30,Uintah,10,SCH,LOT 10 (NW4SW4),42.439999999999998
UT,Trust Lands Administration,Surface,345 Stat. 107-110 (1894),293712,10,21,31,Uintah,10,SCH,LOT 1,40.939999999999998
UT,Trust Lands Administration,Surface,346 Stat. 107-110 (1894),293719,12,23,32,Uintah,10,SCH,"W2W2, SE4SW4",200.000000000000000
UT,Trust Lands Administration,Surface,347 Stat. 107-110 (1894),293732,12,25,29,Uintah,10,SCH,W2E2,160.000000000000000
UT,Trust Lands Administration,Surface,348 Stat. 107-110 (1894),293805,1,8,19,Duchesne,10,SCH,"LOT 3(35.30), N2NE4NW4 [LOT AKA NW4SW4]",55.299999999999997
UT,Trust Lands Administration,Surface,349 Stat. 107-110 (1894),293813,15,21,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,350 Stat. 107-110 (1894),293830,15,22,31,Grand,10,SCH,LOT 2 (SW4NE4),34.180000000000000
UT,Trust Lands Administration,Surface,351 Stat. 107-110 (1894),293837,6,22,5,Uintah,10,SCH,LOT 4 (S2S2NW4NW4),7.560000000000000
UT,Trust Lands Administration,Surface,352 Stat. 107-110 (1894),293839,6,22,4,Uintah,10,SCH,LOT 2 (S2S2NW4NE4),7.890000000000000
UT,Trust Lands Administration,Surface,353 Stat. 107-110 (1894),293841,10,22,19,Uintah,10,SCH,NE4,160.000000000000000
UT,Trust Lands Administration,Surface,354 Stat. 107-110 (1894),293865,10,21,12,Uintah,10,SCH,N2NE4,80.000000000000000
UT,Trust Lands Administration,Surface,355 Stat. 107-110 (1894),293877,6,22,5,Uintah,10,SCH,S2,320.000000000000000
UT,Trust Lands Administration,Surface,356 Stat. 107-110 (1894),293882,13,24,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,357 Stat. 107-110 (1894),293884,13,23,29,Uintah,10,SCH,"NW4NW4NW4, S2NW4NW4, SW4NW4",70.000000000000000
UT,Trust Lands Administration,Surface,358 Stat. 107-110 (1894),293888,10,22,20,Uintah,10,SCH,NW4,160.000000000000000
UT,Trust Lands Administration,Surface,359 Stat. 107-110 (1894),293894,11,21,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,360 Stat. 107-110 (1894),293906,10,20,24,Uintah,10,SCH,NE4SW4,40.000000000000000
UT,Trust Lands Administration,Surface,361 Stat. 107-110 (1894),293910,10,22,11,Uintah,10,SCH,NW4SE4,40.000000000000000
UT,Trust Lands Administration,Surface,362 Stat. 107-110 (1894),293918,1,8,16,Duchesne,10,SCH,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Surface,363 Stat. 107-110 (1894),293929,1,10,27,Wasatch,10,SCH,"N2NE4, SE4NE4",120.000000000000000
UT,Trust Lands Administration,Surface,364 Stat. 107-110 (1894),293933,12,24,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,365 Stat. 107-110 (1894),293938,6,22,4,Uintah,10,SCH,S2,320.000000000000000
UT,Trust Lands Administration,Surface,366 Stat. 107-110 (1894),293951,12,24,25,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,367 Stat. 107-110 (1894),293958,19,20,21,Grand,10,SCH,N2,320.000000000000000
UT,Trust Lands Administration,Surface,368 Stat. 107-110 (1894),293961,9,17,16,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,369 Stat. 107-110 (1894),293975,9,21,27,Uintah,10,SCH,NE4,160.000000000000000
UT,Trust Lands Administration,Surface,370 Stat. 107-110 (1894),293991,14,24,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,371 Stat. 107-110 (1894),293999,1,9,21,Wasatch,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,372 Stat. 107-110 (1894),294064,10,21,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,373 Stat. 107-110 (1894),294065,10,21,31,Uintah,10,SCH,LOT 4,40.539999999999999
UT,Trust Lands Administration,Surface,374 Stat. 107-110 (1894),294074,9,21,35,Uintah,10,SCH,LOT 4 (SW4SW4),41.840000000000003
UT,Trust Lands Administration,Surface,375 Stat. 107-110 (1894),294082,15,23,28,Uintah,10,SCH,NW4SE4,40.000000000000000
UT,Trust Lands Administration,Surface,376 Stat. 107-110 (1894),294089,6,22,4,Uintah,10,SCH,S2NW4,80.000000000000000
UT,Trust Lands Administration,Surface,377 Stat. 107-110 (1894),294090,6,22,5,Uintah,10,SCH,LOT 1 (S2S2NE4NE4),7.560000000000000
UT,Trust Lands Administration,Surface,378 Stat. 107-110 (1894),294191,6,22,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,379 Stat. 107-110 (1894),294195,9,21,25,Uintah,10,SCH,NE4SW4,40.000000000000000
UT,Trust Lands Administration,Surface,380 Stat. 107-110 (1894),294209,15,23,34,Uintah,10,SCH,W2,320.000000000000000
UT,Trust Lands Administration,Surface,381 Stat. 107-110 (1894),294247,10,19,36,Uintah,10,SCH,"N2, SW4",480.000000000000000
UT,Trust Lands Administration,Surface,382 Stat. 107-110 (1894),294255,9,21,31,Uintah,10,SCH,N2SE4,80.000000000000000
UT,Trust Lands Administration,Surface,383 Stat. 107-110 (1894),294259,10,21,18,Uintah,10,SCH,"LOTS 3(40.20), 4(40.42), E2SW4 [LOTS AKA W2SW4]",160.620000000000005
UT,Trust Lands Administration,Surface,384 Stat. 107-110 (1894),294265,9,25,30,Uintah,10,SCH,LOT 9 (in E2SW4),38.219999999999999
UT,Trust Lands Administration,Surface,385 Stat. 107-110 (1894),294268,10,21,19,Uintah,10,SCH,SE4NW4,40.000000000000000
UT,Trust Lands Administration,Surface,386 Stat. 107-110 (1894),294281,15,23,34,Uintah,10,SCH,SW4SE4,40.000000000000000
UT,Trust Lands Administration,Surface,387 Stat. 107-110 (1894),294282,12,25,18,Uintah,10,SCH,NW4NE4,40.000000000000000
UT,Trust Lands Administration,Surface,388 Stat. 107-110 (1894),294286,15,23,27,Uintah,10,SCH,SW4NW4,40.000000000000000
UT,Trust Lands Administration,Surface,389 Stat. 107-110 (1894),294304,6,22,4,Uintah,10,SCH,LOT 1 (S2S2NE4NE4),7.990000000000000
UT,Trust Lands Administration,Surface,390 Stat. 107-110 (1894),294308,15,21,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Surface,391 Stat. 107-110 (1894),294314,10,22,25,Uintah,10,SCH,NE4NW4,40.000000000000000
UT,Trust Lands Administration,Surface,392 Stat. 107-110 (1894),294326,5,21,35,Uintah,10,SCH,SW4,160.000000000000000
UT,Trust Lands Administration,Surface,393 Stat. 107-110 (1894),294331,2,1,15,Duchesne,10,SCH,M&B (Portion of SW4NE4),27.010000000000002
UT,Trust Lands Administration,Surface,394 Stat. 107-110 (1894),294336,9,21,26,Uintah,10,SCH,S2NE4,80.000000000000000
UT,Trust Lands Administration,Surface,395 Stat. 107-110 (1894),294345,9,25,12,Uintah,10,SCH,"LOTS 2-4, SW4NW4, W2SW4",207.020000000000010
