gis_acres,state,managing_agency,rights_type,township,range,section,county,bene_cd,bene_abrev,aliquot,acres,state_enabling_act,object_id
585.624,UT,Trust Lands Administration,Surface,9,24,2,Uintah,10,Public Schools,"LOTS 1-12, SE4NW4, SW4SW4, S2NE4 (ALL)",586.470000000000027,28 Stat. 107-110 (1894),703
211.134,UT,Trust Lands Administration,Surface,9,24,24,Uintah,10,Public Schools,"LOTS 1, 4, 5, 6, 7, 10, N2SE4",209.039999999999992,28 Stat. 107-110 (1894),704
583.202,UT,Trust Lands Administration,Surface,9,25,32,Uintah,10,Public Schools,"LOTS 1(47.72), 2(20.51), 3(35.58), 4(36.04), 5(38.69), 6(49.21), 7(21.76), 8(10.61), 9(37.58), 10(4.64), SE4NW4, SW4, N2SE4 [ALL, EXCEPT MINING CLAIMS]",582.340000000000032,28 Stat. 107-110 (1894),705
391.828,UT,Trust Lands Administration,Surface,6,21,36,Uintah,10,Public Schools,"LOTS 2(16.62), 3(39.88), 4(31.50), 7(49.00), 8(26.00), SE4NE4, W2NW4, NE4SE4, S2SE4 [LOTS AKA PART OF NW4NE4, PART OF E2NW4, PART OF N2SW4, PART OF SW4SW4]",403.000000000000000,28 Stat. 107-110 (1894),706
603.173,UT,Trust Lands Administration,Surface,8,17,32,Duchesne,10,Public Schools,"LOTS 1-11, NE4, NE4NW4, W2SW4, SE4SW4, NE4SE4 (ALL)",598.669999999999959,28 Stat. 107-110 (1894),707
480.794,UT,Trust Lands Administration,Surface,11,16,36,Duchesne,10,Public Schools,"N2, N2SW4, SW4SW4, SE4SE4",480.000000000000000,28 Stat. 107-110 (1894),708
480.873,UT,Trust Lands Administration,Surface,11,17,32,Duchesne,10,Public Schools,"N2N2, S2",480.000000000000000,28 Stat. 107-110 (1894),709
466.47,UT,Trust Lands Administration,Surface,11,24,16,Uintah,10,Public Schools,"LOTS 1(29.20), 2(37.71), S2NE4, N2NW4, SE4NW4, W2SW4, SE4SW4, NE4SE4, SW4SE4 [LOTS AKA PART OF N2NE4]",466.910000000000025,28 Stat. 107-110 (1894),710
439.11,UT,Trust Lands Administration,Surface,14,21,16,Uintah,10,Public Schools,"E2E2, NW4, N2SW4, SW4SW4",440.000000000000000,28 Stat. 107-110 (1894),711
79.519,UT,Trust Lands Administration,Surface,9,21,25,Uintah,10,Public Schools,N2SE4,80.000000000000000,28 Stat. 107-110 (1894),712
161.233,UT,Trust Lands Administration,Surface,1,8,16,Duchesne,6,Teaching Colleges at Public Universities,SW4,160.000000000000000,28 Stat. 107-110 (1894),713
79.722,UT,Trust Lands Administration,Surface,12,24,13,Uintah,10,Public Schools,S2SE4,80.000000000000000,28 Stat. 107-110 (1894),714
280.279,UT,Trust Lands Administration,Surface,9,24,16,Uintah,10,Public Schools,"N2N2, SE4NW4, S2SW4",280.000000000000000,28 Stat. 107-110 (1894),715
538.825,UT,Trust Lands Administration,Surface,1,8,31,Duchesne,10,Public Schools,"LOTS 1(35.65), 3(35.85), 4(35.95), E2, SE4NW4, E2SW4 [LOTS AKA NW4NW4, W2SW4]",547.450000000000045,28 Stat. 107-110 (1894),716
321.863,UT,Trust Lands Administration,Surface,1,9,22,Duchesne,10,Public Schools,"NW4, SE4",320.000000000000000,28 Stat. 107-110 (1894),717
439.5,UT,Trust Lands Administration,Surface,14,24,2,Uintah,10,Public Schools,"LOTS 1, 3, 4, SE4NE4, S2NW4, SW4, SW4SE4",439.730000000000018,28 Stat. 107-110 (1894),718
160.278,UT,Trust Lands Administration,Surface,13,22,24,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),719
352.689,UT,Trust Lands Administration,Surface,13,23,14,Uintah,10,Public Schools,"W2NE4NW4, NW4NW4, NE4SW4NW4, E2NW4SW4NW4, E2SW4SW4NW4, SE4SW4NW4, W2SE4NW4, S2NE4NE4SW4, NW4NE4SW4, S2NE4SW4, E2NW4SW4, E2E2SW4SW4, SE4SW4, S2N2N2SE4, S2N2SE4, S2SE4",355.000000000000000,28 Stat. 107-110 (1894),720
398.229,UT,Trust Lands Administration,Surface,6,22,16,Uintah,10,Public Schools,"S2NW4, S2",400.000000000000000,28 Stat. 107-110 (1894),721
638.891,UT,Trust Lands Administration,Surface,6,25,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),722
626.878,UT,Trust Lands Administration,Surface,6,22,36,Uintah,10,Public Schools,ALL (LESS 12.22 ACRES CONVEYED FOR ROW 875) (SEE METES & BOUNDS),627.779999999999973,28 Stat. 107-110 (1894),723
469.704,UT,Trust Lands Administration,Surface,9,25,8,Uintah,10,Public Schools,"LOTS 1(33.81), 3(0.67), S2N2, N2SW4, SE4SW4, SE4 [LOTS AKA SW4SW4]",474.480000000000018,28 Stat. 107-110 (1894),724
635.361,UT,Trust Lands Administration,Surface,5,19,2,Uintah,10,Public Schools,ALL,637.370000000000005,28 Stat. 107-110 (1894),725
580.853,UT,Trust Lands Administration,Surface,9,24,25,Uintah,10,Public Schools,"LOTS 1-12, NW4SW4, S2S2",577.970000000000027,28 Stat. 107-110 (1894),726
441.714,UT,Trust Lands Administration,Surface,9,24,36,Uintah,10,Public Schools,"N2, N2SE4, SW4SW4",440.000000000000000,28 Stat. 107-110 (1894),727
480.999,UT,Trust Lands Administration,Surface,15,21,32,Uintah,10,Public Schools,"N2N2, S2",480.000000000000000,28 Stat. 107-110 (1894),728
607.526,UT,Trust Lands Administration,Surface,8,20,16,Uintah,10,Public Schools,"LOTS 3, 4, 5, E2, E2W2, NW4NW4 (LESS M&B FOR ROW CONVEYANCE NO. 522 - QCD001617)",587.740000000000009,28 Stat. 107-110 (1894),729
0.586,UT,Trust Lands Administration,Surface,15,22,29,Uintah,10,Public Schools,LOT 2(0.83) [AKA PART OF SW4SW4SW4],0.83,28 Stat. 107-110 (1894),730
337.356,UT,Trust Lands Administration,Surface,15,21,25,Uintah,10,Public Schools,"LOTS 2(29.28), 4(13.69), 6(1.25), 8(29.61), 9(37.81), SW4, S2SE4 [LOTS AKA PART OF SW4SW4NE4, PART OF S2NW4, PART OF N2SE4]	",351.639999999999986,28 Stat. 107-110 (1894),731
640.689,UT,Trust Lands Administration,Surface,15,23,24,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),732
638.65,UT,Trust Lands Administration,Surface,15,22,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),733
319.496,UT,Trust Lands Administration,Surface,15,23,23,Uintah,10,Public Schools,E2,320.000000000000000,28 Stat. 107-110 (1894),734
257.801,UT,Trust Lands Administration,Surface,12,25,18,Uintah,10,Public Schools,"SW4NE4, S2SW4NW4, SE4NW4, SW4",260.000000000000000,28 Stat. 107-110 (1894),735
159.955,UT,Trust Lands Administration,Surface,15,22,30,Uintah,10,Public Schools,"LOTS 4(39.91), 6(2.29), 8(17.11), 10(23.66), 11(32.34), 14(11.80), SE4SW4 [LOTS AKA PART OF N2SW4, SW4SW4, PART OF W2SE4, PART OF SE4SE4]",167.110000000000014,28 Stat. 107-110 (1894),736
580.116,UT,Trust Lands Administration,Surface,15,21,26,Uintah,10,Public Schools,"LOTS 2(5.54), 4(25.89), 6(39.84), 7(39.89), SW4NE4, W2NW4, SE4NW4, S2 [LOTS AKA PART OF N2NE4, PART OF SE4NE4, PART OF NE4NW4]",591.159999999999968,28 Stat. 107-110 (1894),737
641.519,UT,Trust Lands Administration,Surface,13,22,13,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),738
318.303,UT,Trust Lands Administration,Surface,15,23,14,Uintah,10,Public Schools,E2,320.000000000000000,28 Stat. 107-110 (1894),739
423.015,UT,Trust Lands Administration,Surface,13,23,13,Uintah,10,Public Schools,"NE4, E2E2NW4, NE4NE4SW4, S2NW4NE4SW4, S2NE4SW4, S2N2NW4SW4, S2NW4SW4, S2SW4, W2SE4",425.000000000000000,28 Stat. 107-110 (1894),740
441.557,UT,Trust Lands Administration,Surface,13,23,18,Uintah,10,Public Schools,"LOTS 1(36.23), 2(36.36), 3(36.50), 5(29.91), N2NE4NE4, N2SW4NE4NE4, W2NE4, E2NW4, NE4SW4, N2SE4SW4, SW4SE4SW4, NW4SE4SE4SW4, SW4NW4NE4SE4, W2SW4NE4SE4, N2NW4SE4, NW4SW4NW4SE4, W2NW4SE4SE4, SW4SE4SE4 [LOTS AKA W2NW4, NW4SW4, PART OF SW4SW4]",441.500000000000000,28 Stat. 107-110 (1894),741
567.636,UT,Trust Lands Administration,Surface,13,23,19,Uintah,10,Public Schools,"LOTS 1(36.75), 2(36.85), 3(36.95), 4(37.05), W2NE4NE4, W2SE4NE4NE4, NW4NE4, W2NE4SE4NE4, W2SE4NE4, SE4SE4NE4, E2W2, SE4 [AKA W2W2]",567.600000000000023,28 Stat. 107-110 (1894),742
159.362,UT,Trust Lands Administration,Surface,12,24,13,Uintah,10,Public Schools,N2N2,160.000000000000000,28 Stat. 107-110 (1894),743
77.775,UT,Trust Lands Administration,Surface,13,23,20,Uintah,10,Public Schools,"E2E2NE4NE4, NE4NE4SE4NE4, NE4NE4SW4SE4, S2NE4SW4SE4, SE4NW4SW4SE4, E2SW4SW4SE4, SE4SW4SE4, SE4SE4",77.500000000000000,28 Stat. 107-110 (1894),744
81.703,UT,Trust Lands Administration,Surface,14,21,20,Uintah,10,Public Schools,"LOTS 1(20.95), 3(19.30), 5(25.05), 7(15.43) [AKA PART OF N2N2, PART OF SE4NW4]",80.730000000000004,28 Stat. 107-110 (1894),745
400.023,UT,Trust Lands Administration,Surface,12,24,34,Uintah,10,Public Schools,"W2, W2SE4",400.000000000000000,28 Stat. 107-110 (1894),746
533.977,UT,Trust Lands Administration,Surface,13,24,3,Uintah,10,Public Schools,"LOTS 1(13.56), 2(13.47), 3(13.39), 4(13.30), 5(40.00), 6(40.00), 7(40.00), 8(40.00), S2N2, SE4 [LOTS AKA N2N2]
",533.720000000000027,28 Stat. 107-110 (1894),747
194.242,UT,Trust Lands Administration,Surface,12,24,13,Uintah,10,Public Schools,"SW4NE4, W2NE4SE4NE4, W2SE4NE4, SE4SE4NE4, SE4NW4, N2SE4 
",195.000000000000000,28 Stat. 107-110 (1894),748
479.773,UT,Trust Lands Administration,Surface,13,21,33,Uintah,10,Public Schools,"S2N2, S2",480.000000000000000,28 Stat. 107-110 (1894),749
430.282,UT,Trust Lands Administration,Surface,13,23,6,Uintah,10,Public Schools,"LOTS 1(39.70), 6(35.52), 7(35.65), S2NE4, E2SW4, SE4 [LOTS AKA NE4NE4, W2SW4]",430.870000000000005,28 Stat. 107-110 (1894),750
144.317,UT,Trust Lands Administration,Surface,14,21,19,Uintah,10,Public Schools,"LOTS 1(37.97), 5(22.35), 8(6.37), 9(26.49), 11(14.84), NE4NW4 [LOTS AKA PART OF NE4NE4, PART OF NW4NE4, NW4NW4, PART OF S2NW4]",148.020000000000010,28 Stat. 107-110 (1894),751
648.367,UT,Trust Lands Administration,Surface,5,23,36,Uintah,10,Public Schools,"ALL [LESS 5.18 ACRES CONVEYED VIA ROW664, QCD001736]",634.820000000000050,28 Stat. 107-110 (1894),752
574.832,UT,Trust Lands Administration,Surface,14,21,18,Uintah,10,Public Schools,"LOTS 1(37.85), 2(37.91), 3(37.97), 4(38.03), 5(38.92), 6(31.10), 9(31.75), 10(29.42), 13(13.47), NE4, NE4NW4, E2SE4 [LOTS AKA W2NW4, PART OF SE4NW4, PART OF E2SW4, W2SW4, PART OF W2SE4]",576.419999999999959,28 Stat. 107-110 (1894),753
438.868,UT,Trust Lands Administration,Surface,9,25,31,Uintah,10,Public Schools,"LOT 2, 3, SW4NE4, S2",437.740000000000009,28 Stat. 107-110 (1894),754
24.674,UT,Trust Lands Administration,Surface,9,25,31,Uintah,11,College of Mines and Earth Sciences,LOT 1,24.430000000000000,28 Stat. 107-110 (1894),755
324.447,UT,Trust Lands Administration,Surface,6,21,32,Uintah,10,Public Schools,"NE4, N2NW4, SE4NW4, NE4SE4",320.000000000000000,28 Stat. 107-110 (1894),756
5.667,UT,Trust Lands Administration,Surface,6,21,32,Uintah,10,Public Schools,"LOTS 8(1.50), 9(3.50) [LOTS AKA PART OF SE4SE4]",5.000000000000000,28 Stat. 107-110 (1894),757
544.717,UT,Trust Lands Administration,Surface,9,25,17,Uintah,10,Public Schools,"LOTS 1(36.38), 3(34.16), 4(53.89), 5(44.19), 7(17.80), SW4NW4, S2 [LOTS AKA W2NE4, N2NW4, SE4NW4]",546.419999999999959,28 Stat. 107-110 (1894),758
57.731,UT,Trust Lands Administration,Surface,9,25,17,Uintah,9,Reservoirs,"LOT 6(18.85), NE4NE4 [LOT AKA N2SE4NE4]",58.850000000000001,28 Stat. 107-110 (1894),759
323.443,UT,Trust Lands Administration,Surface,10,19,16,Uintah,10,Public Schools,N2,320.000000000000000,28 Stat. 107-110 (1894),760
112.399,UT,Trust Lands Administration,Surface,12,23,16,Uintah,10,Public Schools,"N2NE4SW4, SW4NE4SW4, N2SE4NE4SW4, NW4NW4SW4SW4, N2NE4SE4, SE4NE4SE4, N2NW4SE4, N2SW4NW4SE4, NW4SE4NW4SE4, NE4SE4SE4, N2SE4SE4SE4, SE4SE4SE4SE4",112.500000000000000,28 Stat. 107-110 (1894),761
77.871,UT,Trust Lands Administration,Surface,12,23,32,Uintah,10,Public Schools,"W2W2NE4NW4, SE4SW4NE4NW4, W2SE4NW4, SW4SE4SE4NW4, W2E2NE4SW4, W2NE4SW4, S2S2SW4SE4, SW4SW4SE4SE4
",77.500000000000000,28 Stat. 107-110 (1894),762
2.525,UT,Trust Lands Administration,Surface,4,8,1,Duchesne,10,Public Schools,SW4NW4NE4SE4,2.500000000000000,28 Stat. 107-110 (1894),763
640.614,UT,Trust Lands Administration,Surface,30,18,2,Beaver,10,Public Schools,"LOTS 1-4, S2N2, S2 (ALL)",639.320000000000050,28 Stat. 107-110 (1894),764
79.999,UT,Trust Lands Administration,Surface,38,23,27,San Juan,10,Public Schools,S2SE4,80.000000000000000,28 Stat. 107-110 (1894),765
39.942,UT,Trust Lands Administration,Surface,38,24,29,San Juan,10,Public Schools,SE4NW4,40.000000000000000,28 Stat. 107-110 (1894),766
639.433,UT,Trust Lands Administration,Surface,38,25,32,San Juan,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),767
640.835,UT,Trust Lands Administration,Surface,38,24,36,San Juan,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),768
640.852,UT,Trust Lands Administration,Surface,38,23,32,San Juan,10,Public Schools,"ALL, LESS CONVEYED ROW (SEE M&B)",639.730000000000018,28 Stat. 107-110 (1894),769
45.167,UT,Trust Lands Administration,Surface,40,24,32,San Juan,10,Public Schools,"NE4SE4, PART OF W2SE4 [LESS METES & BOUNDS]",44.890000000000001,28 Stat. 107-110 (1894),770
640.314,UT,Trust Lands Administration,Surface,38,26,32,San Juan,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),771
640.72,UT,Trust Lands Administration,Surface,36,20,36,San Juan,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),772
638.808,UT,Trust Lands Administration,Surface,36,21,16,San Juan,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),773
398.995,UT,Trust Lands Administration,Surface,36,21,32,San Juan,10,Public Schools,"E2, S2SW4",400.000000000000000,28 Stat. 107-110 (1894),774
638.359,UT,Trust Lands Administration,Surface,38,22,36,San Juan,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),775
119.838,UT,Trust Lands Administration,Surface,35,21,32,San Juan,10,Public Schools,"W2NE4, SE4NE4",120.000000000000000,28 Stat. 107-110 (1894),776
