state,managing_agency,rights_type,state_enabling_act,township,range,section,aliquot,acres,OBJECTID,trust_name
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,21,SN300,SESW,40,1261969,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN060,NWNW,15.61,1262086,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN060,NWNW,22.06,1262110,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN060,NENW,23.48,1262111,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN060,SWNW,37.73,1262136,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN060,NWSW,37.81,1262162,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN060,NESW,40,1262161,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN060,SWSW,37.88,1262182,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN060,SESW,40,1262183,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN140,NENE,40,1262322,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN140,NWNE,40,1262323,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN140,SWNE,40,1262347,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN140,SENE,40,1262346,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN140,NESE,40,1262369,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN140,NWSE,40,1262371,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN140,SESE,40,1262389,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN140,SWSE,40,1262395,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN310,NENW,40,1262594,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN310,SENW,40,1262615,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,22,SN310,SWNW,39.6,1262614,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,23,SN020,NENW,23.27,1262726,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,23,SN090,NENE,40,1262829,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,23,SN090,NWNE,40,1262827,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,23,SN090,SWNE,40,1262851,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,23,SN090,SENE,40,1262853,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,23,SN090,NWSE,40,1262875,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,23,SN090,NESE,40,1262877,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,23,SN090,SWSE,40,1262899,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,23,SN090,SESE,40,1262901,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN180,NENW,40,1263521,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN180,SENW,40,1263545,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN180,SWNW,38.49,1263548,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN190,NENW,40,1263620,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN190,SENW,40,1263643,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN190,SWNW,38.85,1263646,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN210,NESW,40,1263650,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN210,SESW,40,1263674,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN250,NENE,40,1263718,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN250,NWNE,40,1263716,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN250,SENE,40,1263742,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN250,SWNE,40,1263740,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN250,NWSE,40,1263763,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN250,NESE,40,1263765,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN250,SWSE,40,1263786,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN250,SESE,40,1263788,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN310,NESW,40,1263861,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN310,SWSW,39.93,1263886,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,24,SN310,SESW,40,1263885,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN050,NENE,22.68,1263926,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN060,NESW,40,1263975,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN060,NWSW,37,1263982,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN060,SESW,40,1263999,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN060,SWSW,37.24,1264006,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN160,NESW,41.35,1264173,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,NENE,40,1265140,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,NWNE,40,1265142,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,SENE,40,1265163,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,SWNE,40,1265165,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,NESE,40,1265186,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,NWSE,40,1265187,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,NESW,40,1265189,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,SESE,40,1265209,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,SWSE,40,1265210,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,SESW,40,1265212,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN300,SWSW,39.75,1265213,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN310,NESW,40,1265274,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN310,SESW,40,1265298,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,25,SN310,SWSW,39.98,1265297,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN060,NENW,17.37,1266300,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN060,NWNW,16.15,1266301,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN060,NWNW,21.32,1266317,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN060,NWNE,22.59,1266320,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN060,NENW,22.63,1266318,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN060,SWNW,37.63,1266343,Indemnity
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN070,NENW,40,1266417,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN070,SWNW,38.14,1266444,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN070,SENW,40,1266438,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN180,NENW,40,1266505,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN180,SENW,40,1266531,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN180,SWNW,38.53,1266534,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN180,NESW,40,1266557,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN180,SESW,40,1266584,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN180,SWSW,38.75,1266586,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN250,NENE,40,1266709,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN250,SENE,40,1266733,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN360,NESW,40,1266847,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,26,SN360,SESW,40,1266870,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN040,NENW,23.62,1266916,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN040,NWNE,23.8,1266915,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN040,NENE,23.99,1266914,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN180,NESW,40,1267152,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN180,SESW,40,1267176,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN180,SWSW,39.11,1267179,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN190,NENW,40,1267201,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN190,SENW,40,1267226,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN190,SWNW,39.46,1267231,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN300,NENW,40,1267302,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN300,SENW,40,1267326,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,27,SN300,SWNW,39.9,1267328,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,28,SN010,NWNE,25.12,1267503,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,28,SN010,NENW,25.06,1267504,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,28,SN030,NESW,40,1267557,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,28,SN010,NESW,40,1267571,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,28,SN030,SESW,40,1267584,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,28,SN010,SESW,40,1267595,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,28,SN100,NENW,40,1267608,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,28,SN100,SENW,40,1267632,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,31,SN280,NESW,40,1269422,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",17,31,SN280,SESW,40,1269434,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",106,69,SN040,NWNW,37.12,1271113,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",106,69,SN310,NENW,40,1271600,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",106,69,SN310,SENW,40,1271624,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",106,69,SN310,SWNW,35.8,1271625,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,69,SN180,SWNW,37.37,1272490,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,71,SN150,NESW,40,1273681,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,71,SN150,SESW,40,1273704,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,72,SN110,NENE,40,1274108,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,72,SN110,SENE,40,1274132,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,72,SN180,NENW,40,1274208,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,72,SN180,SWNW,38.77,1274231,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,72,SN180,SENW,40,1274232,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,72,SN180,NWSW,38.91,1274253,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,72,SN180,NESW,40,1274255,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,72,SN180,SWSW,39.05,1274276,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,72,SN180,SESW,40,1274277,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",105,71,SN020,NWNE,40.62,1275010,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",105,71,SN020,NENW,40.77,1275009,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",105,71,SN010,NWNW,40.35,1275013,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,71,SN090,NENE,10.23,1280302,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,71,SN350,NESW,40,1280737,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,71,SN350,SESW,40,1280762,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN150,NENW,40,1280999,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN160,NENW,40,1281003,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN150,SENW,40,1281025,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN160,SENW,40,1281029,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN150,NESW,40,1281056,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN150,SESW,40,1281087,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN220,SESW,22.2,1281178,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN220,SWSW,4.9,1281177,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN220,SWSE,31,1281179,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",107,72,SN220,SESE,35,1281182,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,73,SN130,SWSE,19.2,1284609,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,73,SN210,SENE,9.6,1284681,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,73,SN190,NESW,40,1284701,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,73,SN190,SESW,40,1284734,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN120,NESW,10.7,1285198,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN120,SWSE,37,1285221,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN120,SESE,27.3,1285224,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN130,NWNE,40,1285245,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN130,NENE,40,1285244,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN130,SENE,40,1285270,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN130,SWNE,40,1285271,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN130,NWSE,40,1285293,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN130,NESE,40,1285291,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN280,NENW,12.5,1285443,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN280,SENW,12.7,1285459,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN280,SWNE,34.1,1285460,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN280,SENE,22.4,1285461,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN280,NESE,7.3,1285478,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN270,NESW,10,1285480,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,74,SN270,SESW,1.6,1285499,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,75,SN040,NWNE,40.09,1285611,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",108,75,SN280,NESW,23.3,1286063,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,72,SN030,NWNE,38.53,1287922,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,74,SN200,NENE,40,1289404,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,74,SN200,SENE,40,1289428,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,76,SN360,NENE,40,1290876,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,76,SN360,SWNW,22.6,1290895,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,76,SN360,SWNE,40,1290898,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,76,SN360,SENE,40,1290899,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,76,SN360,NWSW,17.25,1290917,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,76,SN360,NESE,40,1290921,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,76,SN360,SESW,40,1290949,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,76,SN360,SWSW,9,1290948,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",109,76,SN360,SESE,40,1290952,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",126,53,SN320,SWSE,38.24,788436,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",126,53,SN330,SWSW,22.5,788437,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",126,53,SN320,SESE,13.85,788453,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",127,53,SN060,NESW,40,788503,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",127,53,SN060,SESW,40,788527,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",127,53,SN310,SENW,28.45,788958,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",128,53,SN180,SWNW,30.54,789246,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",128,53,SN360,NENE,40,789533,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",128,53,SN360,SENE,40,789557,Common School
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",126,54,SN030,NWNE,37.02,999744,Rural Credit
SD,Commissioner of School and Public Lands ,Subsurface,"25 Stat. 676-684, esp. 679-81 (1889)",128,54,SN020,NWNE,36.47,1000397,Rural Credit
