Asset_Laye,Net_ID,Property_N,Alt_Name,Net_Asset_,ns_int_id,Township,Range,Section,GIS_Legal,Acreage,Parcel_Com,GIS_Acreag,GIS_Differ,Meridian,County,Beneficiar,TRS_Merge,Section_TF,Hyperlink,FAM_url,WebMap_FAM,GlobalID,OBJECTID_1,Shape__Are,Shape__Len
Other Minerals,FAM034183,,,N-34U-7W-20-Other Minerals-La Plata-School,34183.000000000000000,34U,7W,20,"N2NWNE,N2NENW,NWNW",80.000000000000000,,82.956736000000006,-2.956736000000000,New Mexico Meridian,La Plata,School,34U7W20,"20","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34183"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34183,FAM034183 - STAFF USE ONLY,eda6df47-4546-49d9-a051-f429a904c0c2,16373,529561.609375000000000,4056.295899926659786
Oil & Gas,FAM016318,,,N-34U-7W-20-Oil & Gas-La Plata-School,16318.000000000000000,34U,7W,20,"N2NWNE,N2NENW,NWNW",80.000000000000000,,82.956736000000006,-2.956736000000000,New Mexico Meridian,La Plata,School,34U7W20,"20","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16318"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16318,FAM016318 - STAFF USE ONLY,37fafe92-8e6c-49fb-9728-3e61b5142364,25802,529561.609375000000000,4056.295899926659786
Coal,FAM025241,,,N-34U-7W-20-Coal-La Plata-School,25241.000000000000000,34U,7W,20,"N2NWNE,N2NENW,NWNW",80.000000000000000,,82.956736000000006,-2.956736000000000,New Mexico Meridian,La Plata,School,34U7W20,"20","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25241"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25241,FAM025241 - STAFF USE ONLY,2e72363a-673e-425f-af5f-1931e58fdb24,25849,529561.609375000000000,4056.295899926659786
Other Minerals,FAM034072,,,N-33N-6W-18-Other Minerals-La Plata-School,34072.000000000000000,33N,6W,18,"W2SW, SESE",118.870000000000005,,119.611082499999995,-0.741082500000000,New Mexico Meridian,La Plata,School,33N6W18,"18","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34072"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34072,FAM034072 - STAFF USE ONLY,d10e9e24-2324-4df7-a3f2-bf9df24179a6,6698,761958.988281250000000,5051.979397134089595
Oil & Gas,FAM016207,,,N-33N-6W-18-Oil & Gas-La Plata-School,16207.000000000000000,33N,6W,18,"W2SW, SESE",118.870000000000005,,119.611082499999995,-0.741082500000000,New Mexico Meridian,La Plata,School,33N6W18,"18","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16207"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16207,FAM016207 - STAFF USE ONLY,3977514f-3b98-4898-a495-7adb287360e0,7652,761958.988281250000000,5051.979397134089595
Coal,FAM025132,,,N-33N-6W-18-Coal-La Plata-School,25132.000000000000000,33N,6W,18,"W2SW, SESE",118.870000000000005,,119.611082499999995,-0.741082500000000,New Mexico Meridian,La Plata,School,33N6W18,"18","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25132"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25132,FAM025132 - STAFF USE ONLY,8dcbf15c-4f9c-4ffa-9e2f-1b94c3ca6033,12275,761958.988281250000000,5051.979397134089595
Oil & Gas,FAM016317,,,N-34U-7W-17-Oil & Gas-La Plata-School,16317.000000000000000,34U,7W,17,"S2SW,SWSE",120.000000000000000,,122.004413860000000,-2.004413860000000,New Mexico Meridian,La Plata,School,34U7W17,"17","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16317"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16317,FAM016317 - STAFF USE ONLY,00c5a37e-17dc-44f1-87e6-e8072077557b,57,778892.449218750000000,4064.129379895589864
Other Minerals,FAM034182,,,N-34U-7W-17-Other Minerals-La Plata-School,34182.000000000000000,34U,7W,17,"S2SW,SWSE",120.000000000000000,,122.004413860000000,-2.004413860000000,New Mexico Meridian,La Plata,School,34U7W17,"17","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34182"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34182,FAM034182 - STAFF USE ONLY,3f87be68-bfc7-4006-a690-8b0bfe19a462,1307,778892.449218750000000,4064.129379895589864
Coal,FAM025240,,,N-34U-7W-17-Coal-La Plata-School,25240.000000000000000,34U,7W,17,"S2SW,SWSE",120.000000000000000,,122.004413860000000,-2.004413860000000,New Mexico Meridian,La Plata,School,34U7W17,"17","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25240"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25240,FAM025240 - STAFF USE ONLY,7e04b1b1-0cdf-4a9e-82f0-fc50b7248adf,6740,778892.449218750000000,4064.129379895589864
Oil & Gas,FAM016208,,,N-33N-6W-19-Oil & Gas-La Plata-School,16208.000000000000000,33N,6W,19,N2N2,159.439999999999998,,156.574829819999991,2.865170180000000,New Mexico Meridian,La Plata,School,33N6W19,"19","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16208"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16208,FAM016208 - STAFF USE ONLY,2564f5fb-76d6-4513-94ba-652e4571f20d,3506,997305.890625000000000,5007.722344417949898
Coal,FAM025133,,,N-33N-6W-19-Coal-La Plata-School,25133.000000000000000,33N,6W,19,N2N2,159.439999999999998,,156.574829819999991,2.865170180000000,New Mexico Meridian,La Plata,School,33N6W19,"19","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25133"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25133,FAM025133 - STAFF USE ONLY,11ed05d4-3ca4-45fc-bf26-d91f612805e9,8922,997305.890625000000000,5007.722344417949898
Other Minerals,FAM034073,,,N-33N-6W-19-Other Minerals-La Plata-School,34073.000000000000000,33N,6W,19,N2N2,159.439999999999998,,156.574829819999991,2.865170180000000,New Mexico Meridian,La Plata,School,33N6W19,"19","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34073"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34073,FAM034073 - STAFF USE ONLY,281d4d3a-1da9-440f-bdd6-539225b1f6bc,21708,997305.890625000000000,5007.722344417949898
Other Minerals,FAM034185,,,N-34U-7W-25-Other Minerals-La Plata-School,34185.000000000000000,34U,7W,25,"S2NE,N2SE",160.000000000000000,,158.209412770000000,1.790587230000000,New Mexico Meridian,La Plata,School,34U7W25,"25","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34185"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34185,FAM034185 - STAFF USE ONLY,bd56d633-fa03-4a21-8f24-bc22832722fb,690,1009476.601562500000000,4018.823581272260071
Coal,FAM025243,,,N-34U-7W-25-Coal-La Plata-School,25243.000000000000000,34U,7W,25,"S2NE,N2SE",160.000000000000000,,158.209412770000000,1.790587230000000,New Mexico Meridian,La Plata,School,34U7W25,"25","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25243"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25243,FAM025243 - STAFF USE ONLY,9f0119ef-419d-468d-adf3-bea83a087e56,5580,1009476.601562500000000,4018.823581272260071
Oil & Gas,FAM016320,,,N-34U-7W-25-Oil & Gas-La Plata-School,16320.000000000000000,34U,7W,25,"S2NE,N2SE",160.000000000000000,,158.209412770000000,1.790587230000000,New Mexico Meridian,La Plata,School,34U7W25,"25","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16320"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16320,FAM016320 - STAFF USE ONLY,896a1e8a-df7d-4d51-b9a6-a1780213b58a,25583,1009476.601562500000000,4018.823581272260071
Oil & Gas,FAM016201,,,N-33N-12W-11-Oil & Gas-La Plata-School,16201.000000000000000,33N,12W,11,NW,160.000000000000000,,158.901376290000002,1.098623710000000,New Mexico Meridian,La Plata,School,33N12W11,"11","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16201"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16201,FAM016201 - STAFF USE ONLY,c9cd9c31-3cbd-4f28-91d9-115a60b8d669,18971,1012200.187500000000000,4025.550901686200177
Other Minerals,FAM034066,,,N-33N-12W-11-Other Minerals-La Plata-School,34066.000000000000000,33N,12W,11,NW,160.000000000000000,,158.901376290000002,1.098623710000000,New Mexico Meridian,La Plata,School,33N12W11,"11","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34066"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34066,FAM034066 - STAFF USE ONLY,b593a7ab-ad1d-4e18-957b-7d2ac12b2834,21876,1012200.187500000000000,4025.550901686200177
Coal,FAM025126,,,N-33N-12W-11-Coal-La Plata-School,25126.000000000000000,33N,12W,11,NW,160.000000000000000,,158.901376290000002,1.098623710000000,New Mexico Meridian,La Plata,School,33N12W11,"11","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25126"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=25126,FAM025126 - STAFF USE ONLY,79c09c60-59bc-4296-8dbe-cca2b90ddb63,23325,1012200.187500000000000,4025.550901686200177
Other Minerals,FAM034178,,,N-34U-12W-15-Other Minerals-La Plata-School,34178.000000000000000,34U,12W,15,SW,160.000000000000000,,159.224146050000002,0.775853950000000,New Mexico Meridian,La Plata,School,34U12W15,"15","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34178"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=34178,FAM034178 - STAFF USE ONLY,ab26bf97-00b8-4a20-862e-263d5a4ab6e0,8367,1015976.921874999883585,4030.134239642110060
Oil & Gas,FAM016313,,,N-34U-12W-15-Oil & Gas-La Plata-School,16313.000000000000000,34U,12W,15,SW,160.000000000000000,,159.224146050000002,0.775853950000000,New Mexico Meridian,La Plata,School,34U12W15,"15","<a href=""https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16313"" target=""_top"">STAFF USE ONLY</a>",https://3596240.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=20&id=16313,FAM016313 - STAFF USE ONLY,0a094974-0aef-40ea-8d0b-9564df56d866,25358,1015976.921874999883585,4030.134239642110060
